# ------------------------------------------------------------------------
# Noise and sensitivity radiance spectrum
# NASA-GSFC Planetary Spectrum Generator (PSG) (Villanueva et al. 2015)
# Background sky sources include: CMB, Zodiacal dust (emitted and reflected), and Cirrus
# Synthesized on Sun Jun 10 15:35:49 2018
# ------------------------------------------------------------------------
# Spectral unit: Wavelength [um]
# Radiance unit: Contrast [radiance ratio w.r.t. parent star]
# Wave/freq Total Source Detector Telescope Background
8.733844430e-01  2.98141e-04  2.97320e-04  2.21096e-05  1.95557e-72  8.29769e-08
8.746321351e-01  2.97693e-04  2.96873e-04  2.20746e-05  2.46442e-72  8.28471e-08
8.758816095e-01  2.99397e-04  2.98561e-04  2.23583e-05  3.14952e-72  8.39128e-08
8.771328690e-01  2.96084e-04  2.95273e-04  2.18997e-05  3.89119e-72  8.21928e-08
8.783859159e-01  2.93346e-04  2.92555e-04  2.15291e-05  4.82353e-72  8.08028e-08
8.796407530e-01  2.96087e-04  2.95271e-04  2.19621e-05  6.20243e-72  8.24286e-08
8.808973826e-01  3.00066e-04  2.99214e-04  2.25848e-05  8.03726e-72  8.47662e-08
8.821558074e-01  2.96709e-04  2.95883e-04  2.21163e-05  9.91432e-72  8.30079e-08
8.834160300e-01  2.92279e-04  2.91487e-04  2.14947e-05  1.21338e-71  8.06747e-08
8.846780529e-01  2.94564e-04  2.93751e-04  2.18611e-05  1.55349e-71  8.20497e-08
8.859418787e-01  2.95894e-04  2.95069e-04  2.20891e-05  1.97534e-71  8.29050e-08
8.872075100e-01  2.95176e-04  2.94354e-04  2.20136e-05  2.47649e-71  8.26211e-08
8.884749493e-01  2.91198e-04  2.90406e-04  2.14577e-05  3.03577e-71  8.05338e-08
8.897441992e-01  2.90503e-04  2.89715e-04  2.13862e-05  3.80379e-71  8.02646e-08
8.910152623e-01  2.89699e-04  2.88915e-04  2.12987e-05  4.76089e-71  7.99349e-08
8.922881413e-01  2.90772e-04  2.89977e-04  2.14861e-05  6.03397e-71  8.06368e-08
8.935628386e-01  2.90259e-04  2.89466e-04  2.14410e-05  7.56238e-71  8.04660e-08
8.948393570e-01  2.91976e-04  2.91167e-04  2.17247e-05  9.62039e-71  8.15289e-08
8.961176989e-01  2.86766e-04  2.85997e-04  2.09901e-05  1.16663e-70  7.87698e-08
8.973978671e-01  2.89976e-04  2.89178e-04  2.14903e-05  1.49867e-70  8.06450e-08
8.986798640e-01  2.87277e-04  2.86499e-04  2.11242e-05  1.84773e-70  7.92685e-08
8.999636924e-01  2.90148e-04  2.89345e-04  2.15766e-05  2.36646e-70  8.09636e-08
9.012493548e-01  2.95386e-04  2.94537e-04  2.23898e-05  3.07810e-70  8.40122e-08
9.025368539e-01  2.90207e-04  2.89398e-04  2.16463e-05  3.72899e-70  8.12194e-08
9.038261922e-01  2.85610e-04  2.84837e-04  2.09993e-05  4.53153e-70  7.87885e-08
9.051173725e-01  2.84623e-04  2.83856e-04  2.08846e-05  5.64365e-70  7.83551e-08
9.064103973e-01  2.87326e-04  2.86534e-04  2.13111e-05  7.20924e-70  7.99514e-08
9.077052693e-01  2.87050e-04  2.86259e-04  2.13005e-05  9.01748e-70  7.99080e-08
9.090019911e-01  2.88030e-04  2.87228e-04  2.14756e-05  1.13740e-69  8.05609e-08
9.103005654e-01  2.87067e-04  2.86271e-04  2.13632e-05  1.41502e-69  8.01352e-08
9.116009948e-01  2.88172e-04  2.87364e-04  2.15574e-05  1.78519e-69  8.08592e-08
9.129032819e-01  2.82003e-04  2.81243e-04  2.06784e-05  2.14021e-69  7.75576e-08
9.142074295e-01  2.82672e-04  2.81905e-04  2.08055e-05  2.69047e-69  7.80298e-08
9.155134401e-01  2.83559e-04  2.82783e-04  2.09651e-05  3.38626e-69  7.86235e-08
9.168213164e-01  2.83069e-04  2.82295e-04  2.09227e-05  4.21962e-69  7.84594e-08
9.181310612e-01  2.83371e-04  2.82592e-04  2.09967e-05  5.28570e-69  7.87320e-08
9.194426770e-01  2.81350e-04  2.80585e-04  2.07291e-05  6.51160e-69  7.77232e-08
9.207561665e-01  2.84547e-04  2.83754e-04  2.12303e-05  8.31917e-69  7.95967e-08
9.220715325e-01  2.85409e-04  2.84606e-04  2.13885e-05  1.04516e-68  8.01837e-08
9.233887775e-01  2.89953e-04  2.89109e-04  2.21022e-05  1.34642e-68  8.28532e-08
9.247079043e-01  2.82384e-04  2.81602e-04  2.09993e-05  1.59423e-68  7.87125e-08
9.260289156e-01  2.85718e-04  2.84906e-04  2.15256e-05  2.03595e-68  8.06790e-08
9.273518141e-01  2.79079e-04  2.78320e-04  2.05712e-05  2.42326e-68  7.70954e-08
9.286766024e-01  2.80163e-04  2.79393e-04  2.07598e-05  3.04475e-68  7.77954e-08
9.300032832e-01  2.79134e-04  2.78370e-04  2.06375e-05  3.76739e-68  7.73305e-08
9.313318594e-01  2.78543e-04  2.77782e-04  2.05797e-05  4.67454e-68  7.71070e-08
9.326623334e-01  2.78779e-04  2.78014e-04  2.06435e-05  5.83261e-68  7.73390e-08
9.339947082e-01  2.77481e-04  2.76724e-04  2.04817e-05  7.19595e-68  7.67254e-08
9.353289864e-01  2.78518e-04  2.77750e-04  2.06633e-05  9.02461e-68  7.73982e-08
9.366651706e-01  2.78092e-04  2.77325e-04  2.06296e-05  1.11967e-67  7.72642e-08
9.380032637e-01  2.77038e-04  2.76278e-04  2.05033e-05  1.38248e-67  7.67835e-08
9.393432684e-01  2.77163e-04  2.76400e-04  2.05508e-05  1.72092e-67  7.69533e-08
9.406851873e-01  2.79479e-04  2.78695e-04  2.09232e-05  2.17533e-67  7.83396e-08
9.420290233e-01  2.81813e-04  2.81007e-04  2.13022e-05  2.74883e-67  7.97498e-08
9.433747791e-01  2.77217e-04  2.76447e-04  2.06459e-05  3.30560e-67  7.72842e-08
9.447224573e-01  2.77692e-04  2.76916e-04  2.07456e-05  4.12003e-67  7.76486e-08
9.460720608e-01  2.76159e-04  2.75393e-04  2.05474e-05  5.06005e-67  7.68979e-08
9.474235924e-01  2.74079e-04  2.73328e-04  2.02693e-05  6.18765e-67  7.58483e-08
9.487770546e-01  2.73503e-04  2.72755e-04  2.02132e-05  7.64673e-67  7.56292e-08
9.501324504e-01  2.73994e-04  2.73240e-04  2.03142e-05  9.52049e-67  7.59977e-08
9.514897825e-01  2.73357e-04  2.72605e-04  2.02488e-05  1.17529e-66  7.57438e-08
9.528490536e-01  2.73504e-04  2.72750e-04  2.02992e-05  1.45874e-66  7.59226e-08
9.542102666e-01  2.78143e-04  2.77348e-04  2.10194e-05  1.86954e-66  7.86059e-08
9.555734241e-01  2.76520e-04  2.75736e-04  2.08055e-05  2.28971e-66  7.77960e-08
9.569385290e-01  2.73452e-04  2.72691e-04  2.03776e-05  2.77399e-66  7.61856e-08
9.583055840e-01  2.71801e-04  2.71052e-04  2.01621e-05  3.39396e-66  7.53697e-08
9.596745920e-01  2.71487e-04  2.70739e-04  2.01443e-05  4.19187e-66  7.52926e-08
9.610455557e-01  2.71827e-04  2.71073e-04  2.02229e-05  5.20061e-66  7.55760e-08
9.624184779e-01  2.72565e-04  2.71804e-04  2.03611e-05  6.46892e-66  7.60815e-08
9.637933614e-01  2.71641e-04  2.70885e-04  2.02525e-05  7.94690e-66  7.56649e-08
9.651702091e-01  2.70924e-04  2.70172e-04  2.01749e-05  9.77432e-66  7.53638e-08
9.665490237e-01  2.71321e-04  2.70563e-04  2.02623e-05  1.21168e-65  7.56787e-08
9.679298080e-01  2.70531e-04  2.69778e-04  2.01735e-05  1.48858e-65  7.53359e-08
9.693125649e-01  2.69341e-04  2.68595e-04  2.00257e-05  1.82280e-65  7.47721e-08
9.706972971e-01  2.69159e-04  2.68413e-04  2.00270e-05  2.24801e-65  7.47655e-08
9.720840075e-01  2.67813e-04  2.67076e-04  1.98564e-05  2.74776e-65  7.41167e-08
9.734726990e-01  2.70034e-04  2.69276e-04  2.02137e-05  3.44741e-65  7.54384e-08
9.748633743e-01  2.68181e-04  2.67437e-04  1.99670e-05  4.19561e-65  7.45053e-08
9.762560362e-01  2.68155e-04  2.67408e-04  1.99913e-05  5.17403e-65  7.45837e-08
9.776506877e-01  2.66750e-04  2.66013e-04  1.98114e-05  6.31364e-65  7.39003e-08
9.790473315e-01  2.68512e-04  2.67758e-04  2.01010e-05  7.88544e-65  7.49676e-08
9.804459706e-01  2.66649e-04  2.65909e-04  1.98525e-05  9.58386e-65  7.40284e-08
9.818466077e-01  2.65632e-04  2.64898e-04  1.97300e-05  1.17176e-64  7.35588e-08
9.832492457e-01  2.66064e-04  2.65325e-04  1.98220e-05  1.44781e-64  7.38885e-08
9.846538875e-01  2.65228e-04  2.64494e-04  1.97261e-05  1.77146e-64  7.35181e-08
9.860605359e-01  2.65578e-04  2.64839e-04  1.98058e-05  2.18615e-64  7.38019e-08
9.874691938e-01  2.64930e-04  2.64193e-04  1.97376e-05  2.67701e-64  7.35341e-08
9.888798641e-01  2.66001e-04  2.65254e-04  1.99248e-05  3.31962e-64  7.42179e-08
9.902925496e-01  2.64670e-04  2.63932e-04  1.97548e-05  4.04182e-64  7.35710e-08
9.917072532e-01  2.63740e-04  2.63007e-04  1.96447e-05  4.93436e-64  7.31471e-08
9.931239779e-01  2.63332e-04  2.62601e-04  1.96120e-05  6.04589e-64  7.30114e-08
9.945427264e-01  2.62563e-04  2.61836e-04  1.95258e-05  7.38533e-64  7.26761e-08
9.959635018e-01  2.62623e-04  2.61893e-04  1.95622e-05  9.07562e-64  7.27975e-08
9.973863068e-01  2.61989e-04  2.61262e-04  1.94959e-05  1.10910e-63  7.25365e-08
9.988111443e-01  2.61673e-04  2.60947e-04  1.94766e-05  1.35826e-63  7.24502e-08
1.000238017e+00  2.61885e-04  2.61156e-04  1.95357e-05  1.66959e-63  7.26552e-08
1.001666929e+00  2.60883e-04  2.60160e-04  1.94147e-05  2.03281e-63  7.21903e-08
1.003097882e+00  2.61659e-04  2.60927e-04  1.95573e-05  2.50804e-63  7.27055e-08
1.004530879e+00  2.67205e-04  2.66424e-04  2.04191e-05  3.20624e-63  7.58935e-08
1.005965923e+00  2.65250e-04  2.64483e-04  2.01514e-05  3.87320e-63  7.48829e-08
1.007403017e+00  2.60228e-04  2.59502e-04  1.94272e-05  4.56935e-63  7.21765e-08
1.008842164e+00  2.60101e-04  2.59374e-04  1.94358e-05  5.59240e-63  7.21928e-08
1.010283367e+00  2.59526e-04  2.58802e-04  1.93778e-05  6.81909e-63  7.19617e-08
1.011726629e+00  2.58922e-04  2.58200e-04  1.93154e-05  8.31045e-63  7.17141e-08
1.013171953e+00  2.59152e-04  2.58426e-04  1.93768e-05  1.01901e-62  7.19264e-08
1.014619341e+00  2.59942e-04  2.59207e-04  1.95220e-05  1.25450e-62  7.24491e-08
1.016068798e+00  2.60444e-04  2.59703e-04  1.96248e-05  1.54054e-62  7.28139e-08
1.017520324e+00  2.57885e-04  2.57164e-04  1.92703e-05  1.84737e-62  7.14825e-08
1.018973925e+00  2.61053e-04  2.60303e-04  1.97719e-05  2.31413e-62  7.33264e-08
1.020429602e+00  2.58298e-04  2.57570e-04  1.93865e-05  2.76940e-62  7.18804e-08
1.021887358e+00  2.59136e-04  2.58398e-04  1.95392e-05  3.40578e-62  7.24297e-08
1.023347198e+00  2.56555e-04  2.55837e-04  1.91812e-05  4.07833e-62  7.10857e-08
1.024809122e+00  2.56717e-04  2.55996e-04  1.92325e-05  4.98674e-62  7.12589e-08
1.026273135e+00  2.56125e-04  2.55407e-04  1.91714e-05  6.06016e-62  7.10154e-08
1.027739240e+00  2.55535e-04  2.54820e-04  1.91107e-05  7.36260e-62  7.07732e-08
1.029207439e+00  2.56524e-04  2.55798e-04  1.92851e-05  9.05274e-62  7.14019e-08
1.030677735e+00  2.55539e-04  2.54820e-04  1.91653e-05  1.09585e-61  7.09407e-08
1.032150132e+00  2.55138e-04  2.54419e-04  1.91324e-05  1.33217e-61  7.08014e-08
1.033624632e+00  2.57387e-04  2.56648e-04  1.94969e-05  1.65266e-61  7.21320e-08
1.035101238e+00  2.56446e-04  2.55713e-04  1.93827e-05  1.99960e-61  7.16916e-08
1.036579955e+00  2.54054e-04  2.53339e-04  1.90517e-05  2.39136e-61  7.04492e-08
1.038060783e+00  2.56471e-04  2.55733e-04  1.94412e-05  2.96822e-61  7.18710e-08
1.039543727e+00  2.55090e-04  2.54362e-04  1.92608e-05  3.57591e-61  7.11857e-08
1.041028789e+00  2.53584e-04  2.52867e-04  1.90622e-05  4.30233e-61  7.04334e-08
1.042515973e+00  2.54473e-04  2.53746e-04  1.92224e-05  5.27268e-61  7.10066e-08
1.044005282e+00  2.52963e-04  2.52247e-04  1.90231e-05  6.33984e-61  7.02519e-08
1.045496718e+00  2.55495e-04  2.54755e-04  1.94310e-05  7.86578e-61  7.17390e-08
1.046990285e+00  2.53763e-04  2.53035e-04  1.91969e-05  9.43643e-61  7.08559e-08
1.048485985e+00  2.52225e-04  2.51509e-04  1.89931e-05  1.13339e-60  7.00844e-08
1.049983822e+00  2.52351e-04  2.51632e-04  1.90389e-05  1.37882e-60  7.02341e-08
1.051483799e+00  2.52184e-04  2.51464e-04  1.90406e-05  1.67306e-60  7.02213e-08
1.052985919e+00  2.52335e-04  2.51611e-04  1.90902e-05  2.03463e-60  7.03846e-08
1.054490185e+00  2.51250e-04  2.50534e-04  1.89541e-05  2.44963e-60  6.98633e-08
1.055996599e+00  2.50833e-04  2.50118e-04  1.89182e-05  2.96400e-60  6.97116e-08
1.057505166e+00  2.50700e-04  2.49985e-04  1.89250e-05  3.59348e-60  6.97168e-08
1.059015887e+00  2.53989e-04  2.53244e-04  1.94494e-05  4.47451e-60  7.16282e-08
1.060528767e+00  2.52661e-04  2.51925e-04  1.92748e-05  5.37117e-60  7.09648e-08
1.062043808e+00  2.50136e-04  2.49419e-04  1.89204e-05  6.38453e-60  6.96397e-08
1.063561014e+00  2.51194e-04  2.50466e-04  1.91068e-05  7.80526e-60  7.03054e-08
1.065080387e+00  2.49072e-04  2.48360e-04  1.88136e-05  9.30148e-60  6.92064e-08
1.066601930e+00  2.51787e-04  2.51050e-04  1.92509e-05  1.15157e-59  7.07938e-08
1.068125647e+00  2.52139e-04  2.51396e-04  1.93316e-05  1.39878e-59  7.10695e-08
1.069651541e+00  2.53890e-04  2.53130e-04  1.96271e-05  1.71735e-59  7.21344e-08
1.071179614e+00  2.49489e-04  2.48766e-04  1.89832e-05  2.00806e-59  6.97470e-08
1.072709871e+00  2.52172e-04  2.51423e-04  1.94186e-05  2.48262e-59  7.13252e-08
1.074242314e+00  2.48769e-04  2.48048e-04  1.89277e-05  2.92385e-59  6.95010e-08
1.075776946e+00  2.50800e-04  2.50059e-04  1.92635e-05  3.59450e-59  7.07120e-08
1.077313770e+00  2.47934e-04  2.47216e-04  1.88549e-05  4.24870e-59  6.91908e-08
1.078852789e+00  2.50873e-04  2.50127e-04  1.93291e-05  5.25841e-59  7.09090e-08
1.080394008e+00  2.47376e-04  2.46659e-04  1.88235e-05  6.18069e-59  6.90328e-08
1.081937428e+00  2.52749e-04  2.51982e-04  1.96729e-05  7.79433e-59  7.21251e-08
1.083483053e+00  2.51381e-04  2.50624e-04  1.94893e-05  9.31456e-59  7.14291e-08
1.085030886e+00  2.47324e-04  2.46601e-04  1.88956e-05  1.08910e-58  6.92311e-08
1.086580930e+00  2.51902e-04  2.51137e-04  1.96250e-05  1.36376e-58  7.18805e-08
1.088133188e+00  2.49040e-04  2.48297e-04  1.92111e-05  1.60911e-58  7.03421e-08
1.089687664e+00  2.47027e-04  2.46301e-04  1.89304e-05  1.91065e-58  6.92917e-08
1.091244361e+00  2.47264e-04  2.46533e-04  1.89933e-05  2.30936e-58  6.94991e-08
1.092803281e+00  2.47644e-04  2.46908e-04  1.90783e-05  2.79373e-58  6.97874e-08
1.094364429e+00  2.55834e-04  2.55020e-04  2.03816e-05  3.59353e-58  7.45302e-08
1.095927807e+00  2.49071e-04  2.48318e-04  1.93520e-05  4.10706e-58  7.07417e-08
1.097493418e+00  2.50621e-04  2.49852e-04  1.96198e-05  5.01076e-58  7.16966e-08
1.099061266e+00  2.47743e-04  2.46997e-04  1.92014e-05  5.89973e-58  7.01443e-08
1.100631353e+00  2.45726e-04  2.44997e-04  1.89186e-05  6.99134e-58  6.90877e-08
1.102203684e+00  2.48621e-04  2.47864e-04  1.93917e-05  8.61677e-58  7.07913e-08
1.103778260e+00  2.45478e-04  2.44747e-04  1.89340e-05  1.01138e-57  6.90971e-08
1.105355086e+00  2.45464e-04  2.44731e-04  1.89586e-05  1.21704e-57  6.91630e-08
1.106934165e+00  2.45138e-04  2.44406e-04  1.89352e-05  1.46043e-57  6.90539e-08
1.108515500e+00  2.44600e-04  2.43870e-04  1.88793e-05  1.74900e-57  6.88259e-08
1.110099093e+00  2.44292e-04  2.43563e-04  1.88587e-05  2.09797e-57  6.87270e-08
1.111684949e+00  2.45467e-04  2.44726e-04  1.90664e-05  2.54638e-57  6.94594e-08
1.113273070e+00  2.44711e-04  2.43974e-04  1.89765e-05  3.04174e-57  6.91074e-08
1.114863460e+00  2.43710e-04  2.42980e-04  1.88491e-05  3.62523e-57  6.86194e-08
1.116456123e+00  2.43282e-04  2.42554e-04  1.88098e-05  4.33962e-57  6.84518e-08
1.118051060e+00  2.43146e-04  2.42417e-04  1.88154e-05  5.20585e-57  6.84478e-08
1.119648276e+00  2.45295e-04  2.44544e-04  1.91745e-05  6.36058e-57  6.97288e-08
1.121247773e+00  2.43346e-04  2.42611e-04  1.88995e-05  7.51461e-57  6.87041e-08
1.122849556e+00  2.41841e-04  2.41117e-04  1.86941e-05  8.90696e-57  6.79327e-08
1.124453627e+00  2.42012e-04  2.41285e-04  1.87468e-05  1.07006e-56  6.80993e-08
1.126059989e+00  2.46006e-04  2.45240e-04  1.93941e-05  1.32584e-56  7.04248e-08
1.127668646e+00  2.42527e-04  2.41791e-04  1.88794e-05  1.54539e-56  6.85304e-08
1.129279601e+00  2.43534e-04  2.42787e-04  1.90624e-05  1.86786e-56  6.91691e-08
1.130892858e+00  2.42527e-04  2.41786e-04  1.89327e-05  2.22014e-56  6.86726e-08
1.132508419e+00  2.41779e-04  2.41044e-04  1.88434e-05  2.64373e-56  6.83231e-08
1.134126288e+00  2.41832e-04  2.41094e-04  1.88783e-05  3.16810e-56  6.84238e-08
1.135746469e+00  2.40921e-04  2.40189e-04  1.87635e-05  3.76545e-56  6.79823e-08
1.137368964e+00  2.41084e-04  2.40349e-04  1.88154e-05  4.51407e-56  6.81441e-08
1.138993776e+00  2.42580e-04  2.41829e-04  1.90751e-05  5.46970e-56  6.90582e-08
1.140620910e+00  2.42803e-04  2.42048e-04  1.91368e-05  6.55687e-56  6.92551e-08
1.142250369e+00  2.41132e-04  2.40390e-04  1.89026e-05  7.73690e-56  6.83812e-08
1.143882155e+00  2.40874e-04  2.40133e-04  1.88891e-05  9.23342e-56  6.83057e-08
1.145516272e+00  2.39480e-04  2.38748e-04  1.86986e-05  1.09133e-55  6.75906e-08
1.147152724e+00  2.38153e-04  2.37431e-04  1.85193e-05  1.29020e-55  6.69163e-08
1.148791514e+00  2.38516e-04  2.37790e-04  1.86018e-05  1.54653e-55  6.71879e-08
1.150432644e+00  2.38734e-04  2.38004e-04  1.86619e-05  1.85107e-55  6.73784e-08
1.152076120e+00  2.38761e-04  2.38028e-04  1.86924e-05  2.21149e-55  6.74620e-08
1.153721943e+00  2.37655e-04  2.36930e-04  1.85468e-05  2.61655e-55  6.69097e-08
1.155370117e+00  2.37619e-04  2.36892e-04  1.85674e-05  3.12278e-55  6.69571e-08
1.157020646e+00  2.37137e-04  2.36413e-04  1.85187e-05  3.71211e-55  6.67547e-08
1.158673532e+00  2.37957e-04  2.37224e-04  1.86725e-05  4.45990e-55  6.72821e-08
1.160328780e+00  2.40958e-04  2.40194e-04  1.91705e-05  5.45450e-55  6.90483e-08
1.161986393e+00  2.38826e-04  2.38080e-04  1.88614e-05  6.39127e-55  6.79075e-08
1.163646373e+00  2.38738e-04  2.37990e-04  1.88741e-05  7.61484e-55  6.79254e-08
1.165308725e+00  2.37062e-04  2.36328e-04  1.86380e-05  8.95088e-55  6.70481e-08
1.166973452e+00  2.37710e-04  2.36968e-04  1.87658e-05  1.07250e-54  6.74800e-08
1.168640557e+00  2.38301e-04  2.37552e-04  1.88853e-05  1.28412e-54  6.78815e-08
1.170310043e+00  2.35607e-04  2.34880e-04  1.84893e-05  1.49537e-54  6.64306e-08
1.171981915e+00  2.35317e-04  2.34591e-04  1.84702e-05  1.77637e-54  6.63342e-08
1.173656175e+00  2.35004e-04  2.34279e-04  1.84474e-05  2.10923e-54  6.62244e-08
1.175332827e+00  2.38398e-04  2.37639e-04  1.90074e-05  2.58304e-54  6.82062e-08
1.177011873e+00  2.35502e-04  2.34768e-04  1.85774e-05  2.99987e-54  6.66348e-08
1.178693319e+00  2.36615e-04  2.35869e-04  1.87788e-05  3.60236e-54  6.73286e-08
1.180377167e+00  2.34177e-04  2.33451e-04  1.84221e-05  4.19714e-54  6.60217e-08
1.182063420e+00  2.35107e-04  2.34370e-04  1.85940e-05  5.03006e-54  6.66092e-08
1.183752082e+00  2.39470e-04  2.38690e-04  1.93132e-05  6.20201e-54  6.91558e-08
1.185443156e+00  2.33726e-04  2.32998e-04  1.84295e-05  7.02364e-54  6.59629e-08
1.187136646e+00  2.33959e-04  2.33227e-04  1.84920e-05  8.36174e-54  6.61580e-08
1.188832556e+00  2.39578e-04  2.38791e-04  1.94125e-05  1.04124e-53  6.94210e-08
1.190530888e+00  2.33378e-04  2.32647e-04  1.84528e-05  1.17376e-53  6.59601e-08
1.192231646e+00  2.33092e-04  2.32361e-04  1.84338e-05  1.39019e-53  6.58634e-08
1.193934834e+00  2.32381e-04  2.31655e-04  1.83481e-05  1.64016e-53  6.55284e-08
1.195640456e+00  2.33799e-04  2.33058e-04  1.85975e-05  1.97005e-53  6.63896e-08
1.197348513e+00  2.35860e-04  2.35097e-04  1.89514e-05  2.37841e-53  6.76231e-08
1.199059011e+00  2.38821e-04  2.38028e-04  1.94546e-05  2.89190e-53  6.93875e-08
1.200771953e+00  2.31799e-04  2.31070e-04  1.83601e-05  3.23181e-53  6.54547e-08
1.202487341e+00  2.31898e-04  2.31166e-04  1.84016e-05  3.83468e-53  6.55731e-08
1.204205180e+00  2.36184e-04  2.35409e-04  1.91106e-05  4.71351e-53  6.80688e-08
1.205925473e+00  2.31794e-04  2.31060e-04  1.84373e-05  5.38095e-53  6.56408e-08
1.207648224e+00  2.31941e-04  2.31203e-04  1.84864e-05  6.38267e-53  6.57861e-08
1.209373436e+00  2.36759e-04  2.35973e-04  1.92846e-05  7.87482e-53  6.85952e-08
1.211101112e+00  2.33822e-04  2.33062e-04  1.88387e-05  9.09612e-53  6.69784e-08
1.212831257e+00  2.31145e-04  2.30408e-04  1.84384e-05  1.05244e-52  6.55250e-08
1.214563873e+00  2.30221e-04  2.29491e-04  1.83181e-05  1.23572e-52  6.50676e-08
1.216298964e+00  2.29956e-04  2.29226e-04  1.83019e-05  1.45880e-52  6.49799e-08
1.218036534e+00  2.30062e-04  2.29329e-04  1.83445e-05  1.72728e-52  6.51012e-08
1.219776586e+00  2.29979e-04  2.29246e-04  1.83573e-05  2.04135e-52  6.51161e-08
1.221519124e+00  2.29825e-04  2.29091e-04  1.83587e-05  2.41044e-52  6.50906e-08
1.223264151e+00  2.29828e-04  2.29092e-04  1.83851e-05  2.84947e-52  6.51537e-08
1.225011672e+00  2.29220e-04  2.28487e-04  1.83143e-05  3.34986e-52  6.48722e-08
1.226761688e+00  2.31314e-04  2.30559e-04  1.86745e-05  4.03015e-52  6.61171e-08
1.228514205e+00  2.28595e-04  2.27864e-04  1.82666e-05  4.65008e-52  6.46422e-08
1.230269225e+00  2.28843e-04  2.28107e-04  1.83318e-05  5.50344e-52  6.48421e-08
1.232026753e+00  2.29271e-04  2.28530e-04  1.84260e-05  6.52205e-52  6.51442e-08
1.233786791e+00  2.28811e-04  2.28071e-04  1.83784e-05  7.66798e-52  6.49448e-08
1.235549344e+00  2.28256e-04  2.27520e-04  1.83158e-05  9.00567e-52  6.46924e-08
1.237314414e+00  2.27762e-04  2.27029e-04  1.82628e-05  1.05796e-51  6.44741e-08
1.239082006e+00  2.29040e-04  2.28293e-04  1.84931e-05  1.26190e-51  6.52557e-08
1.240852123e+00  2.27428e-04  2.26693e-04  1.82610e-05  1.46740e-51  6.44053e-08
1.242624769e+00  2.28469e-04  2.27723e-04  1.84535e-05  1.74585e-51  6.50525e-08
1.244399947e+00  2.28399e-04  2.27651e-04  1.84683e-05  2.05664e-51  6.50730e-08
1.246177662e+00  2.27542e-04  2.26800e-04  1.83567e-05  2.40562e-51  6.46479e-08
1.247957915e+00  2.27222e-04  2.26482e-04  1.83313e-05  2.82634e-51  6.45267e-08
1.249740712e+00  2.26553e-04  2.25817e-04  1.82499e-05  3.30969e-51  6.42083e-08
1.251526056e+00  2.27217e-04  2.26472e-04  1.83821e-05  3.92029e-51  6.46417e-08
1.253313951e+00  2.27285e-04  2.26537e-04  1.84190e-05  4.61830e-51  6.47392e-08
1.255104399e+00  2.26581e-04  2.25838e-04  1.83317e-05  5.40268e-51  6.44001e-08
1.256897405e+00  2.27050e-04  2.26301e-04  1.84331e-05  6.38405e-51  6.47242e-08
1.258692973e+00  2.26477e-04  2.25731e-04  1.83666e-05  7.47335e-51  6.44584e-08
1.260491106e+00  2.25830e-04  2.25088e-04  1.82882e-05  8.74067e-51  6.41509e-08
1.262291808e+00  2.26463e-04  2.25713e-04  1.84161e-05  1.03361e-50  6.45669e-08
1.264095082e+00  2.26176e-04  2.25427e-04  1.83957e-05  1.21217e-50  6.44628e-08
1.265900932e+00  2.25881e-04  2.25133e-04  1.83740e-05  1.42113e-50  6.43540e-08
1.267709362e+00  2.27148e-04  2.26385e-04  1.86055e-05  1.68871e-50  6.51316e-08
1.269520375e+00  2.25268e-04  2.24521e-04  1.83266e-05  1.95155e-50  6.41225e-08
1.271333975e+00  2.24703e-04  2.23960e-04  1.82611e-05  2.28091e-50  6.38605e-08
1.273150167e+00  2.24921e-04  2.24173e-04  1.83220e-05  2.68373e-50  6.40407e-08
1.274968953e+00  2.24791e-04  2.24043e-04  1.83269e-05  3.14728e-50  6.40245e-08
1.276790337e+00  2.24203e-04  2.23459e-04  1.82575e-05  3.67512e-50  6.37490e-08
1.278614323e+00  2.24687e-04  2.23936e-04  1.83617e-05  4.33140e-50  6.40799e-08
1.280440915e+00  2.26821e-04  2.26046e-04  1.87361e-05  5.17820e-50  6.53524e-08
1.282270116e+00  2.37792e-04  2.36898e-04  2.06076e-05  6.67132e-50  7.18428e-08
1.284101931e+00  2.26364e-04  2.25589e-04  1.87138e-05  7.09465e-50  6.52063e-08
1.285936362e+00  2.24935e-04  2.24172e-04  1.85058e-05  8.21418e-50  6.44478e-08
1.287773414e+00  2.24085e-04  2.23329e-04  1.83932e-05  9.55652e-50  6.40219e-08
1.289613090e+00  2.24923e-04  2.24157e-04  1.85562e-05  1.12829e-49  6.45551e-08
1.291455395e+00  2.23626e-04  2.22871e-04  1.83701e-05  1.30687e-49  6.38738e-08
1.293300331e+00  2.23555e-04  2.22798e-04  1.83844e-05  1.52989e-49  6.38895e-08
1.295147903e+00  2.22845e-04  2.22093e-04  1.82943e-05  1.78040e-49  6.35424e-08
1.296998114e+00  2.22872e-04  2.22117e-04  1.83244e-05  2.08510e-49  6.36130e-08
1.298850969e+00  2.22818e-04  2.22062e-04  1.83415e-05  2.43965e-49  6.36382e-08
1.300706470e+00  2.22407e-04  2.21653e-04  1.83001e-05  2.84475e-49  6.34604e-08
1.302564622e+00  2.23725e-04  2.22955e-04  1.85422e-05  3.36786e-49  6.42656e-08
