# Simulation:  trappist1e_1barN2_0.4barCO2_aqua
# TRAPPIST-1 e, 0.71% N2, 0.29% CO2, 0.00% CH4
# Mean Vertical Profile
# Mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
# Pressure are total pressure (i.e P_dry + P_h2o)
# Surf Press (mb)    Surf Temp (K)        Surf Albedo          Dry Molar Weight     Phase
#1.4083551           #303.5673279         #0.0000000           #32.5714286          #260.0000000         
# Lev          Height (m)      Pressure (bar)     Temperature (K)            N2 (vmr)           CO2 (vmr)           CH4 (vmr)           H2O (vmr)       Liquid Clouds          Ice Clouds         Liquid Size            Ice Size
    0       27154.1367080           0.0009559         177.3130570           0.7142826       2.8571303E-01       0.0000000E+00       4.4048130E-06       0.0000000E+00       3.6883659E-09              14.000               6.390
    1       26370.3851322           0.0012448         177.1555667           0.7142829       2.8571314E-01       0.0000000E+00       3.9966606E-06       0.0000000E+00       2.1461056E-08              14.000               6.376
    2       25600.8931178           0.0016128         178.1242409           0.7142831       2.8571323E-01       0.0000000E+00       3.6917174E-06       0.0000000E+00       2.5395456E-08              14.000               6.561
    3       24841.0695313           0.0020793         179.9362769           0.7142831       2.8571325E-01       0.0000000E+00       3.6310623E-06       0.0000000E+00       2.3351339E-08              14.000               6.936
    4       24087.5213181           0.0026674         182.1138429           0.7142830       2.8571318E-01       0.0000000E+00       3.8630746E-06       0.0000000E+00       2.0625691E-08              14.000               7.517
    5       23339.0227974           0.0034049         184.3434201           0.7142826       2.8571303E-01       0.0000000E+00       4.3932507E-06       0.0000000E+00       1.9089471E-08              14.000               8.284
    6       22595.9509624           0.0043246         186.4931976           0.7142821       2.8571285E-01       0.0000000E+00       5.0371911E-06       0.0000000E+00       1.8232144E-08              14.000               9.174
    7       21859.2412621           0.0054654         188.4478265           0.7142817       2.8571268E-01       0.0000000E+00       5.6058817E-06       0.0000000E+00       1.8885787E-08              14.000              10.099
    8       21130.1641451           0.0068729         190.1583127           0.7142814       2.8571255E-01       0.0000000E+00       6.0814052E-06       0.0000000E+00       2.1031224E-08              14.000              10.990
    9       20410.0244513           0.0085997         191.7038575           0.7142810       2.8571241E-01       0.0000000E+00       6.5645061E-06       0.0000000E+00       2.4211212E-08              14.000              11.859
   10       19699.5441589           0.0107070         193.2570423           0.7142806       2.8571224E-01       0.0000000E+00       7.1634167E-06       0.0000000E+00       2.6527070E-08              14.000              12.816
   11       18998.5665896           0.0132648         194.9241539           0.7142801       2.8571203E-01       0.0000000E+00       7.8946930E-06       0.0000000E+00       2.5565911E-08              14.000              13.947
   12       18306.6945122           0.0163518         196.6729026           0.7142795       2.8571181E-01       0.0000000E+00       8.6709126E-06       0.0000000E+00       2.1792190E-08              14.000              15.250
   13       17623.9997473           0.0200568         198.4229370           0.7142790       2.8571160E-01       0.0000000E+00       9.4017868E-06       4.7138360E-39       1.6061791E-08              14.000              16.669
   14       16950.8442843           0.0244790         200.1169977           0.7142785       2.8571142E-01       0.0000000E+00       1.0046354E-05       1.1305012E-27       1.0473556E-08              14.000              18.147
   15       16287.8425297           0.0297280         201.6866406           0.7142782       2.8571127E-01       0.0000000E+00       1.0554639E-05       1.9270756E-28       8.4431255E-09              14.000              19.617
   16       15635.8558093           0.0359233         203.1927604           0.7142779       2.8571116E-01       0.0000000E+00       1.0926751E-05       1.3580670E-28       1.7125813E-08              14.000              21.141
   17       14995.4889335           0.0431938         204.8356028           0.7142776       2.8571104E-01       0.0000000E+00       1.1347353E-05       1.3477240E-27       4.4648881E-08              14.000              22.830
   18       14366.6970482           0.0516775         206.8129098           0.7142771       2.8571083E-01       0.0000000E+00       1.2080004E-05       6.8537916E-27       7.0265207E-08              14.000              24.709
