# Simulation:  trappist1e_1barN2_0.4barCO2_aqua
# TRAPPIST-1 e, 0.71% N2, 0.29% CO2, 0.00% CH4
# Mean Vertical Profile
# Mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
# Pressure are total pressure (i.e P_dry + P_h2o)
# Surf Press (mb)    Surf Temp (K)        Surf Albedo          Dry Molar Weight     Phase
#1.4117107           #297.1554373         #0.0000000           #32.5714286          #25.0000000          
# Lev          Height (m)      Pressure (bar)     Temperature (K)            N2 (vmr)           CO2 (vmr)           CH4 (vmr)           H2O (vmr)       Liquid Clouds          Ice Clouds         Liquid Size            Ice Size
    0       27256.9149817           0.0009559         179.3062346           0.7142825       2.8571302E-01       0.0000000E+00       4.4362815E-06       0.0000000E+00       1.6825772E-09              14.000               6.576
    1       26467.1828014           0.0012448         179.7903588           0.7142828       2.8571311E-01       0.0000000E+00       4.1179593E-06       0.0000000E+00       8.8339217E-09              14.000               6.755
    2       25689.7753005           0.0016128         181.0590303           0.7142829       2.8571318E-01       0.0000000E+00       3.8794508E-06       0.0000000E+00       1.1235455E-08              14.000               7.150
    3       24921.2050155           0.0020793         182.9153699           0.7142829       2.8571317E-01       0.0000000E+00       3.9029917E-06       0.0000000E+00       1.1016339E-08              14.000               7.752
    4       24158.8539724           0.0026674         185.0550866           0.7142827       2.8571307E-01       0.0000000E+00       4.2393852E-06       0.0000000E+00       9.9336771E-09              14.000               8.564
    5       23401.7540888           0.0034049         187.1645360           0.7142822       2.8571290E-01       0.0000000E+00       4.8567799E-06       0.0000000E+00       9.0951694E-09              14.000               9.510
    6       22650.5147250           0.0043246         189.0143053           0.7142818       2.8571271E-01       0.0000000E+00       5.5196674E-06       0.0000000E+00       8.2767981E-09              14.000              10.441
    7       21906.5341377           0.0054654         190.4577625           0.7142814       2.8571255E-01       0.0000000E+00       6.0681482E-06       0.0000000E+00       8.2338715E-09              14.000              11.214
    8       21171.6140830           0.0068729         191.5609327           0.7142811       2.8571242E-01       0.0000000E+00       6.5195083E-06       7.6107288E-38       9.5771906E-09              14.000              11.815
    9       20447.2619577           0.0085997         192.6040097           0.7142807       2.8571229E-01       0.0000000E+00       6.9901075E-06       4.1744633E-35       1.2001254E-08              14.000              12.405
   10       19733.8866730           0.0107070         193.8994918           0.7142803       2.8571211E-01       0.0000000E+00       7.6005040E-06       9.7441771E-42       1.4205698E-08              14.000              13.218
   11       19030.7078238           0.0132648         195.5203764           0.7142797       2.8571190E-01       0.0000000E+00       8.3600760E-06       0.0000000E+00       1.5218095E-08              14.000              14.359
   12       18336.8462382           0.0163518         197.2856730           0.7142792       2.8571167E-01       0.0000000E+00       9.1384601E-06       0.0000000E+00       1.5579271E-08              14.000              15.732
   13       17652.2901655           0.0200568         198.9589953           0.7142787       2.8571148E-01       0.0000000E+00       9.8306233E-06       0.0000000E+00       1.4808533E-08              14.000              17.141
