# Simulation:  C:\Users\dgatl_000\OneDrive\College\Senior_1\Wolf\ModelFiles\trappist1e_1barN2_0.4barCO2_aqua
# TRAPPIST-1 e, 0.71% N2, 0.29% CO2, 0.00% CH4
# Mean Vertical Profile
# Mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
# Pressure are total pressure (i.e P_dry + P_h2o)
# Surf Press (mb)    Surf Temp (K)        Surf Albedo          Dry Molar Weight     Phase
#1.4112700           #297.9938827         #0.0614701           #32.5714286          #180.0000000         
# Lev          Height (m)      Pressure (bar)     Temperature (K)            N2 (vmr)           CO2 (vmr)           CH4 (vmr)           H2O (vmr)       Liquid Clouds          Ice Clouds         Liquid Size            Ice Size
    0       56037.7062299           0.0009559         178.1467910           0.7142826       2.8571303E-01       0.0000000E+00       4.3798139E-06       0.0000000E+00       6.6963956E-09              14.000               6.678
    1       54375.9022391           0.0012448         178.0060621           0.7142829       2.8571316E-01       0.0000000E+00       3.9338953E-06       0.0000000E+00       2.9776743E-08              14.000               6.689
    2       52742.5965797           0.0016128         178.7359376           0.7142831       2.8571325E-01       0.0000000E+00       3.6087929E-06       0.0000000E+00       3.2351692E-08              14.000               6.878
    3       51130.4041561           0.0020793         180.2712495           0.7142832       2.8571328E-01       0.0000000E+00       3.5339033E-06       0.0000000E+00       2.8876258E-08              14.000               7.270
    4       49534.6107895           0.0026674         182.1598485           0.7142831       2.8571322E-01       0.0000000E+00       3.7268574E-06       0.0000000E+00       2.5595556E-08              14.000               7.838
    5       47954.3113065           0.0034049         184.0710360           0.7142827       2.8571310E-01       0.0000000E+00       4.1551864E-06       0.0000000E+00       2.4311783E-08              14.000               8.514
    6       46390.7115419           0.0043246         185.8603346           0.7142824       2.8571296E-01       0.0000000E+00       4.6518064E-06       0.0000000E+00       2.4069037E-08              14.000               9.217
    7       44845.6713163           0.0054654         187.4707293           0.7142821       2.8571282E-01       0.0000000E+00       5.1185838E-06       0.0000000E+00       2.6064069E-08              14.000               9.891
    8       43321.0480422           0.0068729         188.9457765           0.7142817       2.8571269E-01       0.0000000E+00       5.5729264E-06       0.0000000E+00       3.1499818E-08              14.000              10.541
    9       41817.8683654           0.0085997         190.4406022           0.7142813       2.8571254E-01       0.0000000E+00       6.1168792E-06       0.0000000E+00       3.9791601E-08              14.000              11.263
   10       40335.7056804           0.0107070         192.1337511           0.7142808       2.8571234E-01       0.0000000E+00       6.8204140E-06       0.0000000E+00       4.7540447E-08              14.000              12.210
   11       38873.4542196           0.0132648         194.0425867           0.7142803       2.8571210E-01       0.0000000E+00       7.6491488E-06       0.0000000E+00       4.9255987E-08              14.000              13.435
   12       37430.7614390           0.0163518         196.0428931           0.7142797       2.8571187E-01       0.0000000E+00       8.4705523E-06       0.0000000E+00       4.5072735E-08              14.000              14.864
   13       36008.2308543           0.0200568         198.0016536           0.7142791       2.8571166E-01       0.0000000E+00       9.2003501E-06       0.0000000E+00       3.4995639E-08              14.000              16.389
   14       34607.0078465           0.0244790         199.8515555           0.7142787       2.8571148E-01       0.0000000E+00       9.8089242E-06       0.0000000E+00       1.8629644E-08              14.000              17.946
   15       33228.4252622           0.0297280         201.6061069           0.7142784       2.8571136E-01       0.0000000E+00       1.0242937E-05       6.9222707E-34       1.1541753E-08              14.000              19.569
   16       31873.4976097           0.0359233         203.3438013           0.7142782       2.8571127E-01       0.0000000E+00       1.0541433E-05       1.7124191E-30       1.3502731E-08              14.000              21.329
   17       30542.3736312           0.0431938         205.2483788           0.7142779       2.8571118E-01       0.0000000E+00       1.0883941E-05       1.4057231E-28       2.7766376E-08              14.000              23.250
   18       29234.0502831           0.0516775         207.5004103           0.7142775       2.8571098E-01       0.0000000E+00       1.1557349E-05       1.4621810E-27       4.4268083E-08              14.000              25.266
   19       27947.5502690           0.0615205         209.9520519           0.7142766       2.8571063E-01       0.0000000E+00       1.2796994E-05       1.3293634E-26       5.8494843E-08              14.000              27.232
   20       26682.7322683           0.0728745         212.5329120           0.7142748       2.8570991E-01       0.0000000E+00       1.5306022E-05       4.9321588E-26       9.2527164E-08              14.000              29.238
   21       25187.7389148           0.0887526         215.9687107           0.7142697       2.8570786E-01       0.0000000E+00       2.2473547E-05       9.7130521E-26       2.0449328E-07              14.000              31.822
   22       23507.4764262           0.1103472         220.4225455           0.7142562       2.8570248E-01       0.0000000E+00       4.1319451E-05       1.4505499E-13       5.0343585E-07              14.000              34.713
   23       21859.5299051           0.1360087         225.4010328           0.7142259       2.8569035E-01       0.0000000E+00       8.3770731E-05       7.3929074E-09       9.1142365E-07              14.000              38.142
   24       20243.6981888           0.1661980         230.5342327           0.7141710       2.8566840E-01       0.0000000E+00       1.6062287E-04       2.6110025E-07       1.5545673E-06              14.000              42.991
   25       18647.4551370           0.2017143         235.6602885           0.7140747       2.8562993E-01       0.0000000E+00       2.9532175E-04       1.3606033E-06       2.3955939E-06              14.000              51.589
