# Simulation:  ..\ModelFiles\t3700_s1500_p44.3355
# TRAPPIST-1 e, 1.00% N2, 0.00% CO2, 0.00% CH4
# Mean Vertical Profile
# Mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
# Pressure are total pressure (i.e P_dry + P_h2o)
# Surf Press (mb)    Surf Temp (K)        Surf Albedo          Dry Molar Weight     Phase
#0.9942299           #276.1636378         #0.1712001           #28.0000000          #335.0000000         
# Lev          Height (m)      Pressure (bar)     Temperature (K)            N2 (vmr)           CO2 (vmr)           CH4 (vmr)           H2O (vmr)       Liquid Clouds          Ice Clouds         Liquid Size            Ice Size
    0       63007.6317815           0.0009559         192.6242635           0.9999780       0.0000000E+00       0.0000000E+00       2.1954240E-05       0.0000000E+00       2.6387076E-18              14.000              11.983
    1       60924.1973469           0.0012448         191.4081741           0.9999782       0.0000000E+00       0.0000000E+00       2.1825654E-05       0.0000000E+00       2.7337550E-10              14.000              11.341
    2       58893.4703287           0.0016128         190.1137616           0.9999780       0.0000000E+00       0.0000000E+00       2.1960220E-05       0.0000000E+00       1.4024312E-09              14.000              10.581
    3       56913.6340010           0.0020793         189.1102295           0.9999777       0.0000000E+00       0.0000000E+00       2.2254689E-05       0.0000000E+00       1.2566470E-08              14.000               9.997
    4       54979.5196286           0.0026674         188.6280650           0.9999774       0.0000000E+00       0.0000000E+00       2.2601665E-05       0.0000000E+00       3.9725503E-08              14.000               9.760
    5       53086.4434595           0.0034049         188.5764796           0.9999771       0.0000000E+00       0.0000000E+00       2.2937861E-05       0.0000000E+00       7.3801707E-08              14.000               9.731
    6       51229.9524342           0.0043246         189.0484489           0.9999767       0.0000000E+00       0.0000000E+00       2.3349786E-05       0.0000000E+00       1.1721009E-07              14.000               9.949
    7       49406.3822783           0.0054654         189.7533034           0.9999758       0.0000000E+00       0.0000000E+00       2.4206923E-05       0.0000000E+00       1.6422745E-07              14.000              10.317
    8       47613.3219151           0.0068729         190.7829592           0.9999742       0.0000000E+00       0.0000000E+00       2.5778304E-05       0.0000000E+00       2.2406100E-07              14.000              10.895
    9       45848.3611832           0.0085997         192.0945739           0.9999715       0.0000000E+00       0.0000000E+00       2.8467014E-05       0.0000000E+00       3.0550659E-07              14.000              11.691
   10       44109.1697751           0.0107070         193.6893543           0.9999669       0.0000000E+00       0.0000000E+00       3.3059745E-05       0.0000000E+00       4.4621549E-07              14.000              12.742
   11       42392.8755806           0.0132648         195.7172059           0.9999578       0.0000000E+00       0.0000000E+00       4.2234876E-05       0.0000000E+00       7.1470493E-07              14.000              14.217
   12       40695.0507336           0.0163518         198.5509239           0.9999385       0.0000000E+00       0.0000000E+00       6.1476055E-05       2.8368549E-34       1.2191745E-06              14.000              16.573
   13       39009.9596356           0.0200568         202.2647628           0.9999013       0.0000000E+00       0.0000000E+00       9.8728001E-05       3.2692643E-27       2.0426150E-06              14.000              20.225
   14       37332.8607442           0.0244790         206.6301795           0.9998355       0.0000000E+00       0.0000000E+00       1.6446662E-04       9.0315273E-26       3.2306648E-06              14.000              24.893
   15       35660.9569483           0.0297280         211.5335362           0.9997193       0.0000000E+00       0.0000000E+00       2.8067334E-04       1.7407588E-25       5.0344661E-06              14.000              29.191
   16       33992.5501723           0.0359233         216.9511398           0.9995071       0.0000000E+00       0.0000000E+00       4.9289874E-04       3.4404687E-25       7.4711147E-06              14.000              32.619
   17       32327.9878308           0.0431938         222.3843573           0.9991854       0.0000000E+00       0.0000000E+00       8.1463058E-04       1.2990245E-11       9.6642238E-06              14.000              35.711
   18       30670.6003097           0.0516775         227.4029383           0.9987820       0.0000000E+00       0.0000000E+00       1.2180221E-03       3.7010724E-08       1.1342725E-05              14.000              38.871
   19       29025.2033707           0.0615205         231.9486704           0.9983237       0.0000000E+00       0.0000000E+00       1.6762794E-03       9.9751843E-07       1.4317258E-05              14.000              42.351
   20       27396.8559379           0.0728745         236.0045524           0.9978862       0.0000000E+00       0.0000000E+00       2.1138120E-03       3.7480195E-06       1.7836198E-05              14.000              46.665
   21       25821.9056451           0.0856303         239.2272205           0.9975960       0.0000000E+00       0.0000000E+00       2.4039501E-03       5.9507858E-06       1.6579938E-05              14.000              51.780
   22       24245.2982851           0.1004295         241.8109373           0.9974512       0.0000000E+00       0.0000000E+00       2.5488485E-03       6.2903265E-06       1.2354153E-05              14.000              57.611
   23       22626.0756270           0.1180965         244.1114489           0.9973598       0.0000000E+00       0.0000000E+00       2.6402411E-03       5.9668850E-06       8.6643608E-06              14.000              64.220
   24       20991.0830037           0.1388807         246.2579497           0.9972722       0.0000000E+00       0.0000000E+00       2.7277571E-03       5.8654026E-06       6.3898870E-06              14.000              72.395
   25       19341.1278707           0.1633324         248.4040496           0.9971494       0.0000000E+00       0.0000000E+00       2.8506262E-03       5.9886455E-06       4.9043934E-06              14.000              81.672
   26       17676.5592904           0.1920984         250.5283512           0.9969585       0.0000000E+00       0.0000000E+00       3.0414530E-03       6.1633503E-06       3.8154384E-06              14.000              91.503
   27       15997.6802125           0.2259402         252.6149251           0.9966885       0.0000000E+00       0.0000000E+00       3.3115377E-03       6.6199869E-06       3.0992420E-06              14.000             101.740
   28       14304.8791289           0.2657533         254.6086756           0.9963650       0.0000000E+00       0.0000000E+00       3.6349938E-03       7.9703311E-06       2.8073157E-06              14.000             112.025
   29       12598.3321813           0.3125914         256.5939376           0.9959990       0.0000000E+00       0.0000000E+00       4.0010027E-03       1.2075075E-05       2.9629124E-06              14.000             122.777
   30       10877.5843262           0.3676939         258.6885408           0.9956166       0.0000000E+00       0.0000000E+00       4.3833667E-03       2.1693680E-05       3.1434641E-06              14.000             134.747
   31        9141.6985404           0.4325192         261.0111500           0.9951941       0.0000000E+00       0.0000000E+00       4.8058958E-03       4.1952035E-05       2.5126498E-06              14.000             148.800
   32        7390.0836664           0.5087827         263.3423742           0.9948570       0.0000000E+00       0.0000000E+00       5.1430309E-03       6.8276229E-05       5.9184270E-07              14.000             163.915
   33        5621.9072616           0.5985029         265.9048355           0.9945432       0.0000000E+00       0.0000000E+00       5.4568023E-03       8.1640051E-05       1.7073807E-08              14.000             181.911
   34        3989.7651959           0.6944023         268.4607697           0.9942932       0.0000000E+00       0.0000000E+00       5.7067917E-03       8.2969992E-05       1.2244606E-09              14.000             201.621
   35        2634.8254803           0.7849560         270.0850643           0.9941010       0.0000000E+00       0.0000000E+00       5.8990411E-03       1.1918449E-04       2.1260906E-11              14.000             213.224
   36        1571.9438548           0.8641071         270.4157728           0.9939330       0.0000000E+00       0.0000000E+00       6.0670453E-03       5.4635842E-05       1.0250682E-07              14.000             207.713
   37         804.7929774           0.9263532         270.9725389           0.9935961       0.0000000E+00       0.0000000E+00       6.4038599E-03       2.3103764E-05       1.1992726E-06              14.000             202.763
   38         330.4177080           0.9671008         272.8128033           0.9930341       0.0000000E+00       0.0000000E+00       6.9658678E-03       3.4869851E-06       1.2696685E-06              14.000             206.869
   39          82.7491759           0.9890192         274.2513335           0.9928319       0.0000000E+00       0.0000000E+00       7.1680663E-03       9.3869706E-07       7.7149391E-07              14.000             210.668
