# Simulation:  ..\ModelFiles\t3700_s1500_p44.3355
# TRAPPIST-1 e, 1.00% N2, 0.00% CO2, 0.00% CH4
# Mean Vertical Profile
# Mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
# Pressure are total pressure (i.e P_dry + P_h2o)
# Surf Press (mb)    Surf Temp (K)        Surf Albedo          Dry Molar Weight     Phase
#0.9934435           #278.9388908         #0.1490751           #28.0000000          #0.0000000           
# Lev          Height (m)      Pressure (bar)     Temperature (K)            N2 (vmr)           CO2 (vmr)           CH4 (vmr)           H2O (vmr)       Liquid Clouds          Ice Clouds         Liquid Size            Ice Size
    0       63011.0161009           0.0009559         193.1695233           0.9999781       0.0000000E+00       0.0000000E+00       2.1947529E-05       0.0000000E+00       2.1932918E-18              14.000              12.346
    1       60924.7978974           0.0012448         191.5552983           0.9999782       0.0000000E+00       0.0000000E+00       2.1824778E-05       0.0000000E+00       2.3768416E-10              14.000              11.448
    2       58893.8573868           0.0016128         190.0060996           0.9999780       0.0000000E+00       0.0000000E+00       2.1980480E-05       0.0000000E+00       9.5464333E-10              14.000              10.507
    3       56914.9211344           0.0020793         188.9507665           0.9999777       0.0000000E+00       0.0000000E+00       2.2307771E-05       0.0000000E+00       1.3778848E-08              14.000               9.903
    4       54981.6119237           0.0026674         188.5636670           0.9999772       0.0000000E+00       0.0000000E+00       2.2774512E-05       0.0000000E+00       4.2235139E-08              14.000               9.722
    5       53088.7299445           0.0034049         188.5937369           0.9999768       0.0000000E+00       0.0000000E+00       2.3249958E-05       0.0000000E+00       7.8443356E-08              14.000               9.730
    6       51231.9265069           0.0043246         189.1099656           0.9999763       0.0000000E+00       0.0000000E+00       2.3735147E-05       0.0000000E+00       1.2036402E-07              14.000               9.971
    7       49407.8604475           0.0054654         189.8383567           0.9999753       0.0000000E+00       0.0000000E+00       2.4661434E-05       0.0000000E+00       1.6233363E-07              14.000              10.354
    8       47614.2444286           0.0068729         190.8743678           0.9999737       0.0000000E+00       0.0000000E+00       2.6326362E-05       0.0000000E+00       2.1109773E-07              14.000              10.940
    9       45848.6897976           0.0085997         192.2001298           0.9999709       0.0000000E+00       0.0000000E+00       2.9053785E-05       0.0000000E+00       2.7585187E-07              14.000              11.752
   10       44108.7995259           0.0107070         193.8454488           0.9999663       0.0000000E+00       0.0000000E+00       3.3671337E-05       0.0000000E+00       3.8955041E-07              14.000              12.846
   11       42391.5283091           0.0132648         195.9049118           0.9999574       0.0000000E+00       0.0000000E+00       4.2649301E-05       0.0000000E+00       6.2422164E-07              14.000              14.359
   12       40692.4653044           0.0163518         198.7047076           0.9999384       0.0000000E+00       0.0000000E+00       6.1625966E-05       1.6357507E-34       1.0971202E-06              14.000              16.707
   13       39006.1828368           0.0200568         202.3565824           0.9999010       0.0000000E+00       0.0000000E+00       9.8964929E-05       3.0505151E-27       1.8941857E-06              14.000              20.318
   14       37328.2037982           0.0244790         206.6521698           0.9998343       0.0000000E+00       0.0000000E+00       1.6568877E-04       7.7726289E-26       3.0504318E-06              14.000              24.904
   15       35655.9250306           0.0297280         211.4235826           0.9997195       0.0000000E+00       0.0000000E+00       2.8052483E-04       1.5691395E-25       4.8403859E-06              14.000              29.098
   16       33987.5681761           0.0359233         216.7613225           0.9995102       0.0000000E+00       0.0000000E+00       4.8984352E-04       3.2817039E-25       7.3332565E-06              14.000              32.510
   17       32323.2616867           0.0431938         222.1858522           0.9991895       0.0000000E+00       0.0000000E+00       8.1051448E-04       1.1018192E-11       9.6783191E-06              14.000              35.597
   18       30666.3029550           0.0516775         227.2477218           0.9987857       0.0000000E+00       0.0000000E+00       1.2142925E-03       3.4430505E-08       1.1597179E-05              14.000              38.764
   19       29021.4426954           0.0615205         231.8397801           0.9983131       0.0000000E+00       0.0000000E+00       1.6869337E-03       1.0363564E-06       1.5039049E-05              14.000              42.250
   20       27393.6823583           0.0728745         235.9628855           0.9978319       0.0000000E+00       0.0000000E+00       2.1681418E-03       4.1141606E-06       1.9486648E-05              14.000              46.609
