# ------------------------------------------------------------------------
# Atmospheric radiances synthesized with PUMAS (Villanueva et al. 2018, Smith et al. 2009, Edwards 1992)
# Molecular abundance atmprofile: TRAPPIST-1 e-CU Boulder GCM (Eric Wolf)
# Molecules considered: N2,CO2,H2O
# Molecular sources: HIT[22],HIT[2],HIT[1]
# Molecular abundances: 1,1,1
# Molecular abundance units: scl,scl,scl
# Collission-Induced-Absorption:  N2-N2(18.05-500000.00um) N2-N2(3.33-5.41um)
# ------------------------------------------------------------------------
# Wave/freq TRAPPIST-1-e Transit Planet
5.000000000e+00 -1.48745e-05 -1.48745e-05  1.30271e-11
5.002083333e+00 -1.49415e-05 -1.49415e-05  1.94916e-11
5.004167535e+00 -1.57764e-05 -1.57764e-05  1.33258e-11
5.006252605e+00 -1.63939e-05 -1.63939e-05  1.14897e-11
5.008338543e+00 -1.58273e-05 -1.58273e-05  1.14716e-11
5.010425351e+00 -1.57270e-05 -1.57270e-05  1.15195e-11
5.012513028e+00 -1.43354e-05 -1.43354e-05  1.16148e-11
5.014601575e+00 -1.52559e-05 -1.52559e-05  1.18667e-11
5.016690992e+00 -1.52558e-05 -1.52558e-05  1.92378e-11
5.018781280e+00 -1.42807e-05 -1.42808e-05  3.05379e-11
5.020872439e+00 -1.43571e-05 -1.43571e-05  3.50508e-11
5.022964469e+00 -1.53085e-05 -1.53085e-05  8.94380e-12
5.025057371e+00 -1.41461e-05 -1.41461e-05  1.21764e-11
5.027151145e+00 -1.42283e-05 -1.42283e-05  1.30447e-11
5.029245792e+00 -1.44932e-05 -1.44932e-05  2.43385e-11
5.031341311e+00 -1.55031e-05 -1.55031e-05  1.48066e-11
5.033437703e+00 -1.47715e-05 -1.47715e-05  1.21166e-11
5.035534969e+00 -1.55845e-05 -1.55845e-05  1.20210e-11
5.037633108e+00 -1.57802e-05 -1.57803e-05  1.19504e-11
5.039732122e+00 -1.36395e-05 -1.36395e-05  1.21177e-11
5.041832010e+00 -1.52085e-05 -1.52085e-05  1.20005e-11
5.043932774e+00 -1.43281e-05 -1.43281e-05  1.21401e-11
5.046034412e+00 -1.47050e-05 -1.47050e-05  1.20879e-11
5.048136927e+00 -1.39428e-05 -1.39428e-05  1.26098e-11
5.050240317e+00 -1.54324e-05 -1.54324e-05  1.21528e-11
5.052344584e+00 -1.55044e-05 -1.55044e-05  1.21772e-11
5.054449727e+00 -1.44468e-05 -1.44468e-05  1.22152e-11
5.056555748e+00 -1.46778e-05 -1.46778e-05  1.23598e-11
5.058662646e+00 -1.42113e-05 -1.42113e-05  1.26219e-11
5.060770422e+00 -1.44413e-05 -1.44413e-05  1.59263e-11
5.062879077e+00 -1.39037e-05 -1.39037e-05  1.25004e-11
5.064988610e+00 -1.41222e-05 -1.41222e-05  1.24814e-11
5.067099022e+00 -1.38634e-05 -1.38634e-05  1.25335e-11
5.069210313e+00 -1.48976e-05 -1.48976e-05  1.26013e-11
5.071322484e+00 -1.45431e-05 -1.45431e-05  1.26683e-11
5.073435535e+00 -1.48203e-05 -1.48203e-05  1.27550e-11
5.075549466e+00 -1.41724e-05 -1.41725e-05  1.29058e-11
5.077664279e+00 -1.38651e-05 -1.38652e-05  1.31481e-11
5.079779972e+00 -1.37687e-05 -1.37687e-05  1.39709e-11
5.081896547e+00 -1.37493e-05 -1.37493e-05  3.33873e-11
5.084014004e+00 -1.41463e-05 -1.41463e-05  2.12591e-11
5.086132343e+00 -1.38847e-05 -1.38847e-05  2.86431e-11
5.088251565e+00 -1.41359e-05 -1.41359e-05  1.39560e-11
5.090371670e+00 -1.41485e-05 -1.41485e-05  1.34006e-11
5.092492658e+00 -1.27986e-05 -1.27986e-05  1.33386e-11
5.094614530e+00 -1.34343e-05 -1.34343e-05  1.33923e-11
5.096737286e+00 -1.45221e-05 -1.45221e-05  1.36678e-11
5.098860926e+00 -1.40912e-05 -1.40913e-05  2.52718e-11
5.100985452e+00 -1.46724e-05 -1.46724e-05  1.41755e-11
5.103110862e+00 -1.41920e-05 -1.41920e-05  1.38545e-11
5.105237159e+00 -1.32567e-05 -1.32567e-05  1.36565e-11
5.107364341e+00 -1.34927e-05 -1.34927e-05  1.41133e-11
5.109492409e+00 -1.29401e-05 -1.29402e-05  1.42381e-11
5.111621364e+00 -1.31146e-05 -1.31146e-05  1.84552e-11
5.113751207e+00 -1.32990e-05 -1.32990e-05  1.61642e-11
5.115881936e+00 -1.39817e-05 -1.39817e-05  2.59420e-11
5.118013554e+00 -1.38345e-05 -1.38346e-05  1.33505e-11
5.120146060e+00 -1.34926e-05 -1.34926e-05  1.40550e-11
5.122279454e+00 -1.37973e-05 -1.37973e-05  1.41114e-11
5.124413737e+00 -1.30229e-05 -1.30229e-05  1.42936e-11
5.126548909e+00 -1.36736e-05 -1.36736e-05  1.49051e-11
5.128684971e+00 -1.26649e-05 -1.26649e-05  1.48144e-11
5.130821923e+00 -1.25704e-05 -1.25704e-05  1.49381e-11
5.132959766e+00 -1.29606e-05 -1.29606e-05  1.48369e-11
5.135098499e+00 -1.37548e-05 -1.37548e-05  1.56955e-11
5.137238123e+00 -1.33540e-05 -1.33541e-05  3.64983e-11
5.139378639e+00 -1.26824e-05 -1.26824e-05  2.87654e-11
5.141520047e+00 -1.34365e-05 -1.34365e-05  2.87009e-11
5.143662347e+00 -1.30704e-05 -1.30704e-05  1.62479e-11
5.145805540e+00 -1.16849e-05 -1.16850e-05  2.25803e-11
5.147949625e+00 -1.25335e-05 -1.25336e-05  7.02271e-11
5.150094604e+00 -1.26093e-05 -1.26093e-05  2.54550e-11
5.152240477e+00 -1.41563e-05 -1.41563e-05  1.71584e-11
5.154387244e+00 -1.39977e-05 -1.39977e-05  1.60219e-11
5.156534905e+00 -1.32487e-05 -1.32487e-05  1.57538e-11
5.158683462e+00 -1.28569e-05 -1.28569e-05  1.55484e-11
5.160832913e+00 -1.18738e-05 -1.18738e-05  1.56884e-11
5.162983260e+00 -1.29309e-05 -1.29309e-05  1.58148e-11
5.165134503e+00 -1.22434e-05 -1.22435e-05  1.54371e-11
5.167286642e+00 -1.24177e-05 -1.24178e-05  1.55265e-11
5.169439679e+00 -1.21934e-05 -1.21934e-05  1.55973e-11
5.171593612e+00 -1.30387e-05 -1.30387e-05  1.62617e-11
5.173748442e+00 -1.18835e-05 -1.18835e-05  2.44793e-11
5.175904171e+00 -1.27481e-05 -1.27481e-05  1.59813e-11
5.178060798e+00 -1.32924e-05 -1.32925e-05  1.58929e-11
5.180218323e+00 -1.22554e-05 -1.22554e-05  1.59268e-11
5.182376747e+00 -1.26703e-05 -1.26704e-05  1.60078e-11
5.184536071e+00 -1.21464e-05 -1.21465e-05  1.61077e-11
5.186696294e+00 -1.25114e-05 -1.25114e-05  1.63476e-11
5.188857418e+00 -1.32304e-05 -1.32304e-05  1.64440e-11
5.191019442e+00 -1.32084e-05 -1.32084e-05  1.68396e-11
5.193182366e+00 -1.25413e-05 -1.25413e-05  1.69540e-11
5.195346192e+00 -1.18212e-05 -1.18212e-05  1.83444e-11
5.197510920e+00 -1.18055e-05 -1.18055e-05  2.07966e-11
5.199676550e+00 -1.18161e-05 -1.18162e-05  5.99237e-11
5.201843081e+00 -1.12839e-05 -1.12840e-05  4.95420e-11
5.204010516e+00 -1.28633e-05 -1.28633e-05  2.26666e-11
5.206178854e+00 -1.22780e-05 -1.22780e-05  1.97921e-11
5.208348095e+00 -1.32562e-05 -1.32563e-05  2.08229e-11
5.210518240e+00 -1.12707e-05 -1.12707e-05  2.49922e-11
5.212689289e+00 -1.16761e-05 -1.16761e-05  5.51038e-11
5.214861243e+00 -1.25385e-05 -1.25385e-05  5.23826e-11
5.217034102e+00 -1.23806e-05 -1.23806e-05  2.39550e-11
5.219207866e+00 -1.24430e-05 -1.24430e-05  1.95691e-11
5.221382536e+00 -1.16049e-05 -1.16049e-05  1.87524e-11
5.223558112e+00 -1.17122e-05 -1.17122e-05  1.88206e-11
5.225734595e+00 -1.16422e-05 -1.16422e-05  1.88704e-11
5.227911984e+00 -1.21084e-05 -1.21084e-05  1.83659e-11
5.230090281e+00 -1.21965e-05 -1.21965e-05  1.90908e-11
5.232269485e+00 -1.16573e-05 -1.16573e-05  2.02578e-11
5.234449597e+00 -1.20814e-05 -1.20814e-05  4.24212e-11
5.236630618e+00 -1.22371e-05 -1.22372e-05  3.95253e-11
5.238812547e+00 -1.13380e-05 -1.13380e-05  2.38267e-11
5.240995386e+00 -1.05618e-05 -1.05618e-05  4.94635e-11
5.243179134e+00 -1.18005e-05 -1.18005e-05  2.20827e-11
5.245363792e+00 -1.08259e-05 -1.08260e-05  1.90687e-11
5.247549360e+00 -1.23216e-05 -1.23216e-05  1.90601e-11
5.249735839e+00 -1.22421e-05 -1.22421e-05  2.29646e-11
5.251923229e+00 -1.12406e-05 -1.12407e-05  4.20750e-11
5.254111531e+00 -1.14527e-05 -1.14527e-05  1.55358e-11
5.256300744e+00 -1.16684e-05 -1.16684e-05  1.94210e-11
5.258490869e+00 -1.13788e-05 -1.13789e-05  2.08134e-11
5.260681907e+00 -1.23458e-05 -1.23458e-05  1.94089e-11
5.262873858e+00 -1.19294e-05 -1.19294e-05  1.91208e-11
5.265066722e+00 -1.20534e-05 -1.20534e-05  1.93114e-11
5.267260500e+00 -1.11233e-05 -1.11233e-05  1.95525e-11
5.269455191e+00 -1.04083e-05 -1.04083e-05  2.09084e-11
5.271650798e+00 -1.18008e-05 -1.18009e-05  2.05768e-11
5.273847319e+00 -1.16828e-05 -1.16828e-05  2.30784e-11
5.276044755e+00 -1.04656e-05 -1.04657e-05  6.03223e-11
5.278243107e+00 -1.07284e-05 -1.07285e-05  3.39312e-11
5.280442375e+00 -1.06903e-05 -1.06904e-05  2.25776e-11
5.282642560e+00 -1.07044e-05 -1.07045e-05  2.22860e-11
5.284843661e+00 -1.13638e-05 -1.13638e-05  2.22652e-11
5.287045679e+00 -1.09751e-05 -1.09752e-05  2.38246e-11
5.289248615e+00 -1.17429e-05 -1.17429e-05  3.10679e-11
5.291452468e+00 -1.11992e-05 -1.11993e-05  6.99707e-11
5.293657240e+00 -1.04595e-05 -1.04595e-05  5.33088e-11
5.295862930e+00 -1.09688e-05 -1.09688e-05  2.76162e-11
5.298069540e+00 -1.07496e-05 -1.07497e-05  2.36208e-11
5.300277069e+00 -1.17344e-05 -1.17345e-05  2.26729e-11
5.302485518e+00 -1.19232e-05 -1.19232e-05  2.35508e-11
5.304694887e+00 -1.08271e-05 -1.08271e-05  2.97080e-11
5.306905176e+00 -1.09451e-05 -1.09452e-05  5.78266e-11
5.309116387e+00 -1.08744e-05 -1.08744e-05  1.71851e-11
5.311328519e+00 -1.02239e-05 -1.02239e-05  2.23935e-11
5.313541572e+00 -1.12134e-05 -1.12134e-05  2.22969e-11
5.315755548e+00 -1.14343e-05 -1.14343e-05  2.23798e-11
5.317970446e+00 -1.07737e-05 -1.07737e-05  2.25309e-11
5.320186267e+00 -1.00870e-05 -1.00870e-05  2.74529e-11
5.322403011e+00 -9.97572e-06 -9.97574e-06  2.31269e-11
5.324620679e+00 -1.18115e-05 -1.18115e-05  2.31194e-11
5.326839271e+00 -1.05915e-05 -1.05915e-05  2.32496e-11
5.329058787e+00 -1.08147e-05 -1.08147e-05  2.93639e-11
5.331279229e+00 -1.07747e-05 -1.07747e-05  2.28803e-11
5.333500595e+00 -1.12192e-05 -1.12192e-05  2.38806e-11
5.335722887e+00 -1.03546e-05 -1.03546e-05  2.43042e-11
5.337946105e+00 -1.09776e-05 -1.09776e-05  2.49809e-11
5.340170249e+00 -1.04008e-05 -1.04008e-05  2.60787e-11
5.342395320e+00 -1.05365e-05 -1.05365e-05  2.83071e-11
5.344621318e+00 -1.01359e-05 -1.01360e-05  4.57348e-11
5.346848244e+00 -1.07961e-05 -1.07961e-05  5.07473e-11
5.349076097e+00 -9.61387e-06 -9.61396e-06  8.78406e-11
5.351304879e+00 -9.38703e-06 -9.38711e-06  7.57268e-11
5.353534589e+00 -1.04639e-05 -1.04640e-05  8.89533e-11
5.355765228e+00 -1.10033e-05 -1.10034e-05  5.09548e-11
5.357996797e+00 -1.04561e-05 -1.04562e-05  7.90340e-11
5.360229296e+00 -1.06406e-05 -1.06406e-05  3.19936e-11
5.362462725e+00 -1.03054e-05 -1.03054e-05  2.72659e-11
5.364697084e+00 -9.61608e-06 -9.61611e-06  2.89908e-11
5.366932375e+00 -9.69303e-06 -9.69306e-06  2.75583e-11
5.369168597e+00 -1.06605e-05 -1.06606e-05  2.69791e-11
5.371405750e+00 -1.00119e-05 -1.00120e-05  3.23034e-11
5.373643836e+00 -1.06803e-05 -1.06803e-05  3.00721e-11
5.375882854e+00 -1.03900e-05 -1.03900e-05  3.16095e-11
5.378122805e+00 -9.71525e-06 -9.71528e-06  3.01080e-11
5.380363690e+00 -9.92241e-06 -9.92246e-06  4.84967e-11
5.382605508e+00 -1.07398e-05 -1.07398e-05  2.81751e-11
5.384848260e+00 -1.00462e-05 -1.00462e-05  2.72147e-11
5.387091947e+00 -1.00281e-05 -1.00281e-05  3.39640e-11
5.389336569e+00 -9.47895e-06 -9.47897e-06  2.68335e-11
5.391582126e+00 -9.35786e-06 -9.35789e-06  2.82563e-11
5.393828618e+00 -1.01059e-05 -1.01059e-05  3.01956e-11
5.396076047e+00 -1.09045e-05 -1.09045e-05  2.93700e-11
5.398324412e+00 -1.05567e-05 -1.05567e-05  3.95553e-11
5.400573714e+00 -1.00031e-05 -1.00031e-05  3.04815e-11
5.402823953e+00 -9.60441e-06 -9.60444e-06  3.00190e-11
5.405075129e+00 -9.64111e-06 -9.64114e-06  3.07967e-11
5.407327244e+00 -9.67227e-06 -9.67230e-06  3.24958e-11
5.409580297e+00 -9.25950e-06 -9.25954e-06  3.99576e-11
5.411834289e+00 -9.33011e-06 -9.33019e-06  8.28125e-11
5.414089220e+00 -1.01577e-05 -1.01577e-05  3.98923e-11
5.416345090e+00 -9.41193e-06 -9.41198e-06  4.31423e-11
5.418601901e+00 -9.36604e-06 -9.36611e-06  7.84672e-11
5.420859652e+00 -9.43165e-06 -9.43175e-06  9.11244e-11
5.423118343e+00 -9.13842e-06 -9.13852e-06  9.52575e-11
5.425377976e+00 -9.58902e-06 -9.58909e-06  7.21474e-11
5.427638550e+00 -9.02901e-06 -9.02908e-06  6.15209e-11
5.429900066e+00 -8.85543e-06 -8.85548e-06  4.19300e-11
5.432162524e+00 -9.47889e-06 -9.47892e-06  3.67891e-11
5.434425925e+00 -9.79127e-06 -9.79131e-06  3.56218e-11
5.436690269e+00 -8.70399e-06 -8.70403e-06  3.87754e-11
