# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018)
# Atmospheric transmittance spectrum synthesized with PUMAS (Villanueva et al. 2018, Smith et al. 2009, Edwards 1992)
# Synthesized on Sat Mar 16 23:15:20 2019
# Molecular abundance atmprofile: TRAPPIST-1 e-CU Boulder GCM (Eric Wolf)
# Molecules considered: N2,CO2,H2O
# Molecular sources: HIT[22],HIT[2],HIT[1]
# Molecular abundances: 1,1,1
# Molecular abundance units: scl,scl,scl
# ------------------------------------------------------------------------
# Aerosols considered: Cloud,WaterIce
# Aerosols sources: White_GSFC[reff=1.0um 0.10-1000000.00um],CRISM_Wolff[reff=2.0um 0.31-99.57um]
# Aerosols opacities: 1,1
# Aerosols opacity units: scl,scl
# Aerosols sizes: 10,77.786
# Aerosols size units: um,um
# ------------------------------------------------------------------------
# Spectral unit: Wavelength [um]
# Wave/freq Total N2 CO2 H2O Cloud WaterIce
5.000000000e+00  0.00000  1.00000  0.08832  0.02791  0.00000  0.02785
5.002083333e+00  0.00000  1.00000  0.11532  0.00476  0.00000  0.02799
5.004167535e+00  0.00000  1.00000  0.10691  0.00330  0.00000  0.02812
5.006252605e+00  0.00000  1.00000  0.14792  0.03842  0.00000  0.02826
5.008338543e+00  0.00000  1.00000  0.07988  0.03315  0.00000  0.02840
5.010425351e+00  0.00000  1.00000  0.06254  0.01521  0.00000  0.02854
5.012513028e+00  0.00000  1.00000  0.04721  0.00222  0.00000  0.02867
5.014601575e+00  0.00000  1.00000  0.20305 -0.00002  0.00000  0.02881
5.016690992e+00 -0.00000  1.00000  0.05936 -0.00000  0.00000  0.02895
5.018781280e+00 -0.00000  1.00000  0.22595 -0.00000  0.00000  0.02909
5.020872439e+00 -0.00000  1.00000  0.05768 -0.00000  0.00000  0.02924
5.022964469e+00  0.00000  1.00000  0.24542  0.00000  0.00000  0.02938
5.025057371e+00  0.00000  1.00000  0.10564  0.00000  0.00000  0.02952
5.027151145e+00  0.00000  1.00000  0.25645  0.00000  0.00000  0.02967
5.029245792e+00  0.00000  1.00000  0.08799  0.00000  0.00000  0.02981
5.031341311e+00  0.00000  1.00000  0.26554  0.00000  0.00000  0.02996
5.033437703e+00  0.00000  1.00000  0.05765  0.00119  0.00000  0.03010
5.035534969e+00  0.00000  1.00000  0.25225  0.02224  0.00000  0.03025
5.037633108e+00  0.00000  1.00000  0.03134  0.06949  0.00000  0.03040
5.039732122e+00  0.00000  1.00000  0.25909  0.07759  0.00000  0.03054
5.041832010e+00  0.00000  1.00000  0.01701  0.18300  0.00000  0.03069
5.043932774e+00  0.00000  1.00000  0.28266  0.13104  0.00000  0.03084
5.046034412e+00 -0.00000  1.00000  0.01588  0.09366  0.00000  0.03099
5.048136927e+00  0.00000  1.00000  0.25611  0.02661  0.00000  0.03115
5.050240317e+00  0.00000  1.00000  0.06874  0.31812  0.00000  0.03130
5.052344584e+00  0.00000  1.00000  0.15643  0.32187  0.00000  0.03145
5.054449727e+00  0.00000  1.00000  0.04828  0.34894  0.00000  0.03161
5.056555748e+00  0.00000  1.00000  0.15272  0.16464  0.00000  0.03176
5.058662646e+00  0.00000  1.00000  0.02617  0.06999  0.00000  0.03190
5.060770422e+00  0.00000  1.00000  0.14989  0.01396  0.00000  0.03205
5.062879077e+00  0.00000  1.00000  0.00677  0.14695  0.00000  0.03219
5.064988610e+00  0.00000  1.00000  0.09069  0.24730  0.00000  0.03233
5.067099022e+00  0.00000  1.00000  0.00186  0.26074  0.00000  0.03247
5.069210313e+00  0.00000  1.00000  0.06566  0.14184  0.00000  0.03262
5.071322484e+00  0.00000  1.00000  0.00235  0.12617  0.00000  0.03276
5.073435535e+00  0.00000  1.00000  0.04315  0.04665  0.00000  0.03291
5.075549466e+00  0.00000  1.00000  0.00612  0.00756  0.00000  0.03305
5.077664279e+00  0.00000  1.00000  0.01846  0.00126  0.00000  0.03320
5.079779972e+00  0.00000  1.00000  0.00411  0.00000  0.00000  0.03335
5.081896547e+00  0.00000  1.00000  0.01722  0.00000  0.00000  0.03350
5.084014004e+00  0.00000  1.00000  0.00187  0.00000  0.00000  0.03364
5.086132343e+00  0.00000  1.00000  0.00970  0.00000  0.00000  0.03379
5.088251565e+00  0.00000  1.00000  0.00015  0.00000  0.00000  0.03394
5.090371670e+00  0.00000  1.00000  0.00754  0.00069  0.00000  0.03410
5.092492658e+00 -0.00000  1.00000 -0.00048  0.00742  0.00000  0.03425
5.094614530e+00  0.00000  1.00000  0.00480  0.00963  0.00000  0.03440
5.096737286e+00 -0.00000  1.00000 -0.00063  0.00054  0.00000  0.03455
5.098860926e+00 -0.00000  1.00000  0.00333 -0.00034  0.00000  0.03471
5.100985452e+00  0.00000  1.00000  0.00013  0.00279  0.00000  0.03486
5.103110862e+00  0.00000  1.00000  0.00188  0.02302  0.00000  0.03502
5.105237159e+00  0.00000  1.00000  0.00047  0.04459  0.00000  0.03517
5.107364341e+00  0.00000  1.00000  0.00149  0.00937  0.00000  0.03533
5.109492409e+00  0.00000  1.00000  0.00021  0.00045  0.00000  0.03549
5.111621364e+00  0.00000  1.00000  0.00171  0.00001  0.00000  0.03565
5.113751207e+00  0.00000  1.00000  0.00006  0.00000  0.00000  0.03581
5.115881936e+00  0.00000  1.00000  0.00528  0.00000  0.00000  0.03597
5.118013554e+00  0.00000  1.00000 -0.00033  0.00231  0.00000  0.03613
5.120146060e+00  0.00000  1.00000  0.01085  0.02858  0.00000  0.03629
5.122279454e+00 -0.00000  1.00000 -0.00150  0.04578  0.00000  0.03645
5.124413737e+00  0.00000  1.00000  0.00008  0.02904  0.00000  0.03661
5.126548909e+00  0.00000  1.00000  0.01948  0.00779  0.00000  0.03678
5.128684971e+00  0.00000  1.00000  0.06322  0.00228  0.00000  0.03694
5.130821923e+00  0.00000  1.00000  0.05271  0.00051  0.00000  0.03711
5.132959766e+00  0.00000  1.00000  0.12865  0.00029  0.00000  0.03728
5.135098499e+00  0.00000  1.00000  0.06069  0.00003  0.00000  0.03744
5.137238123e+00  0.00000  1.00000  0.17577  0.00000  0.00000  0.03761
5.139378639e+00  0.00000  1.00000  0.04000  0.00000  0.00000  0.03778
5.141520047e+00  0.00000  1.00000  0.13111  0.00000  0.00000  0.03795
5.143662347e+00  0.00000  1.00000  0.00371  0.00000  0.00000  0.03812
5.145805540e+00 -0.00000  1.00000  0.05338 -0.00000  0.00000  0.03829
5.147949625e+00 -0.00000  1.00000 -0.00472 -0.00000  0.00000  0.03846
5.150094604e+00  0.00000  1.00000  0.01373  0.00000  0.00000  0.03864
5.152240477e+00  0.00000  1.00000  0.00060  0.00000  0.00000  0.03881
5.154387244e+00  0.00000  1.00000  0.00055  0.00000  0.00000  0.03898
5.156534905e+00  0.00000  1.00000  0.00015  0.00001  0.00000  0.03915
5.158683462e+00  0.00000  1.00000  0.00002  0.00044  0.00000  0.03932
5.160832913e+00  0.00000  1.00000  0.00000  0.00082  0.00000  0.03949
5.162983260e+00  0.00000  1.00000  0.00000  0.00492  0.00000  0.03966
5.165134503e+00  0.00000  1.00000  0.00000  0.01681  0.00000  0.03982
5.167286642e+00 -0.00000  1.00000 -0.00000  0.00980  0.00000  0.03999
5.169439679e+00 -0.00000  1.00000 -0.00000  0.00533  0.00000  0.04017
5.171593612e+00 -0.00000  1.00000 -0.00000 -0.00043  0.00000  0.04034
5.173748442e+00 -0.00000  1.00000 -0.00000 -0.00003  0.00000  0.04051
5.175904171e+00  0.00000  1.00000  0.00000  0.00028  0.00000  0.04068
5.178060798e+00  0.00000  1.00000  0.00000  0.01243  0.00000  0.04086
5.180218323e+00  0.00000  1.00000  0.00000  0.02063  0.00000  0.04103
5.182376747e+00  0.00000  1.00000  0.00000  0.01689  0.00000  0.04121
5.184536071e+00  0.00000  1.00000  0.00000  0.01118  0.00000  0.04138
5.186696294e+00  0.00000  1.00000  0.00000  0.00210  0.00000  0.04156
5.188857418e+00  0.00000  1.00000  0.00000  0.00061  0.00000  0.04174
5.191019442e+00  0.00000  1.00000  0.00000  0.00004  0.00000  0.04192
5.193182366e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04210
5.195346192e+00 -0.00000  1.00000 -0.00000 -0.00000  0.00000  0.04228
5.197510920e+00 -0.00000  1.00000  0.00000 -0.00000  0.00000  0.04246
5.199676550e+00 -0.00000  1.00000 -0.00000 -0.00000  0.00000  0.04264
5.201843081e+00 -0.00000  1.00000  0.00000 -0.00000  0.00000  0.04282
5.204010516e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04301
5.206178854e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04319
5.208348095e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04338
5.210518240e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04357
5.212689289e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04375
5.214861243e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04394
5.217034102e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04413
5.219207866e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04432
5.221382536e+00  0.00000  1.00000 -0.00000  0.00000  0.00000  0.04451
5.223558112e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04470
5.225734595e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04490
5.227911984e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04509
5.230090281e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04528
5.232269485e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04548
5.234449597e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04568
5.236630618e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04587
5.238812547e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04607
5.240995386e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04627
5.243179134e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04647
5.245363792e+00 -0.00000  1.00000 -0.00000  0.00000  0.00000  0.04667
5.247549360e+00  0.00000  1.00000  0.00000  0.00000  0.00000  0.04688
5.249735839e+00 -0.00000  1.00000 -0.00000 -0.00000  0.00000  0.04708
5.251923229e+00  0.00000  1.00000  0.00000 -0.00000  0.00000  0.04728
5.254111531e+00  0.00000  1.00000 -0.00000  0.00007  0.00000  0.04749
5.256300744e+00  0.00000  1.00000  0.00000  0.00006  0.00000  0.04767
5.258490869e+00  0.00000  1.00000  0.00000  0.00011  0.00000  0.04786
5.260681907e+00  0.00000  1.00000  0.00000  0.00374  0.00000  0.04804
5.262873858e+00  0.00000  1.00000  0.00000  0.00606  0.00000  0.04823
5.265066722e+00  0.00000  1.00000  0.00000  0.00341  0.00000  0.04841
5.267260500e+00  0.00000  1.00000  0.00000  0.00047  0.00000  0.04860
5.269455191e+00  0.00000  1.00000  0.00000  0.00002  0.00000  0.04879
5.271650798e+00 -0.00000  1.00000  0.00000 -0.00000  0.00000  0.04898
5.273847319e+00 -0.00000  1.00000 -0.00000 -0.00000  0.00000  0.04917
5.276044755e+00 -0.00000  1.00000  0.00000 -0.00000  0.00000  0.04936
5.278243107e+00  0.00000  1.00000 -0.00000  0.00000  0.00000  0.04955
5.280442375e+00  0.00000  1.00000  0.00001  0.00000  0.00000  0.04974
5.282642560e+00  0.00000  1.00000  0.00002  0.00000  0.00000  0.04994
5.284843661e+00  0.00000  1.00000  0.00001  0.00000  0.00000  0.05013
5.287045679e+00  0.00000  1.00000  0.00013  0.00000  0.00000  0.05032
5.289248615e+00  0.00000  1.00000  0.00003  0.00000  0.00000  0.05052
5.291452468e+00  0.00000  1.00000  0.00020  0.00000  0.00000  0.05072
5.293657240e+00  0.00000  1.00000  0.00001  0.00000  0.00000  0.05091
5.295862930e+00  0.00000  1.00000  0.00043  0.00000  0.00000  0.05111
5.298069540e+00  0.00000  1.00000 -0.00001  0.00000  0.00000  0.05131
5.300277069e+00  0.00000  1.00000  0.00040  0.00000  0.00000  0.05151
5.302485518e+00 -0.00000  1.00000 -0.00003  0.00000  0.00000  0.05171
5.304694887e+00 -0.00000  1.00000  0.00117 -0.00000  0.00000  0.05191
5.306905176e+00 -0.00000  1.00000 -0.00007 -0.00000  0.00000  0.05212
5.309116387e+00  0.00000  1.00000  0.00042  0.00000  0.00000  0.05232
5.311328519e+00  0.00000  1.00000  0.00015  0.00015  0.00000  0.05252
5.313541572e+00  0.00000  1.00000  0.00087  0.00107  0.00000  0.05273
5.315755548e+00  0.00000  1.00000  0.00015  0.00135  0.00000  0.05294
5.317970446e+00  0.00000  1.00000  0.00013  0.00109  0.00000  0.05314
5.320186267e+00  0.00000  1.00000  0.00386  0.00007  0.00000  0.05335
5.322403011e+00  0.00000  1.00000  0.00162  0.00029  0.00000  0.05356
5.324620679e+00  0.00000  1.00000  0.00351  0.00084  0.00000  0.05377
5.326839271e+00  0.00000  1.00000  0.00051  0.00017  0.00000  0.05398
5.329058787e+00 -0.00000  1.00000  0.00305 -0.00002  0.00000  0.05419
5.331279229e+00  0.00000  1.00000 -0.00013  0.00004  0.00000  0.05440
5.333500595e+00  0.00000  1.00000  0.00154  0.00001  0.00000  0.05462
5.335722887e+00 -0.00000  1.00000  0.00045 -0.00000  0.00000  0.05483
5.337946105e+00  0.00000  1.00000  0.00650 -0.00000  0.00000  0.05505
5.340170249e+00  0.00000  1.00000  0.00297  0.00000  0.00000  0.05526
5.342395320e+00  0.00000  1.00000  0.01521  0.00000  0.00000  0.05548
5.344621318e+00  0.00000  1.00000  0.00908  0.00000  0.00000  0.05570
5.346848244e+00  0.00000  1.00000  0.01558  0.00000  0.00000  0.05592
5.349076097e+00  0.00000  1.00000  0.01245  0.00000  0.00000  0.05613
5.351304879e+00  0.00000  1.00000  0.02467  0.00000  0.00000  0.05636
5.353534589e+00 -0.00000  1.00000  0.01502 -0.00000  0.00000  0.05658
5.355765228e+00  0.00000  1.00000  0.02658  0.00000  0.00000  0.05680
5.357996797e+00 -0.00000  1.00000  0.01148 -0.00000  0.00000  0.05699
5.360229296e+00  0.00000  1.00000  0.02664  0.00000  0.00000  0.05718
5.362462725e+00  0.00000  1.00000  0.01166  0.00000  0.00000  0.05737
5.364697084e+00  0.00000  1.00000  0.02865  0.00000  0.00000  0.05757
5.366932375e+00  0.00000  1.00000  0.00920  0.00000  0.00000  0.05776
5.369168597e+00  0.00000  1.00000  0.04163  0.00000  0.00000  0.05795
5.371405750e+00  0.00000  1.00000  0.00974  0.00000  0.00000  0.05815
5.373643836e+00  0.00000  1.00000  0.06134  0.00000  0.00000  0.05835
5.375882854e+00  0.00000  1.00000  0.00584  0.00000  0.00000  0.05854
5.378122805e+00 -0.00000  1.00000  0.06971 -0.00000  0.00000  0.05874
5.380363690e+00 -0.00000  1.00000  0.00200 -0.00000  0.00000  0.05894
5.382605508e+00  0.00000  1.00000  0.10377  0.00000  0.00000  0.05914
5.384848260e+00  0.00000  1.00000  0.00037  0.00000  0.00000  0.05934
5.387091947e+00  0.00000  1.00000  0.14287  0.00000  0.00000  0.05954
5.389336569e+00  0.00000  1.00000 -0.00005  0.00002  0.00000  0.05974
5.391582126e+00  0.00000  1.00000  0.12192  0.00003  0.00000  0.05994
5.393828618e+00  0.00000  1.00000  0.09223  0.00001  0.00000  0.06015
5.396076047e+00  0.00000  1.00000  0.16260  0.00000  0.00000  0.06035
5.398324412e+00  0.00000  1.00000  0.11863  0.00000  0.00000  0.06056
5.400573714e+00  0.00000  1.00000  0.22844  0.00000  0.00000  0.06076
5.402823953e+00  0.00000  1.00000  0.13693  0.00000  0.00000  0.06097
5.405075129e+00  0.00000  1.00000  0.30218 -0.00000  0.00000  0.06118
5.407327244e+00 -0.00000  1.00000  0.14745 -0.00000  0.00000  0.06138
5.409580297e+00 -0.00000  1.00000  0.38145 -0.00000  0.00000  0.06159
5.411834289e+00 -0.00000  1.00000  0.14506 -0.00000  0.00000  0.06180
5.414089220e+00  0.00000  1.00000  0.47272  0.00000  0.00000  0.06201
5.416345090e+00  0.00000  1.00000  0.12724  0.00000  0.00000  0.06222
5.418601901e+00 -0.00000  1.00000  0.33700 -0.00000  0.00000  0.06244
5.420859652e+00  0.00000  1.00000  0.45474  0.00000  0.00000  0.06265
5.423118343e+00  0.00000  1.00000  0.32328  0.00000  0.00000  0.06286
5.425377976e+00  0.00000  1.00000  0.47814  0.00000  0.00000  0.06308
5.427638550e+00  0.00000  1.00000  0.37563  0.00000  0.00000  0.06329
5.429900066e+00  0.00000  1.00000  0.51023  0.00000  0.00000  0.06351
5.432162524e+00  0.00000  1.00000  0.45889  0.00000  0.00000  0.06372
5.434425925e+00  0.00000  1.00000  0.52433  0.00000  0.00000  0.06394
5.436690269e+00  0.00000  1.00000  0.54868  0.00000  0.00000  0.06416
5.438955557e+00 -0.00000  1.00000  0.51183 -0.00000  0.00000  0.06438
5.441221789e+00 -0.00000  1.00000  0.59668 -0.00000  0.00000  0.06460
5.443488964e+00 -0.00000  1.00000  0.51663 -0.00000  0.00000  0.06482
5.445757085e+00  0.00000  1.00000  0.59044  0.00000  0.00000  0.06504
5.448026150e+00  0.00000  1.00000  0.71238  0.00000  0.00000  0.06527
5.450296161e+00  0.00000  1.00000  0.56034  0.00000  0.00000  0.06549
5.452567118e+00  0.00000  1.00000  0.73245  0.00000  0.00000  0.06571
5.454839021e+00  0.00000  1.00000  0.58687  0.00000  0.00000  0.06594
5.457111870e+00  0.00000  1.00000  0.80665  0.00000  0.00000  0.06617
5.459385667e+00 -0.00000  1.00000  0.58080 -0.00000  0.00000  0.06638
5.461660411e+00 -0.00000  1.00000  0.86365 -0.00000  0.00000  0.06657
5.463936103e+00 -0.00000  1.00000  0.56524 -0.00000  0.00000  0.06675
5.466212743e+00  0.00000  1.00000  0.89480  0.00000  0.00000  0.06694
5.468490331e+00  0.00000  1.00000  0.58373  0.00000  0.00000  0.06712
5.470768869e+00  0.00000  1.00000  0.90542  0.00000  0.00000  0.06731
5.473048356e+00  0.00000  1.00000  0.71778  0.00000  0.00000  0.06750
5.475328793e+00  0.00000  1.00000  0.85852  0.00000  0.00000  0.06769
5.477610180e+00  0.00000  1.00000  0.68056  0.00000  0.00000  0.06788
5.479892518e+00  0.00000  1.00000  0.83771  0.00000  0.00000  0.06807
5.482175806e+00  0.00000  1.00000  0.68301  0.00000  0.00000  0.06826
5.484460046e+00  0.00000  1.00000  0.84991  0.00000  0.00000  0.06845
5.486745238e+00  0.00000  1.00000  0.70530  0.00000  0.00000  0.06864
5.489031382e+00  0.00000  1.00000  0.84841  0.00000  0.00000  0.06883
5.491318478e+00  0.00000  1.00000  0.78352  0.00000  0.00000  0.06903
5.493606527e+00  0.00000  1.00000  0.81313  0.00000  0.00000  0.06922
5.495895530e+00  0.00000  1.00000  0.77902  0.00000  0.00000  0.06941
5.498185487e+00  0.00000  1.00000  0.76507  0.00000  0.00000  0.06961
5.500476397e+00  0.00000  1.00000  0.82540  0.00000  0.00000  0.06981
5.502768262e+00  0.00000  1.00000  0.80301  0.00000  0.00000  0.07000
5.505061082e+00  0.00000  1.00000  0.82602  0.00000  0.00000  0.07020
5.507354858e+00  0.00000  1.00000  0.82892  0.00000  0.00000  0.07040
5.509649589e+00  0.00000  1.00000  0.82827  0.00000  0.00000  0.07059
5.511945276e+00  0.00000  1.00000  0.86222  0.00000  0.00000  0.07079
5.514241920e+00 -0.00000  1.00000  0.83318 -0.00000  0.00000  0.07099
5.516539521e+00 -0.00000  1.00000  0.93787 -0.00000  0.00000  0.07119
5.518838079e+00 -0.00000  1.00000  0.82092 -0.00000  0.00000  0.07139
5.521137595e+00  0.00000  1.00000  0.92961  0.00000  0.00000  0.07159
5.523438069e+00 -0.00000  1.00000  0.84618 -0.00000  0.00000  0.07180
5.525739502e+00  0.00000  1.00000  0.91045  0.00000  0.00000  0.07200
5.528041893e+00  0.00000  1.00000  0.88793  0.00000  0.00000  0.07220
5.530345244e+00  0.00000  1.00000  0.90035  0.00000  0.00000  0.07241
5.532649554e+00  0.00000  1.00000  0.92372  0.00000  0.00000  0.07261
5.534954825e+00  0.00000  1.00000  0.89926  0.00000  0.00000  0.07281
5.537261056e+00  0.00000  1.00000  0.95827  0.00000  0.00000  0.07302
5.539568248e+00  0.00000  1.00000  0.89121  0.00000  0.00000  0.07323
5.541876402e+00  0.00000  1.00000  0.97659  0.00000  0.00000  0.07343
5.544185517e+00  0.00000  1.00000  0.90013  0.00000  0.00000  0.07364
5.546495594e+00 -0.00000  1.00000  0.98530 -0.00000  0.00000  0.07385
5.548806634e+00 -0.00000  1.00000  0.92226 -0.00000  0.00000  0.07406
5.551118637e+00  0.00000  1.00000  0.97830  0.00000  0.00000  0.07427
5.553431603e+00  0.00000  1.00000  0.97287  0.00000  0.00000  0.07448
5.555745533e+00 -0.00000  1.00000  0.95920 -0.00000  0.00000  0.07469
5.558060427e+00  0.00000  1.00000  0.96274  0.00000  0.00000  0.07490
5.560376285e+00  0.00000  1.00000  0.97047  0.00000  0.00000  0.07512
5.562693109e+00  0.00000  1.00000  0.97657  0.00000  0.00000  0.07533
5.565010897e+00  0.00000  1.00000  0.96427  0.00000  0.00000  0.07551
5.567329652e+00  0.00000  1.00000  0.96978  0.00000  0.00000  0.07565
5.569649373e+00 -0.00000  1.00000  0.93947 -0.00000  0.00000  0.07579
5.571970060e+00  0.00000  1.00000  0.92171  0.00000  0.00000  0.07593
5.574291714e+00 -0.00000  1.00000  0.86887 -0.00000  0.00000  0.07606
5.576614336e+00 -0.00000  1.00000  0.89599 -0.00000  0.00000  0.07620
5.578937925e+00 -0.00000  1.00000  1.00575 -0.00000  0.00000  0.07634
5.581262482e+00  0.00000  1.00000  0.98652  0.00000  0.00000  0.07648
5.583588008e+00  0.00000  1.00000  0.99254  0.00000  0.00000  0.07662
5.585914503e+00  0.00000  1.00000  0.99025  0.00000  0.00000  0.07676
