# Simulation:  C:\Users\dgatl_000\OneDrive\College\Senior_1\Wolf\ModelFiles\trappist1e_1barN2_0.4barCO2_aqua
# TRAPPIST-1 e, 0.71% N2, 0.29% CO2, 0.00% CH4
# Mean Vertical Profile
# Mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
# Pressure are total pressure (i.e P_dry + P_h2o)
# Surf Press (mb)    Surf Temp (K)        Surf Albedo          Dry Molar Weight     Phase
#1.4063266           #307.7518751         #0.0617290           #32.5714286          #60.0000000          
# Lev          Height (m)      Pressure (bar)     Temperature (K)            N2 (vmr)           CO2 (vmr)           CH4 (vmr)           H2O (vmr)       Liquid Clouds          Ice Clouds         Liquid Size            Ice Size
    0       56461.1133244           0.0009559         178.8726755           0.7142826       2.8571302E-01       0.0000000E+00       4.4137920E-06       0.0000000E+00       1.7339374E-09              14.000               6.632
    1       54788.1493629           0.0012448         178.4280072           0.7142828       2.8571312E-01       0.0000000E+00       4.0801803E-06       0.0000000E+00       1.4304373E-08              14.000               6.542
    2       53145.5832076           0.0016128         179.2722270           0.7142830       2.8571319E-01       0.0000000E+00       3.8467429E-06       0.0000000E+00       1.9714805E-08              14.000               6.727
    3       51522.6833703           0.0020793         181.1524255           0.7142829       2.8571318E-01       0.0000000E+00       3.8705054E-06       0.0000000E+00       1.9798347E-08              14.000               7.177
    4       49913.1899101           0.0026674         183.4343139           0.7142827       2.8571309E-01       0.0000000E+00       4.1951578E-06       0.0000000E+00       1.7985130E-08              14.000               7.875
    5       48316.2102234           0.0034049         185.7123150           0.7142823       2.8571290E-01       0.0000000E+00       4.8357824E-06       0.0000000E+00       1.6673444E-08              14.000               8.753
    6       46733.7417729           0.0043246         187.8147475           0.7142817       2.8571269E-01       0.0000000E+00       5.5800481E-06       0.0000000E+00       1.5742823E-08              14.000               9.711
    7       45168.8206287           0.0054654         189.6416833           0.7142813       2.8571251E-01       0.0000000E+00       6.2198759E-06       0.0000000E+00       1.6124983E-08              14.000              10.649
    8       43624.6534611           0.0068729         191.1744356           0.7142809       2.8571236E-01       0.0000000E+00       6.7340345E-06       6.2245773E-50       1.7559403E-08              14.000              11.507
    9       42103.4876880           0.0085997         192.5409110           0.7142806       2.8571222E-01       0.0000000E+00       7.2295530E-06       0.0000000E+00       1.9719418E-08              14.000              12.326
   10       40605.6474263           0.0107070         193.9564298           0.7142801       2.8571205E-01       0.0000000E+00       7.8238932E-06       0.0000000E+00       2.1302535E-08              14.000              13.244
   11       39130.1590027           0.0132648         195.5308098           0.7142796       2.8571185E-01       0.0000000E+00       8.5369079E-06       0.0000000E+00       2.0284873E-08              14.000              14.358
   12       37676.4957859           0.0163518         197.1967302           0.7142791       2.8571163E-01       0.0000000E+00       9.2861796E-06       0.0000000E+00       1.7190573E-08              14.000              15.650
   13       36245.2499467           0.0200568         198.8288904           0.7142786       2.8571144E-01       0.0000000E+00       9.9643595E-06       1.1472572E-38       1.3119349E-08              14.000              17.020
   14       34837.9777486           0.0244790         200.3088859           0.7142782       2.8571128E-01       0.0000000E+00       1.0532450E-05       6.7127031E-27       9.8583193E-09              14.000              18.339
   15       33457.1416350           0.0297280         201.4767676           0.7142779       2.8571115E-01       0.0000000E+00       1.0966199E-05       2.4361029E-25       1.1402133E-08              14.000              19.440
   16       32105.1392726           0.0359233         202.4075280           0.7142776       2.8571106E-01       0.0000000E+00       1.1297632E-05       5.2488278E-28       3.5091951E-08              14.000              20.406
   17       30782.5780118           0.0431938         203.5018051           0.7142773       2.8571092E-01       0.0000000E+00       1.1767150E-05       5.1992963E-27       9.8364810E-08              14.000              21.564
   18       29487.7345266           0.0516775         205.1358498           0.7142767       2.8571066E-01       0.0000000E+00       1.2689540E-05       2.5820357E-26       1.6706020E-07              14.000              23.163
