# ------------------------------------------------------------------------
# Atmospheric radiances synthesized with PUMAS (Villanueva et al. 2018, Smith et al. 2009, Edwards 1992)
# Molecular abundance atmprofile: TRAPPIST-1 e-CU Boulder GCM (Eric Wolf)
# Molecules considered: N2,CO2,H2O
# Molecular sources: HIT[22],HIT[2],HIT[1]
# Molecular abundances: 1,1,1
# Molecular abundance units: scl,scl,scl
# Collission-Induced-Absorption:  N2-N2(18.05-500000.00um) N2-N2(3.71-5.00um)
# ------------------------------------------------------------------------
# Wave/freq TRAPPIST-1-e Transit Planet
5.000000000e+00 -1.48955e-05 -1.48955e-05  1.46183e-11
5.002083333e+00 -1.49612e-05 -1.49613e-05  2.21409e-11
5.004167535e+00 -1.57987e-05 -1.57987e-05  1.49360e-11
5.006252605e+00 -1.64175e-05 -1.64175e-05  1.28260e-11
5.008338543e+00 -1.58500e-05 -1.58501e-05  1.28136e-11
5.010425351e+00 -1.57496e-05 -1.57496e-05  1.28657e-11
5.012513028e+00 -1.43559e-05 -1.43559e-05  1.29666e-11
5.014601575e+00 -1.52778e-05 -1.52778e-05  1.32322e-11
5.016690992e+00 -1.52761e-05 -1.52761e-05  2.20165e-11
5.018781280e+00 -1.42984e-05 -1.42985e-05  3.52008e-11
5.020872439e+00 -1.43736e-05 -1.43737e-05  3.88844e-11
5.022964469e+00 -1.53311e-05 -1.53312e-05  9.90621e-12
5.025057371e+00 -1.41663e-05 -1.41663e-05  1.35792e-11
5.027151145e+00 -1.42486e-05 -1.42486e-05  1.45173e-11
5.029245792e+00 -1.45120e-05 -1.45120e-05  2.73815e-11
5.031341311e+00 -1.55246e-05 -1.55246e-05  1.66964e-11
5.033437703e+00 -1.47925e-05 -1.47925e-05  1.35355e-11
5.035534969e+00 -1.56067e-05 -1.56067e-05  1.34343e-11
5.037633108e+00 -1.58027e-05 -1.58027e-05  1.33336e-11
5.039732122e+00 -1.36589e-05 -1.36589e-05  1.35742e-11
5.041832010e+00 -1.52301e-05 -1.52301e-05  1.33847e-11
5.043932774e+00 -1.43484e-05 -1.43484e-05  1.35865e-11
5.046034412e+00 -1.47258e-05 -1.47258e-05  1.34937e-11
5.048136927e+00 -1.39625e-05 -1.39625e-05  1.42165e-11
5.050240317e+00 -1.54543e-05 -1.54543e-05  1.35542e-11
5.052344584e+00 -1.55263e-05 -1.55263e-05  1.35821e-11
5.054449727e+00 -1.44672e-05 -1.44672e-05  1.36222e-11
5.056555748e+00 -1.46985e-05 -1.46985e-05  1.38095e-11
5.058662646e+00 -1.42313e-05 -1.42313e-05  1.40528e-11
5.060770422e+00 -1.44608e-05 -1.44608e-05  1.83216e-11
5.062879077e+00 -1.39233e-05 -1.39233e-05  1.39398e-11
5.064988610e+00 -1.41421e-05 -1.41421e-05  1.39118e-11
5.067099022e+00 -1.38830e-05 -1.38830e-05  1.39692e-11
5.069210313e+00 -1.49186e-05 -1.49186e-05  1.40451e-11
5.071322484e+00 -1.45635e-05 -1.45636e-05  1.41158e-11
5.073435535e+00 -1.48411e-05 -1.48412e-05  1.42100e-11
5.075549466e+00 -1.41924e-05 -1.41924e-05  1.43815e-11
5.077664279e+00 -1.38846e-05 -1.38846e-05  1.46446e-11
5.079779972e+00 -1.37880e-05 -1.37880e-05  1.55287e-11
5.081896547e+00 -1.37654e-05 -1.37655e-05  3.72310e-11
5.084014004e+00 -1.41655e-05 -1.41655e-05  2.34611e-11
5.086132343e+00 -1.39020e-05 -1.39021e-05  3.19819e-11
5.088251565e+00 -1.41556e-05 -1.41557e-05  1.55073e-11
5.090371670e+00 -1.41682e-05 -1.41683e-05  1.49138e-11
5.092492658e+00 -1.28165e-05 -1.28165e-05  1.48448e-11
5.094614530e+00 -1.34531e-05 -1.34531e-05  1.49043e-11
5.096737286e+00 -1.45424e-05 -1.45424e-05  1.52254e-11
5.098860926e+00 -1.41091e-05 -1.41091e-05  2.89423e-11
5.100985452e+00 -1.46928e-05 -1.46928e-05  1.57709e-11
5.103110862e+00 -1.42117e-05 -1.42117e-05  1.54681e-11
5.105237159e+00 -1.32751e-05 -1.32752e-05  1.52073e-11
5.107364341e+00 -1.35115e-05 -1.35115e-05  1.58497e-11
5.109492409e+00 -1.29581e-05 -1.29581e-05  1.59456e-11
5.111621364e+00 -1.31319e-05 -1.31319e-05  2.11148e-11
5.113751207e+00 -1.33173e-05 -1.33173e-05  1.79487e-11
5.115881936e+00 -1.39994e-05 -1.39994e-05  2.93578e-11
5.118013554e+00 -1.38538e-05 -1.38538e-05  1.48016e-11
5.120146060e+00 -1.35112e-05 -1.35113e-05  1.56293e-11
5.122279454e+00 -1.38164e-05 -1.38164e-05  1.56927e-11
5.124413737e+00 -1.30409e-05 -1.30409e-05  1.58849e-11
5.126548909e+00 -1.36923e-05 -1.36923e-05  1.67554e-11
5.128684971e+00 -1.26823e-05 -1.26823e-05  1.65735e-11
5.130821923e+00 -1.25877e-05 -1.25877e-05  1.67353e-11
5.132959766e+00 -1.29784e-05 -1.29785e-05  1.64825e-11
5.135098499e+00 -1.37737e-05 -1.37737e-05  1.73489e-11
5.137238123e+00 -1.33689e-05 -1.33689e-05  4.03861e-11
5.139378639e+00 -1.26986e-05 -1.26987e-05  3.17906e-11
5.141520047e+00 -1.34526e-05 -1.34527e-05  3.16365e-11
5.143662347e+00 -1.30884e-05 -1.30884e-05  1.79266e-11
5.145805540e+00 -1.17007e-05 -1.17007e-05  2.47511e-11
5.147949625e+00 -1.25410e-05 -1.25411e-05  7.84321e-11
5.150094604e+00 -1.26269e-05 -1.26269e-05  2.92034e-11
5.152240477e+00 -1.41756e-05 -1.41756e-05  1.89569e-11
5.154387244e+00 -1.40168e-05 -1.40168e-05  1.77943e-11
5.156534905e+00 -1.32668e-05 -1.32668e-05  1.75596e-11
5.158683462e+00 -1.28745e-05 -1.28745e-05  1.73065e-11
5.160832913e+00 -1.18900e-05 -1.18900e-05  1.75166e-11
5.162983260e+00 -1.29485e-05 -1.29485e-05  1.76791e-11
5.165134503e+00 -1.22601e-05 -1.22602e-05  1.71396e-11
5.167286642e+00 -1.24347e-05 -1.24347e-05  1.72461e-11
5.169439679e+00 -1.22100e-05 -1.22100e-05  1.73086e-11
5.171593612e+00 -1.30564e-05 -1.30565e-05  1.80307e-11
5.173748442e+00 -1.18988e-05 -1.18988e-05  2.82762e-11
5.175904171e+00 -1.27654e-05 -1.27654e-05  1.79372e-11
5.178060798e+00 -1.33105e-05 -1.33105e-05  1.76413e-11
5.180218323e+00 -1.22720e-05 -1.22720e-05  1.76691e-11
5.182376747e+00 -1.26875e-05 -1.26875e-05  1.77565e-11
5.184536071e+00 -1.21629e-05 -1.21629e-05  1.78631e-11
5.186696294e+00 -1.25283e-05 -1.25283e-05  1.81650e-11
5.188857418e+00 -1.32483e-05 -1.32483e-05  1.82289e-11
5.191019442e+00 -1.32262e-05 -1.32262e-05  1.87413e-11
5.193182366e+00 -1.25582e-05 -1.25582e-05  1.87558e-11
5.195346192e+00 -1.18370e-05 -1.18370e-05  2.04146e-11
5.197510920e+00 -1.18213e-05 -1.18213e-05  2.27913e-11
5.199676550e+00 -1.18266e-05 -1.18267e-05  6.65179e-11
5.201843081e+00 -1.12964e-05 -1.12965e-05  5.50366e-11
5.204010516e+00 -1.28804e-05 -1.28804e-05  2.48936e-11
5.206178854e+00 -1.22944e-05 -1.22944e-05  2.18131e-11
5.208348095e+00 -1.32739e-05 -1.32739e-05  2.31131e-11
5.210518240e+00 -1.12855e-05 -1.12855e-05  2.72879e-11
5.212689289e+00 -1.16852e-05 -1.16852e-05  6.07268e-11
5.214861243e+00 -1.25523e-05 -1.25523e-05  5.78406e-11
5.217034102e+00 -1.23969e-05 -1.23969e-05  2.61779e-11
5.219207866e+00 -1.24596e-05 -1.24596e-05  2.15046e-11
5.221382536e+00 -1.16203e-05 -1.16204e-05  2.07470e-11
5.223558112e+00 -1.17278e-05 -1.17278e-05  2.09574e-11
5.225734595e+00 -1.16576e-05 -1.16576e-05  2.10598e-11
5.227911984e+00 -1.21245e-05 -1.21245e-05  2.03312e-11
5.230090281e+00 -1.22126e-05 -1.22126e-05  2.11981e-11
5.232269485e+00 -1.16727e-05 -1.16727e-05  2.22841e-11
5.234449597e+00 -1.20941e-05 -1.20941e-05  4.66336e-11
5.236630618e+00 -1.22518e-05 -1.22518e-05  4.35681e-11
5.238812547e+00 -1.13528e-05 -1.13528e-05  2.61219e-11
5.240995386e+00 -1.05728e-05 -1.05729e-05  5.52601e-11
5.243179134e+00 -1.18160e-05 -1.18160e-05  2.42465e-11
5.245363792e+00 -1.08403e-05 -1.08403e-05  2.10451e-11
5.247549360e+00 -1.23378e-05 -1.23378e-05  2.10690e-11
5.249735839e+00 -1.22579e-05 -1.22579e-05  2.55005e-11
5.251923229e+00 -1.12526e-05 -1.12527e-05  4.65080e-11
5.254111531e+00 -1.14682e-05 -1.14682e-05  1.71020e-11
5.256300744e+00 -1.16837e-05 -1.16838e-05  2.15775e-11
5.258490869e+00 -1.13937e-05 -1.13938e-05  2.34387e-11
5.260681907e+00 -1.23620e-05 -1.23621e-05  2.15487e-11
5.262873858e+00 -1.19451e-05 -1.19451e-05  2.11352e-11
5.265066722e+00 -1.20693e-05 -1.20693e-05  2.13483e-11
5.267260500e+00 -1.11379e-05 -1.11379e-05  2.16112e-11
5.269455191e+00 -1.04219e-05 -1.04219e-05  2.33798e-11
5.271650798e+00 -1.18163e-05 -1.18163e-05  2.26573e-11
5.273847319e+00 -1.16980e-05 -1.16980e-05  2.52680e-11
5.276044755e+00 -1.04748e-05 -1.04749e-05  6.68080e-11
5.278243107e+00 -1.07423e-05 -1.07424e-05  3.75191e-11
5.280442375e+00 -1.07042e-05 -1.07042e-05  2.53780e-11
5.282642560e+00 -1.07184e-05 -1.07184e-05  2.46833e-11
5.284843661e+00 -1.13786e-05 -1.13786e-05  2.44900e-11
5.287045679e+00 -1.09894e-05 -1.09894e-05  2.60951e-11
5.289248615e+00 -1.17579e-05 -1.17579e-05  3.37742e-11
5.291452468e+00 -1.12069e-05 -1.12070e-05  7.74029e-11
5.293657240e+00 -1.04714e-05 -1.04714e-05  5.87534e-11
5.295862930e+00 -1.09829e-05 -1.09829e-05  3.00881e-11
5.298069540e+00 -1.07635e-05 -1.07636e-05  2.58895e-11
5.300277069e+00 -1.17496e-05 -1.17496e-05  2.49149e-11
5.302485518e+00 -1.19385e-05 -1.19386e-05  2.61182e-11
5.304694887e+00 -1.08408e-05 -1.08408e-05  3.32902e-11
5.306905176e+00 -1.09554e-05 -1.09555e-05  6.36398e-11
5.309116387e+00 -1.08891e-05 -1.08891e-05  1.87666e-11
5.311328519e+00 -1.02371e-05 -1.02371e-05  2.46702e-11
5.313541572e+00 -1.12278e-05 -1.12279e-05  2.45816e-11
5.315755548e+00 -1.14490e-05 -1.14491e-05  2.46969e-11
5.317970446e+00 -1.07875e-05 -1.07876e-05  2.48392e-11
5.320186267e+00 -1.00997e-05 -1.00997e-05  3.12325e-11
5.322403011e+00 -9.98854e-06 -9.98857e-06  2.55849e-11
5.324620679e+00 -1.18266e-05 -1.18267e-05  2.55520e-11
5.326839271e+00 -1.06051e-05 -1.06051e-05  2.56006e-11
5.329058787e+00 -1.08279e-05 -1.08280e-05  3.33269e-11
5.331279229e+00 -1.07886e-05 -1.07886e-05  2.50545e-11
5.333500595e+00 -1.12335e-05 -1.12336e-05  2.62755e-11
5.335722887e+00 -1.03678e-05 -1.03678e-05  2.67131e-11
5.337946105e+00 -1.09916e-05 -1.09916e-05  2.74141e-11
5.340170249e+00 -1.04140e-05 -1.04140e-05  2.85487e-11
5.342395320e+00 -1.05499e-05 -1.05499e-05  3.08632e-11
5.344621318e+00 -1.01478e-05 -1.01478e-05  5.06669e-11
5.346848244e+00 -1.08089e-05 -1.08089e-05  5.50066e-11
5.349076097e+00 -9.61715e-06 -9.61724e-06  9.75078e-11
5.351304879e+00 -9.39678e-06 -9.39686e-06  8.35886e-11
5.353534589e+00 -1.04670e-05 -1.04671e-05  9.81373e-11
5.355765228e+00 -1.10171e-05 -1.10172e-05  5.49450e-11
5.357996797e+00 -1.04638e-05 -1.04638e-05  8.71177e-11
5.360229296e+00 -1.06545e-05 -1.06545e-05  3.43720e-11
5.362462725e+00 -1.03184e-05 -1.03185e-05  2.97830e-11
5.364697084e+00 -9.62812e-06 -9.62816e-06  3.21530e-11
5.366932375e+00 -9.70522e-06 -9.70525e-06  3.04422e-11
5.369168597e+00 -1.06740e-05 -1.06740e-05  2.96965e-11
5.371405750e+00 -1.00243e-05 -1.00243e-05  3.58508e-11
5.373643836e+00 -1.06936e-05 -1.06936e-05  3.34115e-11
5.375882854e+00 -1.04026e-05 -1.04026e-05  3.54782e-11
5.378122805e+00 -9.72740e-06 -9.72743e-06  3.36458e-11
5.380363690e+00 -9.93355e-06 -9.93360e-06  5.43631e-11
5.382605508e+00 -1.07533e-05 -1.07533e-05  3.11948e-11
5.384848260e+00 -1.00588e-05 -1.00589e-05  2.98721e-11
5.387091947e+00 -1.00401e-05 -1.00401e-05  3.83418e-11
5.389336569e+00 -9.49094e-06 -9.49097e-06  2.92775e-11
5.391582126e+00 -9.36959e-06 -9.36962e-06  3.10284e-11
5.393828618e+00 -1.01183e-05 -1.01183e-05  3.36094e-11
5.396076047e+00 -1.09181e-05 -1.09181e-05  3.22994e-11
5.398324412e+00 -1.05689e-05 -1.05690e-05  4.42037e-11
5.400573714e+00 -1.00155e-05 -1.00155e-05  3.34703e-11
5.402823953e+00 -9.61638e-06 -9.61641e-06  3.28755e-11
5.405075129e+00 -9.65311e-06 -9.65314e-06  3.36832e-11
5.407327244e+00 -9.68426e-06 -9.68430e-06  3.55372e-11
5.409580297e+00 -9.27077e-06 -9.27081e-06  4.37391e-11
5.411834289e+00 -9.33802e-06 -9.33812e-06  9.14613e-11
5.414089220e+00 -1.01706e-05 -1.01706e-05  4.29751e-11
5.416345090e+00 -9.42330e-06 -9.42335e-06  4.65097e-11
5.418601901e+00 -9.37527e-06 -9.37536e-06  8.76995e-11
5.420859652e+00 -9.43455e-06 -9.43465e-06  1.00660e-10
5.423118343e+00 -9.14129e-06 -9.14140e-06  1.05453e-10
5.425377976e+00 -9.59859e-06 -9.59867e-06  7.86462e-11
5.427638550e+00 -9.03887e-06 -9.03894e-06  6.73712e-11
5.429900066e+00 -8.86614e-06 -8.86619e-06  4.53525e-11
5.432162524e+00 -9.49047e-06 -9.49051e-06  3.99443e-11
5.434425925e+00 -9.80327e-06 -9.80331e-06  3.88832e-11
5.436690269e+00 -8.71436e-06 -8.71440e-06  4.32847e-11
5.438955557e+00 -9.84241e-06 -9.84245e-06  3.98686e-11
5.441221789e+00 -1.00802e-05 -1.00802e-05  4.45718e-11
5.443488964e+00 -9.29312e-06 -9.29323e-06  1.06751e-10
5.445757085e+00 -9.62396e-06 -9.62401e-06  4.91058e-11
5.448026150e+00 -9.39620e-06 -9.39624e-06  4.16535e-11
5.450296161e+00 -9.59266e-06 -9.59271e-06  5.18307e-11
5.452567118e+00 -9.30929e-06 -9.30933e-06  4.20600e-11
5.454839021e+00 -8.75654e-06 -8.75659e-06  4.89661e-11
5.457111870e+00 -9.94445e-06 -9.94449e-06  4.53564e-11
5.459385667e+00 -8.77363e-06 -8.77368e-06  5.41082e-11
5.461660411e+00 -9.66490e-06 -9.66498e-06  8.08348e-11
5.463936103e+00 -8.73759e-06 -8.73770e-06  1.15905e-10
5.466212743e+00 -9.65680e-06 -9.65692e-06  1.25189e-10
5.468490331e+00 -8.58804e-06 -8.58814e-06  9.41348e-11
5.470768869e+00 -9.71914e-06 -9.71919e-06  5.27771e-11
5.473048356e+00 -9.63205e-06 -9.63210e-06  5.18440e-11
5.475328793e+00 -9.25941e-06 -9.25947e-06  6.08380e-11
5.477610180e+00 -8.51578e-06 -8.51587e-06  9.71270e-11
5.479892518e+00 -9.23201e-06 -9.23212e-06  1.04951e-10
5.482175806e+00 -9.05372e-06 -9.05378e-06  6.11556e-11
5.484460046e+00 -9.33371e-06 -9.33376e-06  4.88689e-11
5.486745238e+00 -8.30013e-06 -8.30019e-06  6.21891e-11
5.489031382e+00 -9.77010e-06 -9.77016e-06  5.42480e-11
5.491318478e+00 -9.19470e-06 -9.19474e-06  4.59273e-11
5.493606527e+00 -8.57328e-06 -8.57333e-06  4.28983e-11
5.495895530e+00 -9.43184e-06 -9.43189e-06  4.17636e-11
5.498185487e+00 -9.21425e-06 -9.21429e-06  4.21841e-11
5.500476397e+00 -9.09001e-06 -9.09005e-06  4.76005e-11
5.502768262e+00 -8.46057e-06 -8.46062e-06  5.39142e-11
5.505061082e+00 -9.30713e-06 -9.30718e-06  4.84849e-11
5.507354858e+00 -9.33282e-06 -9.33286e-06  4.54717e-11
5.509649589e+00 -8.62090e-06 -8.62095e-06  4.45724e-11
5.511945276e+00 -8.63460e-06 -8.63465e-06  4.45646e-11
5.514241920e+00 -9.24072e-06 -9.24076e-06  4.61074e-11
5.516539521e+00 -8.61452e-06 -8.61458e-06  5.54739e-11
5.518838079e+00 -8.48438e-06 -8.48447e-06  8.47514e-11
5.521137595e+00 -8.57739e-06 -8.57746e-06  7.57169e-11
5.523438069e+00 -8.08200e-06 -8.08213e-06  1.30586e-10
5.525739502e+00 -8.42978e-06 -8.42984e-06  6.05066e-11
5.528041893e+00 -8.55188e-06 -8.55194e-06  5.59194e-11
5.530345244e+00 -8.73582e-06 -8.73589e-06  6.67872e-11
5.532649554e+00 -8.24569e-06 -8.24576e-06  6.81508e-11
