# Simulation:  trappist1e_1barN2_0.4barCO2_aqua
# TRAPPIST-1 e, 0.71% N2, 0.29% CO2, 0.00% CH4
# Mean Vertical Profile
# Mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
# Pressure are total pressure (i.e P_dry + P_h2o)
# Surf Press (mb)    Surf Temp (K)        Surf Albedo          Dry Molar Weight     Phase
#1.4111901           #298.1783752         #0.0130057           #32.5714286          #215.0000000         
# Lev          Height (m)      Pressure (bar)     Temperature (K)            N2 (vmr)           CO2 (vmr)           CH4 (vmr)           H2O (vmr)       Liquid Clouds          Ice Clouds         Liquid Size            Ice Size
    0       27355.0825320           0.0009559         180.0918163           0.7142825       2.8571301E-01       0.0000000E+00       4.4508519E-06       0.0000000E+00       8.3856621E-10              14.000               6.706
    1       26561.5723152           0.0012448         180.5763407           0.7142827       2.8571309E-01       0.0000000E+00       4.1954961E-06       0.0000000E+00       6.0045220E-09              14.000               6.882
    2       25780.8477699           0.0016128         181.9035081           0.7142828       2.8571313E-01       0.0000000E+00       4.0456843E-06       0.0000000E+00       9.1266414E-09              14.000               7.309
    3       25008.9782896           0.0020793         183.8857499           0.7142827       2.8571309E-01       0.0000000E+00       4.1847094E-06       0.0000000E+00       9.7784466E-09              14.000               7.989
    4       24242.8820321           0.0026674         186.1645875           0.7142824       2.8571296E-01       0.0000000E+00       4.6254405E-06       0.0000000E+00       8.9021880E-09              14.000               8.918
    5       23481.5305802           0.0034049         188.3765345           0.7142819       2.8571276E-01       0.0000000E+00       5.3363131E-06       0.0000000E+00       7.9614970E-09              14.000               9.987
    6       22725.7174845           0.0043246         190.2541623           0.7142814       2.8571255E-01       0.0000000E+00       6.0607907E-06      -6.9542241E-56       6.9643380E-09              14.000              11.010
    7       21977.1628141           0.0054654         191.6382673           0.7142810       2.8571239E-01       0.0000000E+00       6.6431665E-06       1.0047340E-38       6.6329503E-09              14.000              11.820
    8       21237.9909714           0.0068729         192.6125633           0.7142806       2.8571225E-01       0.0000000E+00       7.1082459E-06       1.3335575E-34       7.3482356E-09              14.000              12.404
    9       20509.9278380           0.0085997         193.5064701           0.7142803       2.8571212E-01       0.0000000E+00       7.5758457E-06       3.3592325E-33       8.9790997E-09              14.000              12.952
   10       19793.4013772           0.0107070         194.6820873           0.7142799       2.8571195E-01       0.0000000E+00       8.1695988E-06       5.6021157E-35       1.0518278E-08              14.000              13.735
   11       19087.4909669           0.0132648         196.2191382           0.7142794       2.8571174E-01       0.0000000E+00       8.9028468E-06       0.0000000E+00       1.1024735E-08              14.000              14.868
   12       18391.1877110           0.0163518         197.8980766           0.7142788       2.8571153E-01       0.0000000E+00       9.6415835E-06       0.0000000E+00       1.1138713E-08              14.000              16.228
   13       17704.5092447           0.0200568         199.4273310           0.7142784       2.8571135E-01       0.0000000E+00       1.0262850E-05       0.0000000E+00       1.0567420E-08              14.000              17.557
   14       17028.3237946           0.0244790         200.6524946           0.7142780       2.8571121E-01       0.0000000E+00       1.0779466E-05       1.1629881E-32       9.2234941E-09              14.000              18.667
   15       16363.9333030           0.0297280         201.6203454           0.7142777       2.8571109E-01       0.0000000E+00       1.1178023E-05       9.1950905E-27       9.2211419E-09              14.000              19.588
   16       15712.4638540           0.0359233         202.4602605           0.7142775       2.8571102E-01       0.0000000E+00       1.1438766E-05       1.2397695E-23       1.6850819E-08              14.000              20.460
   17       15074.4699421           0.0431938         203.3807225           0.7142773       2.8571092E-01       0.0000000E+00       1.1776546E-05       6.8370259E-23       4.1473896E-08              14.000              21.430
   18       14449.7445298           0.0516775         204.7084524           0.7142767       2.8571067E-01       0.0000000E+00       1.2649685E-05       2.5490046E-27       8.1663983E-08              14.000              22.698
   19       13837.2390485           0.0615205         206.7236677           0.7142754       2.8571014E-01       0.0000000E+00       1.4498452E-05       1.5772479E-26       1.1668754E-07              14.000              24.526
   20       13235.4786509           0.0728745         209.4749338           0.7142728       2.8570910E-01       0.0000000E+00       1.8136807E-05       5.7782818E-26       1.4984350E-07              14.000              27.025
   21       12642.8909609           0.0887476         213.6733692           0.7142657       2.8570628E-01       0.0000000E+00       2.8020353E-05       7.2610839E-25       2.4915063E-07              14.000              30.509
   22       11852.2903247           0.1103314         219.4619508           0.7142474       2.8569896E-01       0.0000000E+00       5.3641472E-05       5.0847764E-12       5.3812676E-07              14.000              34.177
   23       11065.4745066           0.1359802         226.2127743           0.7142056       2.8568224E-01       0.0000000E+00       1.1218193E-04       9.1177519E-09       9.1309438E-07              14.000              38.410
   24       10289.6327987           0.1661546         233.3480363           0.7141291       2.8565167E-01       0.0000000E+00       2.1920795E-04       2.7420396E-07       1.4739893E-06              14.000              44.823
   25        9517.9323267           0.2016533         240.3810004           0.7140012       2.8560054E-01       0.0000000E+00       3.9825696E-04       1.4693475E-06       2.1848632E-06              14.000              57.653
   26        8746.4791420           0.2434156         246.9858260           0.7137877       2.8551528E-01       0.0000000E+00       6.9700674E-04       3.3912098E-06       1.9336944E-06              14.000              80.322
   27        7973.2512916           0.2925468         253.1149897           0.7134321       2.8537339E-01       0.0000000E+00       1.1945579E-03       6.9584889E-06       1.6798701E-06              14.000             109.046
   28        7196.8807081           0.3503472         259.1822378           0.7128894       2.8515728E-01       0.0000000E+00       1.9533389E-03       1.0391236E-05       1.0395691E-06              14.000             142.937
   29        6415.2159131           0.4183462         265.7116558           0.7121566       2.8486616E-01       0.0000000E+00       2.9772816E-03       1.0441568E-05       5.6984186E-07              14.000             185.477
   30        5624.9974989           0.4983436         272.9000105           0.7111836       2.8448091E-01       0.0000000E+00       4.3355151E-03       8.7250763E-06       3.1127697E-07              14.000             221.553
   31        4822.8563057           0.5924564         280.5274943           0.7099098       2.8397876E-01       0.0000000E+00       6.1114554E-03       6.6517060E-06       9.4110149E-08              14.000             236.487
   32        4006.3835551           0.7031752         288.2329485           0.7083410       2.8336369E-01       0.0000000E+00       8.2953366E-03       5.0065773E-06       5.3089793E-09              14.000             242.712
   33        3174.3777538           0.8334301         295.5732458           0.7063880       2.8260316E-01       0.0000000E+00       1.1008829E-02       3.0081618E-06       3.3155822E-26              14.000             245.437
   34        2327.0968103           0.9726560         301.4541553           0.7044312       2.8184679E-01       0.0000000E+00       1.3721985E-02       2.2828899E-06       1.6443485E-28              14.000             245.803
   35        1598.5916335           1.1041212         304.8759387           0.7033464       2.8142988E-01       0.0000000E+00       1.5223712E-02       1.8806175E-06       4.2218495E-32              14.000             245.805
   36        1003.6952526           1.2190320         305.4487577           0.7031058       2.8133765E-01       0.0000000E+00       1.5556512E-02       1.9975209E-06       8.6459096E-34              14.000             245.805
   37         550.1446154           1.3094004         303.6659753           0.7029208       2.8126679E-01       0.0000000E+00       1.5812385E-02       3.7618090E-06       3.6139810E-30              14.000             245.804
   38         241.9076238           1.3685573         300.9606712           0.7016529       2.8078244E-01       0.0000000E+00       1.7564667E-02       1.1535569E-05       1.5560422E-28              14.000             245.804
   39          79.2433301           1.4001102         299.3918018           0.7009403       2.8051124E-01       0.0000000E+00       1.8548425E-02       9.8943305E-06       4.1614330E-28              14.000             245.804
