Simulation:  trappist1e_1barN2_0.4barCO2_aq
Description:        TRAPPIST-1e, 1 bar N2, 0.4 bar CO2
Description: HEMISPHERE MEAN profile, longitude ****
Description: mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
Description: pressure are total pressure (i.e  P_dry_air + P_h2o)
       surf press        surf temp      surf albedo        mw_dryair
     1400.0502930      295.3433228        0.1459557       32.5756416
lev           height(m)        press(mb)          temp(K)       N2 (kg/kg)      CO2 (kg/kg)      H2O (kg/kg)   liq_cld (g m-2)  ice_cld (g m-2)    reff_liq (µm)   reff_ice (µm)
  0       45462.8945312        0.9559475      181.5594635    6.1408246E-01    3.8591340E-01    4.1247704E-06    0.0000000E+00    1.7425702E-04           14.000            7.077
  1       44063.8945312        1.2447951      180.6768951    6.1408252E-01    3.8591343E-01    4.0263221E-06    0.0000000E+00    4.4347977E-04           14.000            6.666
  2       42693.5664062        1.6128501      180.9095306    6.1408257E-01    3.8591346E-01    3.9632910E-06    0.0000000E+00    9.5077080E-04           14.000            6.741
  3       41341.9921875        2.0793252      182.6558533    6.1408257E-01    3.8591346E-01    4.0104715E-06    0.0000000E+00    1.2664450E-03           14.000            7.272
  4       40002.2109375        2.6674249      184.9044800    6.1408246E-01    3.8591337E-01    4.1707654E-06    0.0000000E+00    1.6175464E-03           14.000            8.122
  5       38674.0000000        3.4048753      186.9270477    6.1408234E-01    3.8591328E-01    4.4275512E-06    0.0000000E+00    1.7423152E-03           14.000            9.038
  6       37360.5312500        4.3245749      188.4764404    6.1408216E-01    3.8591319E-01    4.6549276E-06    0.0000000E+00    2.0292704E-03           14.000            9.827
  7       36065.6093750        5.4653997      189.5282745    6.1408204E-01    3.8591313E-01    4.8258908E-06    0.0000000E+00    2.7191811E-03           14.000           10.395
  8       34792.1914062        6.8728499      190.2964172    6.1408198E-01    3.8591307E-01    4.9742034E-06    0.0000000E+00    4.1460185E-03           14.000           10.818
  9       33541.0312500        8.5997248      191.1921539    6.1408186E-01    3.8591301E-01    5.1047937E-06    0.0000000E+00    6.6400799E-03           14.000           11.333
 10       32310.1250000       10.7070494      192.6264343    6.1408180E-01    3.8591295E-01    5.2562154E-06    0.0000000E+00    8.5947178E-03           14.000           12.225
 11       31096.0859375       13.2647495      194.6821899    6.1408168E-01    3.8591290E-01    5.4325137E-06    0.0000000E+00    8.3831474E-03           14.000           13.641
 12       29896.7207031       16.3517513      197.0495453    6.1408156E-01    3.8591284E-01    5.5815290E-06    0.0000000E+00    7.5523290E-03           14.000           15.477
 13       28712.0507812       20.0567513      199.3514557    6.1408150E-01    3.8591284E-01    5.6418157E-06    0.0000000E+00    4.7931224E-03           14.000           17.478
 14       27543.5449219       24.4789982      201.4276886    6.1408162E-01    3.8591284E-01    5.5701726E-06    0.0000000E+00    1.5970165E-03           14.000           19.458
 15       26393.2207031       29.7279987      203.2350922    6.1408162E-01    3.8591290E-01    5.4545089E-06    0.0000000E+00    8.2184945E-04           14.000           21.288
 16       25263.2949219       35.9232483      204.7206116    6.1408168E-01    3.8591290E-01    5.4350353E-06    0.0000000E+00    9.4414642E-04           14.000           22.819
 17       24156.1816406       43.1937485      205.8226013    6.1408162E-01    3.8591287E-01    5.4836732E-06    0.0000000E+00    1.1582015E-03           14.000           23.936
 18       23074.5058594       51.6775017      206.4539490    6.1408162E-01    3.8591284E-01    5.5581095E-06    0.0000000E+00    1.5944270E-03           14.000           24.537
 19       22021.1015625       61.5204964      206.5290222    6.1408150E-01    3.8591281E-01    5.6423819E-06    0.0000000E+00    2.1848853E-03           14.000           24.533
 20       20998.6445312       72.8745041      206.1203918    6.1408150E-01    3.8591278E-01    5.7226139E-06    0.0000000E+00    4.9215886E-03           14.000           24.000
 21       19817.4902344       88.6681442      205.5495300    6.1408138E-01    3.8591275E-01    5.8354744E-06    0.0000000E+00    8.2025975E-02           14.000           23.278
 22       18515.0429688      110.0789719      206.0073395    6.1408103E-01    3.8591251E-01    6.4615951E-06    0.0000000E+00    4.9377948E-01           14.000           23.594
 23       17250.0996094      135.5242004      209.6537170    6.1407876E-01    3.8591108E-01    1.0119320E-05    0.0000000E+00    1.0563090E+00           14.000           27.301
 24       16007.3115234      165.4591827      215.7937775    6.1407137E-01    3.8590643E-01    2.2173186E-05    0.0000000E+00    1.6073978E+00           14.000           32.139
 25       14768.2705078      200.6761780      222.8630981    6.1405408E-01    3.8589555E-01    5.0364375E-05    0.0000000E+00    2.2547691E+00           14.000           35.922
 26       13523.9023438      242.1071167      230.0710754    6.1402118E-01    3.8587490E-01    1.0389862E-04    1.2891003E-01    3.3941333E+00           14.000           40.857
 27       12269.9384766      290.8484802      236.9831390    6.1396641E-01    3.8584048E-01    1.9311999E-04    3.6923063E+00    8.2347469E+00           14.000           49.463
 28       11004.4716797      348.1902161      243.4765015    6.1388683E-01    3.8579044E-01    3.2274440E-04    1.3665957E+01    9.7958698E+00           14.000           68.038
 29        9725.7011719      415.6497192      249.8599701    6.1376595E-01    3.8571444E-01    5.1965920E-04    3.9887470E+01    8.9092188E+00           14.000           94.563
 30        8431.1835938      495.0123291      256.2801208    6.1357713E-01    3.8559580E-01    8.2709733E-04    6.9240135E+01    4.8754525E+00           14.000          126.198
