Simulation:  trappist1e_1barN2_0.4barCO2_aq
Description:        TRAPPIST-1e, 1 bar N2, 0.4 bar CO2
Description: HEMISPHERE MEAN profile, longitude ****
Description: mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
Description: pressure are total pressure (i.e  P_dry_air + P_h2o)
       surf press        surf temp      surf albedo        mw_dryair
     1400.0098877      293.6166992        0.1459557       32.5756416
lev           height(m)        press(mb)          temp(K)       N2 (kg/kg)      CO2 (kg/kg)      H2O (kg/kg)   liq_cld (g m-2)  ice_cld (g m-2)    reff_liq (µm)   reff_ice (µm)
  0       45482.0468750        0.9559475      181.3201447    6.1408246E-01    3.8591340E-01    4.1264229E-06    0.0000000E+00    2.0325590E-04           14.000            7.029
  1       44083.7031250        1.2447951      180.7301483    6.1408252E-01    3.8591343E-01    4.0301106E-06    0.0000000E+00    3.8599371E-04           14.000            6.684
  2       42712.1093750        1.6128501      181.1783142    6.1408257E-01    3.8591346E-01    3.9646661E-06    0.0000000E+00    7.8635151E-04           14.000            6.785
  3       41358.3867188        2.0793252      182.9621735    6.1408257E-01    3.8591346E-01    3.9978613E-06    0.0000000E+00    9.4046554E-04           14.000            7.349
  4       40016.3789062        2.6674249      185.2100220    6.1408246E-01    3.8591340E-01    4.1376275E-06    0.0000000E+00    1.0836628E-03           14.000            8.228
  5       38685.9882812        3.4048753      187.2318878    6.1408228E-01    3.8591331E-01    4.3832038E-06    0.0000000E+00    1.1616473E-03           14.000            9.166
  6       37370.3867188        4.3245749      188.7801056    6.1408222E-01    3.8591322E-01    4.6115738E-06    0.0000000E+00    1.3737715E-03           14.000            9.973
  7       36073.4414062        5.4653997      189.8164520    6.1408210E-01    3.8591313E-01    4.7927983E-06    0.0000000E+00    1.9538761E-03           14.000           10.548
  8       34798.2500000        6.8728499      190.5399323    6.1408198E-01    3.8591307E-01    4.9566111E-06    0.0000000E+00    3.3929618E-03           14.000           10.956
  9       33545.7109375        8.5997248      191.3717041    6.1408186E-01    3.8591301E-01    5.0974886E-06    0.0000000E+00    6.0317349E-03           14.000           11.441
 10       32313.8437500       10.7070494      192.7490845    6.1408180E-01    3.8591295E-01    5.2552100E-06    0.0000000E+00    8.1375353E-03           14.000           12.305
 11       31099.1347656       13.2647495      194.7747192    6.1408168E-01    3.8591290E-01    5.4408956E-06    0.0000000E+00    8.0053266E-03           14.000           13.707
 12       29899.1953125       16.3517513      197.1445160    6.1408156E-01    3.8591284E-01    5.5888322E-06    0.0000000E+00    7.1383915E-03           14.000           15.551
 13       28713.8847656       20.0567513      199.4701691    6.1408150E-01    3.8591284E-01    5.6352660E-06    0.0000000E+00    4.4094631E-03           14.000           17.581
 14       27544.6308594       24.4789982      201.5652008    6.1408162E-01    3.8591284E-01    5.5542309E-06    0.0000000E+00    1.2443333E-03           14.000           19.588
 15       26393.5234375       29.7279987      203.3728027    6.1408168E-01    3.8591290E-01    5.4419138E-06    0.0000000E+00    5.3435762E-04           14.000           21.426
 16       25262.8691406       35.9232483      204.8459625    6.1408168E-01    3.8591290E-01    5.4297429E-06    0.0000000E+00    6.8561413E-04           14.000           22.948
 17       24155.1250000       43.1937485      205.9323425    6.1408162E-01    3.8591287E-01    5.4802913E-06    0.0000000E+00    9.1583614E-04           14.000           24.049
 18       23072.9101562       51.6775017      206.5493164    6.1408162E-01    3.8591284E-01    5.5553955E-06    0.0000000E+00    1.3443320E-03           14.000           24.634
 19       22019.0761719       61.5204964      206.6035156    6.1408150E-01    3.8591281E-01    5.6401173E-06    0.0000000E+00    1.9894792E-03           14.000           24.605
 20       20996.3730469       72.8745041      206.1460876    6.1408150E-01    3.8591278E-01    5.7213201E-06    0.0000000E+00    4.9800398E-03           14.000           24.016
 21       19815.3828125       88.6678391      205.4908295    6.1408138E-01    3.8591275E-01    5.8325804E-06    0.0000000E+00    9.6559569E-02           14.000           23.206
 22       18513.3437500      110.0780029      205.9493713    6.1408103E-01    3.8591251E-01    6.4722626E-06    0.0000000E+00    5.2704531E-01           14.000           23.516
 23       17248.5566406      135.5224609      209.6675720    6.1407870E-01    3.8591105E-01    1.0241431E-05    0.0000000E+00    1.0796648E+00           14.000           27.300
 24       16005.3251953      165.4565277      215.9352722    6.1407101E-01    3.8590622E-01    2.2741435E-05    0.0000000E+00    1.6501613E+00           14.000           32.222
 25       14765.2167969      200.6724396      223.1019897    6.1405313E-01    3.8589498E-01    5.1837509E-05    0.0000000E+00    2.3108950E+00           14.000           36.066
 26       13519.4062500      242.1021118      230.3599243    6.1401939E-01    3.8587379E-01    1.0678378E-04    1.2936339E-01    3.4570329E+00           14.000           41.076
 27       12263.8964844      290.8419800      237.2733459    6.1396354E-01    3.8583869E-01    1.9775456E-04    3.7578466E+00    8.3761806E+00           14.000           49.918
 28       10997.0878906      348.1819458      243.7006073    6.1388230E-01    3.8578764E-01    3.3001156E-04    1.3962080E+01    9.9861937E+00           14.000           68.827
 29        9717.4511719      415.6394043      249.9763794    6.1375886E-01    3.8571000E-01    5.3115882E-04    4.0814228E+01    9.1419392E+00           14.000           95.249
 30        8422.5927734      494.9995728      256.3025818    6.1356932E-01    3.8559091E-01    8.3976239E-04    7.0671486E+01    5.0537233E+00           14.000          126.565
 31        7109.3569336      588.3627319      262.9523315    6.1330467E-01    3.8542461E-01    1.2707029E-03    7.0902985E+01    3.3535957E+00           14.000          167.186
 32        5773.8740234      698.1996460      270.0976562    6.1294448E-01    3.8519827E-01    1.8572574E-03    5.3484676E+01    2.0086110E+00           14.000          212.486
 33        4412.9995117      827.4171753      277.4276123    6.1250907E-01    3.8492459E-01    2.5663658E-03    4.1749710E+01    1.1441920E+00           14.000          231.579
 34        3146.2783203      965.5340576      283.7690735    6.1205995E-01    3.8464239E-01    3.2976347E-03    3.3177177E+01    2.4789713E-01           14.000          239.902
 35        2086.5339355     1095.9521484      288.3190308    6.1120766E-01    3.8410676E-01    4.6855868E-03    3.1323112E+01    1.8711917E-02           14.000          242.937
 36        1248.1809082     1209.9476318      291.1008606    6.0998952E-01    3.8334122E-01    6.6692787E-03    3.6185303E+01    2.7539586E-06           14.000          244.234
 37         638.0272827     1299.5961914      292.6617126    6.0897660E-01    3.8270468E-01    8.3187027E-03    4.0921993E+01    1.6576412E-20           14.000          244.961
 38         259.6284790     1358.2819824      293.0737915    6.0859352E-01    3.8246393E-01    8.9425603E-03    3.3392132E+01    1.8638224E-09           14.000          245.262
 39          64.1483536     1389.5882568      293.4200745    6.0844326E-01    3.8236949E-01    9.1872746E-03    2.0393545E+01    5.5746084E-05           14.000          245.324
