Simulation:  trappist1e_1barN2_0.4barCO2_aq
Description:        TRAPPIST-1e, 1 bar N2, 0.4 bar CO2
Description: HEMISPHERE MEAN profile, longitude ****
Description: mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
Description: pressure are total pressure (i.e  P_dry_air + P_h2o)
       surf press        surf temp      surf albedo        mw_dryair
     1400.6466064      296.6439819        0.1459557       32.5756416
lev           height(m)        press(mb)          temp(K)       N2 (kg/kg)      CO2 (kg/kg)      H2O (kg/kg)   liq_cld (g m-2)  ice_cld (g m-2)    reff_liq (µm)   reff_ice (µm)
  0       45423.2304688        0.9559475      181.5505066    6.1408246E-01    3.8591340E-01    4.1196636E-06    0.0000000E+00    3.0878326E-04           14.000            7.069
  1       44025.5625000        1.2447951      180.3589783    6.1408257E-01    3.8591343E-01    4.0149444E-06    0.0000000E+00    6.7428529E-04           14.000            6.621
  2       42658.6328125        1.6128501      180.3440857    6.1408257E-01    3.8591346E-01    3.9542720E-06    0.0000000E+00    1.6185688E-03           14.000            6.664
  3       41311.5312500        2.0793252      182.0204926    6.1408252E-01    3.8591343E-01    4.0235013E-06    0.0000000E+00    2.6408418E-03           14.000            7.129
  4       39976.4453125        2.6674249      184.2529144    6.1408240E-01    3.8591337E-01    4.2071579E-06    0.0000000E+00    3.4570294E-03           14.000            7.914
  5       38652.8046875        3.4048753      186.2975922    6.1408222E-01    3.8591328E-01    4.4716539E-06    0.0000000E+00    3.5980276E-03           14.000            8.787
  6       37343.5000000        4.3245749      187.9121399    6.1408210E-01    3.8591319E-01    4.6973228E-06    0.0000000E+00    3.7410497E-03           14.000            9.565
  7       36052.0585938        5.4653997      189.0709991    6.1408198E-01    3.8591313E-01    4.8597171E-06    0.0000000E+00    4.2403890E-03           14.000           10.159
  8       34781.2695312        6.8728499      189.9637451    6.1408192E-01    3.8591307E-01    4.9933269E-06    0.0000000E+00    5.4101972E-03           14.000           10.633
  9       33531.9257812        8.5997248      190.9670410    6.1408186E-01    3.8591301E-01    5.1139741E-06    0.0000000E+00    7.6088803E-03           14.000           11.199
 10       32302.2714844       10.7070494      192.4583130    6.1408180E-01    3.8591295E-01    5.2540349E-06    0.0000000E+00    9.1326898E-03           14.000           12.118
 11       31089.2656250       13.2647495      194.5202942    6.1408168E-01    3.8591290E-01    5.4168727E-06    0.0000000E+00    8.7748077E-03           14.000           13.527
 12       29890.9609375       16.3517513      196.8659973    6.1408156E-01    3.8591284E-01    5.5730698E-06    0.0000000E+00    7.9400977E-03           14.000           15.333
 13       28707.4667969       20.0567513      199.1421356    6.1408150E-01    3.8591281E-01    5.6562303E-06    0.0000000E+00    5.3235730E-03           14.000           17.299
 14       27540.2089844       24.4789982      201.2093658    6.1408156E-01    3.8591284E-01    5.5958512E-06    0.0000000E+00    2.3133662E-03           14.000           19.256
 15       26391.0898438       29.7279987      203.0293274    6.1408162E-01    3.8591287E-01    5.4722200E-06    0.0000000E+00    1.2812458E-03           14.000           21.089
 16       25262.2304688       35.9232483      204.5397186    6.1408168E-01    3.8591290E-01    5.4412480E-06    0.0000000E+00    1.2760734E-03           14.000           22.638
 17       24156.0058594       43.1937485      205.6733093    6.1408162E-01    3.8591287E-01    5.4873035E-06    0.0000000E+00    1.4164028E-03           14.000           23.782
 18       23075.0156250       51.6775017      206.3404083    6.1408162E-01    3.8591284E-01    5.5620358E-06    0.0000000E+00    1.7893111E-03           14.000           24.420
 19       22022.0605469       61.5204964      206.4651031    6.1408150E-01    3.8591281E-01    5.6453446E-06    0.0000000E+00    2.3276531E-03           14.000           24.472
 20       20999.7246094       72.8745041      206.1339569    6.1408150E-01    3.8591278E-01    5.7234643E-06    0.0000000E+00    4.5235041E-03           14.000           24.025
 21       19817.9492188       88.6726303      205.6320190    6.1408138E-01    3.8591275E-01    5.8348746E-06    0.0000000E+00    6.4435124E-02           14.000           23.375
 22       18514.4628906      110.0932312      206.1005859    6.1408103E-01    3.8591251E-01    6.4384740E-06    0.0000000E+00    4.5992100E-01           14.000           23.708
 23       17248.8242188      135.5499573      209.6689453    6.1407894E-01    3.8591117E-01    9.9066765E-06    0.0000000E+00    1.0009655E+00           14.000           27.329
 24       16006.2031250      165.4984589      215.6254883    6.1407208E-01    3.8590685E-01    2.1114456E-05    0.0000000E+00    1.4968002E+00           14.000           32.038
 25       14768.2978516      200.7313538      222.5495300    6.1405587E-01    3.8589671E-01    4.7396839E-05    0.0000000E+00    2.1119328E+00           14.000           35.731
 26       13525.7050781      242.1809998      229.6701508    6.1402488E-01    3.8587719E-01    9.7955468E-05    1.2747736E-01    3.2254794E+00           14.000           40.553
 27       12273.7968750      290.9443665      236.5583801    6.1397225E-01    3.8584411E-01    1.8366700E-04    3.4959111E+00    7.7862329E+00           14.000           48.842
 28       11010.2744141      348.3120117      243.1091309    6.1389542E-01    3.8579583E-01    3.0876815E-04    1.2724046E+01    9.2622681E+00           14.000           66.882
 29        9732.9384766      415.8019714      249.6241455    6.1377805E-01    3.8572210E-01    4.9984455E-04    3.7991039E+01    8.7365713E+00           14.000           93.351
 30        8439.2246094      495.2004395      256.1589050    6.1359400E-01    3.8560647E-01    7.9950725E-04    6.7414787E+01    5.1543655E+00           14.000          125.209
 31        7126.1523438      588.6086426      262.9894104    6.1334461E-01    3.8544971E-01    1.2056777E-03    6.7001976E+01    3.3834720E+00           14.000          166.760
 32        5789.8300781      698.4985352      270.3565369    6.1301363E-01    3.8524172E-01    1.7446489E-03    4.5676277E+01    1.6630762E+00           14.000          214.067
 33        4427.1206055      827.7783203      277.8733215    6.1261022E-01    3.8498819E-01    2.4016025E-03    3.0485212E+01    8.3362776E-01           14.000          233.730
 34        3158.0856934      965.9617920      284.3303223    6.1213982E-01    3.8469255E-01    3.1676281E-03    2.3438658E+01    1.8868895E-01           14.000          241.175
 35        2095.9155273     1096.4427490      289.0596924    6.1123502E-01    3.8412398E-01    4.6409699E-03    2.4512096E+01    1.6444223E-02           14.000          243.589
 36        1255.0036621     1210.4932861      292.1435547    6.1001980E-01    3.8336030E-01    6.6198418E-03    3.0342035E+01    2.9376017E-06           14.000          244.583
 37         642.3374634     1300.1850586      294.0674744    6.0870850E-01    3.8253620E-01    8.7552425E-03    3.9057941E+01    1.9233844E-20           14.000          245.245
 38         261.7652283     1358.8991699      295.2426758    6.0798156E-01    3.8207939E-01    9.9390000E-03    3.5386330E+01    1.2818571E-21           14.000          245.529
 39          64.7285614     1390.2202148      296.0740051    6.0773379E-01    3.8192362E-01    1.0342604E-02    2.0433022E+01    2.2162410E-05           14.000          245.583
