Simulation:  trappist1e_1barN2_0.4barCO2_aq
Description:        TRAPPIST-1e, 1 bar N2, 0.4 bar CO2
Description: HEMISPHERE MEAN profile, longitude ****
Description: mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
Description: pressure are total pressure (i.e  P_dry_air + P_h2o)
       surf press        surf temp      surf albedo        mw_dryair
     1402.6567383      286.8503723        0.1459557       32.5756416
lev           height(m)        press(mb)          temp(K)       N2 (kg/kg)      CO2 (kg/kg)      H2O (kg/kg)   liq_cld (g m-2)  ice_cld (g m-2)    reff_liq (µm)   reff_ice (µm)
  0       45443.7460938        0.9559475      179.0946350    6.1408246E-01    3.8591340E-01    4.1162521E-06    0.0000000E+00    4.7883668E-04           14.000            6.555
  1       44058.4414062        1.2447951      179.5228882    6.1408257E-01    3.8591346E-01    4.0122409E-06    0.0000000E+00    8.5423823E-04           14.000            6.507
  2       42693.2109375        1.6128501      180.6677246    6.1408257E-01    3.8591349E-01    3.9339575E-06    0.0000000E+00    1.3967290E-03           14.000            6.727
  3       41342.9570312        2.0793252      182.5354156    6.1408257E-01    3.8591346E-01    3.9474853E-06    0.0000000E+00    1.7143817E-03           14.000            7.277
  4       40004.2460938        2.6674249      184.7349548    6.1408252E-01    3.8591343E-01    4.0675841E-06    0.0000000E+00    1.6815602E-03           14.000            8.084
  5       38677.0703125        3.4048753      186.8038635    6.1408234E-01    3.8591334E-01    4.2903521E-06    0.0000000E+00    1.5707614E-03           14.000            8.996
  6       37363.8671875        4.3245749      188.5147400    6.1408222E-01    3.8591325E-01    4.5077945E-06    0.0000000E+00    1.5860990E-03           14.000            9.852
  7       36067.8828125        5.4653997      189.7899780    6.1408210E-01    3.8591319E-01    4.6918017E-06    0.0000000E+00    1.7853221E-03           14.000           10.541
  8       34792.1132812        6.8728499      190.7278900    6.1408198E-01    3.8591310E-01    4.8702063E-06    0.0000000E+00    2.4575014E-03           14.000           11.067
  9       33538.0546875        8.5997248      191.6440887    6.1408198E-01    3.8591304E-01    5.0282597E-06    0.0000000E+00    4.1859001E-03           14.000           11.604
 10       32304.7109375       10.7070494      192.9405060    6.1408186E-01    3.8591298E-01    5.2022979E-06    0.0000000E+00    6.2724240E-03           14.000           12.425
 11       31089.3535156       13.2647495      194.7974701    6.1408168E-01    3.8591290E-01    5.4228217E-06    0.0000000E+00    6.9733164E-03           14.000           13.719
 12       29889.6679688       16.3517513      197.0438538    6.1408156E-01    3.8591284E-01    5.5945002E-06    0.0000000E+00    6.6791968E-03           14.000           15.464
 13       28704.9707031       20.0567513      199.3653259    6.1408150E-01    3.8591284E-01    5.6374506E-06    0.0000000E+00    4.3135369E-03           14.000           17.480
 14       27536.1347656       24.4789982      201.5240631    6.1408162E-01    3.8591287E-01    5.5444248E-06    0.0000000E+00    1.2294892E-03           14.000           19.546
 15       26385.0566406       29.7279987      203.4016266    6.1408168E-01    3.8591290E-01    5.4314246E-06    0.0000000E+00    4.6997779E-04           14.000           21.460
 16       25254.0839844       35.9232483      204.9301300    6.1408168E-01    3.8591290E-01    5.4243510E-06    0.0000000E+00    5.4526917E-04           14.000           23.041
 17       24145.7714844       43.1937485      206.0577393    6.1408162E-01    3.8591290E-01    5.4775628E-06    0.0000000E+00    6.8741536E-04           14.000           24.180
 18       23062.8359375       51.6775017      206.6981354    6.1408162E-01    3.8591287E-01    5.5522119E-06    0.0000000E+00    1.0375988E-03           14.000           24.778
 19       22008.2031250       61.5204964      206.7667389    6.1408150E-01    3.8591284E-01    5.6358413E-06    0.0000000E+00    1.6568253E-03           14.000           24.753
 20       20984.5878906       72.8745041      206.3506317    6.1408150E-01    3.8591281E-01    5.7162083E-06    0.0000000E+00    4.5532715E-03           14.000           24.200
 21       19801.0957031       88.6877594      205.6922760    6.1408138E-01    3.8591275E-01    5.8205219E-06    0.0000000E+00    8.5027404E-02           14.000           23.371
 22       18495.5488281      110.1412888      206.1965332    6.1408103E-01    3.8591251E-01    6.4374858E-06    0.0000000E+00    4.6722612E-01           14.000           23.710
 23       17227.3925781      135.6367493      209.9951782    6.1407888E-01    3.8591114E-01    1.0024691E-05    0.0000000E+00    8.0356002E-01           14.000           27.594
 24       15981.1171875      165.6308289      216.2075500    6.1407185E-01    3.8590673E-01    2.1394759E-05    0.0000000E+00    1.2650332E+00           14.000           32.372
 25       14738.5722656      200.9173584      223.3164825    6.1405647E-01    3.8589707E-01    4.6421006E-05    0.0000000E+00    1.7361068E+00           14.000           36.185
 26       13491.0097656      242.4300690      230.4629974    6.1402929E-01    3.8588002E-01    9.0644447E-05    6.6381611E-02    2.4730308E+00           14.000           41.145
 27       12234.6191406      291.2676697      237.2251434    6.1398596E-01    3.8585275E-01    1.6126713E-04    2.3886907E+00    6.1309414E+00           14.000           49.897
 28       10967.7792969      348.7225952      243.5252686    6.1391985E-01    3.8581124E-01    2.6887996E-04    8.6308775E+00    7.6785202E+00           14.000           68.719
 29        9688.9833984      416.3152771      249.6270142    6.1381674E-01    3.8574642E-01    4.3684707E-04    2.2695122E+01    8.8364153E+00           14.000           94.216
 30        8395.8271484      495.8345642      255.8135834    6.1365128E-01    3.8564241E-01    7.0631184E-04    3.9710075E+01    7.1585193E+00           14.000          124.270
 31        7084.7807617      589.3848877      262.4240723    6.1337006E-01    3.8546565E-01    1.1643203E-03    5.4703979E+01    4.9689898E+00           14.000          163.949
 32        5751.4531250      699.4420166      269.6308289    6.1298180E-01    3.8522169E-01    1.7965020E-03    6.3112686E+01    2.7183807E+00           14.000          209.505
 33        4392.5483398      828.9185791      276.9860535    6.1251700E-01    3.8492957E-01    2.5534867E-03    5.7934986E+01    1.3905244E+00           14.000          229.991
 34        3127.7141113      967.3123169      283.2727966    6.1203492E-01    3.8462663E-01    3.3384473E-03    4.5180382E+01    2.8137484E-01           14.000          239.233
 35        2070.1513672     1097.9918213      287.5266113    6.1131155E-01    3.8417208E-01    4.5163529E-03    3.9870781E+01    2.0463759E-02           14.000          242.702
 36        1234.8242188     1212.2159424      289.6472778    6.1062801E-01    3.8374248E-01    5.6294804E-03    3.4316338E+01    2.8281563E-06           14.000          244.074
 37         628.8212280     1302.0443115      289.8326721    6.1032975E-01    3.8355505E-01    6.1152149E-03    3.3143013E+01    1.5091140E-20           14.000          244.744
 38         254.9249115     1360.8476562      288.2783203    6.1019003E-01    3.8346726E-01    6.3427021E-03    3.3459068E+01    1.8637918E-09           14.000          245.120
 39          62.8643913     1392.2155762      287.5471191    6.1014146E-01    3.8343674E-01    6.4217839E-03    2.3335075E+01    6.9565009E-05           14.000          245.216
