Simulation:  trappist1e_1barN2_0.4barCO2_aq
Description:        TRAPPIST-1e, 1 bar N2, 0.4 bar CO2
Description: HEMISPHERE MEAN profile, longitude ****
Description: mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
Description: pressure are total pressure (i.e  P_dry_air + P_h2o)
       surf press        surf temp      surf albedo        mw_dryair
     1400.0633545      293.1479492        0.1459557       32.5756416
lev           height(m)        press(mb)          temp(K)       N2 (kg/kg)      CO2 (kg/kg)      H2O (kg/kg)   liq_cld (g m-2)  ice_cld (g m-2)    reff_liq (µm)   reff_ice (µm)
  0       45484.7773438        0.9559475      181.2259064    6.1408246E-01    3.8591340E-01    4.1265589E-06    0.0000000E+00    2.1535899E-04           14.000            7.009
  1       44086.8437500        1.2447951      180.7136688    6.1408252E-01    3.8591343E-01    4.0304340E-06    0.0000000E+00    3.8488136E-04           14.000            6.684
  2       42715.1523438        1.6128501      181.2172852    6.1408257E-01    3.8591346E-01    3.9643674E-06    0.0000000E+00    7.7316375E-04           14.000            6.793
  3       41361.1093750        2.0793252      183.0093079    6.1408257E-01    3.8591346E-01    3.9949141E-06    0.0000000E+00    9.2109002E-04           14.000            7.362
  4       40018.7695312        2.6674249      185.2548523    6.1408246E-01    3.8591340E-01    4.1302997E-06    0.0000000E+00    1.0262920E-03           14.000            8.244
  5       38688.0546875        3.4048753      187.2769012    6.1408234E-01    3.8591331E-01    4.3721416E-06    0.0000000E+00    1.0999064E-03           14.000            9.186
  6       37372.1289062        4.3245749      188.8286438    6.1408222E-01    3.8591322E-01    4.6002137E-06    0.0000000E+00    1.2983643E-03           14.000            9.997
  7       36074.8359375        5.4653997      189.8689575    6.1408210E-01    3.8591316E-01    4.7839740E-06    0.0000000E+00    1.8422555E-03           14.000           10.576
  8       34799.2968750        6.8728499      190.5903320    6.1408198E-01    3.8591307E-01    4.9516939E-06    0.0000000E+00    3.2489612E-03           14.000           10.985
  9       33546.4609375        8.5997248      191.4129333    6.1408192E-01    3.8591301E-01    5.0950748E-06    0.0000000E+00    5.8954977E-03           14.000           11.466
 10       32314.3710938       10.7070494      192.7776031    6.1408180E-01    3.8591295E-01    5.2542341E-06    0.0000000E+00    8.0255670E-03           14.000           12.323
 11       31099.5175781       13.2647495      194.7929840    6.1408168E-01    3.8591290E-01    5.4422958E-06    0.0000000E+00    7.8992164E-03           14.000           13.720
 12       29899.4746094       16.3517513      197.1601105    6.1408156E-01    3.8591284E-01    5.5905412E-06    0.0000000E+00    7.0405928E-03           14.000           15.563
 13       28714.0546875       20.0567513      199.4905090    6.1408150E-01    3.8591284E-01    5.6342933E-06    0.0000000E+00    4.3234820E-03           14.000           17.599
 14       27544.6660156       24.4789982      201.5909882    6.1408162E-01    3.8591287E-01    5.5511500E-06    0.0000000E+00    1.1795432E-03           14.000           19.613
 15       26393.4082031       29.7279987      203.4003448    6.1408168E-01    3.8591290E-01    5.4393831E-06    0.0000000E+00    4.7636632E-04           14.000           21.454
 16       25262.6035156       35.9232483      204.8722382    6.1408168E-01    3.8591290E-01    5.4285956E-06    0.0000000E+00    6.1618950E-04           14.000           22.975
 17       24154.7226562       43.1937485      205.9568481    6.1408162E-01    3.8591287E-01    5.4794896E-06    0.0000000E+00    8.4859435E-04           14.000           24.074
 18       23072.3847656       51.6775017      206.5722351    6.1408162E-01    3.8591284E-01    5.5547862E-06    0.0000000E+00    1.2705115E-03           14.000           24.657
 19       22018.4394531       61.5204964      206.6237488    6.1408150E-01    3.8591284E-01    5.6396134E-06    0.0000000E+00    1.9364330E-03           14.000           24.624
 20       20995.6562500       72.8745041      206.1591034    6.1408150E-01    3.8591278E-01    5.7209795E-06    0.0000000E+00    4.9597984E-03           14.000           24.027
 21       19814.6367188       88.6682434      205.4825439    6.1408138E-01    3.8591275E-01    5.8315654E-06    0.0000000E+00    9.8975509E-02           14.000           23.194
 22       18512.6113281      110.0792847      205.9405975    6.1408103E-01    3.8591251E-01    6.4731007E-06    0.0000000E+00    5.3521037E-01           14.000           23.503
 23       17247.7910156      135.5247650      209.6764984    6.1407870E-01    3.8591105E-01    1.0265438E-05    0.0000000E+00    1.0824214E+00           14.000           27.306
 24       16004.4003906      165.4600525      215.9708099    6.1407101E-01    3.8590619E-01    2.2848555E-05    0.0000000E+00    1.6553345E+00           14.000           32.243
 25       14764.0117188      200.6773987      223.1572266    6.1405301E-01    3.8589489E-01    5.2087798E-05    0.0000000E+00    2.3178086E+00           14.000           36.099
 26       13517.8583984      242.1087341      230.4228516    6.1401916E-01    3.8587362E-01    1.0721694E-04    1.2942222E-01    3.4626029E+00           14.000           41.124
 27       12262.0048828      290.8505859      237.3325500    6.1396325E-01    3.8583848E-01    1.9829514E-04    3.7630477E+00    8.3784752E+00           14.000           50.016
 28       10994.9218750      348.1928711      243.7412720    6.1388206E-01    3.8578749E-01    3.3042993E-04    1.3961930E+01    9.9831266E+00           14.000           68.984
 29        9715.1357422      415.6530457      249.9900360    6.1375886E-01    3.8571006E-01    5.3107180E-04    4.0852707E+01    9.1976929E+00           14.000           95.353
 30        8420.2626953      495.0164490      256.2915649    6.1357081E-01    3.8559189E-01    8.3725515E-04    7.0431862E+01    5.1412663E+00           14.000          126.556
 31        7107.1303711      588.3834229      262.9201050    6.1330497E-01    3.8542479E-01    1.2702085E-03    7.0753204E+01    3.4174008E+00           14.000          167.024
 32        5771.8417969      698.2247925      270.0503235    6.1294150E-01    3.8519639E-01    1.8620850E-03    5.4316029E+01    2.0637031E+00           14.000          212.199
 33        4411.2119141      827.4475098      277.3741455    6.1250508E-01    3.8492212E-01    2.5727639E-03    4.3011387E+01    1.1760457E+00           14.000          231.355
 34        3144.7404785      965.5699463      283.7097168    6.1206222E-01    3.8464376E-01    3.2940467E-03    3.4130821E+01    2.5391361E-01           14.000          239.784
 35        2085.2543945     1095.9932861      288.2352295    6.1121225E-01    3.8410965E-01    4.6780803E-03    3.2032764E+01    1.9023135E-02           14.000          242.880
 36        1247.1975098     1209.9934082      290.9734802    6.1000848E-01    3.8335314E-01    6.6384096E-03    3.6772633E+01    2.8582274E-06           14.000          244.203
 37         637.3751221     1299.6457520      292.4574280    6.0905373E-01    3.8275316E-01    8.1931120E-03    4.0623253E+01    1.6324371E-20           14.000          244.932
 38         259.2988586     1358.3338623      292.7383728    6.0869712E-01    3.8252902E-01    8.7738764E-03    3.3555271E+01    1.8638224E-09           14.000          245.239
 39          64.0586090     1389.6413574      293.0095825    6.0855573E-01    3.8244021E-01    9.0040350E-03    2.0660769E+01    5.8067715E-05           14.000          245.303
