Simulation:  trappist1e_1barN2_0.4barCO2_aq
Description:        TRAPPIST-1e, 1 bar N2, 0.4 bar CO2
Description: HEMISPHERE MEAN profile, longitude ****
Description: mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
Description: pressure are total pressure (i.e  P_dry_air + P_h2o)
       surf press        surf temp      surf albedo        mw_dryair
     1401.0224609      296.7094421        0.1459557       32.5756416
lev           height(m)        press(mb)          temp(K)       N2 (kg/kg)      CO2 (kg/kg)      H2O (kg/kg)   liq_cld (g m-2)  ice_cld (g m-2)    reff_liq (µm)   reff_ice (µm)
  0       45403.6445312        0.9559475      181.4442291    6.1408246E-01    3.8591340E-01    4.1161147E-06    0.0000000E+00    4.5879080E-04           14.000            7.043
  1       44007.1992188        1.2447951      180.1541748    6.1408257E-01    3.8591343E-01    4.0078539E-06    0.0000000E+00    8.5493579E-04           14.000            6.597
  2       42642.1640625        1.6128501      180.0539398    6.1408257E-01    3.8591346E-01    3.9466750E-06    0.0000000E+00    2.1437802E-03           14.000            6.625
  3       41297.3476562        2.0793252      181.6977844    6.1408257E-01    3.8591343E-01    4.0225677E-06    0.0000000E+00    3.5314194E-03           14.000            7.060
  4       39964.6250000        2.6674249      183.9272614    6.1408240E-01    3.8591337E-01    4.2141837E-06    0.0000000E+00    4.4485312E-03           14.000            7.814
  5       38643.2031250        3.4048753      185.9996338    6.1408228E-01    3.8591325E-01    4.4831718E-06    0.0000000E+00    4.5343027E-03           14.000            8.672
  6       37335.7890625        4.3245749      187.6677551    6.1408210E-01    3.8591319E-01    4.7104982E-06    0.0000000E+00    4.4836579E-03           14.000            9.455
  7       36045.7929688        5.4653997      188.8907776    6.1408198E-01    3.8591310E-01    4.8705188E-06    0.0000000E+00    4.8261471E-03           14.000           10.069
  8       34776.0156250        6.8728499      189.8391571    6.1408192E-01    3.8591307E-01    4.9988557E-06    0.0000000E+00    5.9047900E-03           14.000           10.566
  9       33527.3671875        8.5997248      190.8776550    6.1408186E-01    3.8591301E-01    5.1167954E-06    0.0000000E+00    8.0114817E-03           14.000           11.147
 10       32298.2441406       10.7070494      192.3811798    6.1408180E-01    3.8591295E-01    5.2518180E-06    0.0000000E+00    9.3489429E-03           14.000           12.069
 11       31085.7343750       13.2647495      194.4395599    6.1408168E-01    3.8591290E-01    5.4087986E-06    0.0000000E+00    8.8997968E-03           14.000           13.470
 12       29887.9550781       16.3517513      196.7757568    6.1408162E-01    3.8591284E-01    5.5696369E-06    0.0000000E+00    8.0620637E-03           14.000           15.262
 13       28705.0195312       20.0567513      199.0456848    6.1408150E-01    3.8591281E-01    5.6620593E-06    0.0000000E+00    5.6136418E-03           14.000           17.216
 14       27538.3183594       24.4789982      201.1147919    6.1408156E-01    3.8591284E-01    5.6059775E-06    0.0000000E+00    2.7098649E-03           14.000           19.170
 15       26389.7070312       29.7279987      202.9443970    6.1408162E-01    3.8591287E-01    5.4784609E-06    0.0000000E+00    1.5383824E-03           14.000           21.008
 16       25261.2792969       35.9232483      204.4685974    6.1408168E-01    3.8591290E-01    5.4429356E-06    0.0000000E+00    1.4828023E-03           14.000           22.568
 17       24155.3945312       43.1937485      205.6175385    6.1408162E-01    3.8591287E-01    5.4883599E-06    0.0000000E+00    1.6083234E-03           14.000           23.725
 18       23074.6542969       51.6775017      206.3011627    6.1408162E-01    3.8591284E-01    5.5636851E-06    0.0000000E+00    1.8892407E-03           14.000           24.379
 19       22021.8417969       61.5204964      206.4475250    6.1408150E-01    3.8591281E-01    5.6462741E-06    0.0000000E+00    2.3729559E-03           14.000           24.455
 20       20999.5234375       72.8745041      206.1428070    6.1408150E-01    3.8591278E-01    5.7233437E-06    0.0000000E+00    4.3608975E-03           14.000           24.038
 21       19817.4472656       88.6754608      205.6579132    6.1408138E-01    3.8591275E-01    5.8333644E-06    0.0000000E+00    5.9683315E-02           14.000           23.406
 22       18513.4355469      110.1022186      206.1446991    6.1408103E-01    3.8591251E-01    6.4264486E-06    0.0000000E+00    4.4723785E-01           14.000           23.759
 23       17247.3808594      135.5661774      209.6852875    6.1407900E-01    3.8591123E-01    9.7928778E-06    0.0000000E+00    9.6599108E-01           14.000           27.350
 24       16004.7236328      165.5232086      215.5609741    6.1407238E-01    3.8590705E-01    2.0545391E-05    0.0000000E+00    1.4271975E+00           14.000           31.999
 25       14767.2128906      200.7661438      222.4230042    6.1405689E-01    3.8589734E-01    4.5787576E-05    0.0000000E+00    2.0205615E+00           14.000           35.653
 26       13525.2900391      242.2275848      229.5088196    6.1402678E-01    3.8587844E-01    9.4744959E-05    1.2606125E-01    3.1083024E+00           14.000           40.430
 27       12274.1718750      291.0048218      236.3870239    6.1397541E-01    3.8584611E-01    1.7846815E-04    3.3540349E+00    7.4376130E+00           14.000           48.603
 28       11011.4238281      348.3887939      242.9530182    6.1390018E-01    3.8579884E-01    3.0094574E-04    1.2056767E+01    8.8437424E+00           14.000           66.427
 29        9734.6884766      415.8979797      249.5183258    6.1378431E-01    3.8572600E-01    4.8968982E-04    3.6670883E+01    8.5621109E+00           14.000           92.843
 30        8441.3300781      495.3190308      256.0990601    6.1360168E-01    3.8561127E-01    7.8701362E-04    6.6463821E+01    5.3983345E+00           14.000          124.766
 31        7128.4340820      588.7537842      262.9574890    6.1335438E-01    3.8545585E-01    1.1897401E-03    6.6847557E+01    3.5337965E+00           14.000          166.388
 32        5792.1147461      698.6749878      270.3674316    6.1302876E-01    3.8525119E-01    1.7200671E-03    4.4848469E+01    1.6291548E+00           14.000          214.152
 33        4429.1748047      827.9915771      277.9370728    6.1263406E-01    3.8500318E-01    2.3627456E-03    2.8794991E+01    7.6921451E-01           14.000          234.136
 34        3159.7395020      966.2143555      284.4316101    6.1216784E-01    3.8471016E-01    3.1220105E-03    2.1283354E+01    1.7481588E-01           14.000          241.459
 35        2097.1118164     1096.7324219      289.1956482    6.1126781E-01    3.8414454E-01    4.5876508E-03    2.2533806E+01    1.5933324E-02           14.000          243.748
 36        1255.7519531     1210.8154297      292.3092651    6.1005235E-01    3.8338068E-01    6.5670111E-03    2.8787582E+01    2.9831513E-06           14.000          244.667
