Simulation:  trappist1e_1barN2_0.4barCO2_aq
Description:        TRAPPIST-1e, 1 bar N2, 0.4 bar CO2
Description: HEMISPHERE MEAN profile, longitude ****
Description: mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
Description: pressure are total pressure (i.e  P_dry_air + P_h2o)
       surf press        surf temp      surf albedo        mw_dryair
     1404.7879639      284.0870972        0.1459557       32.5756416
lev           height(m)        press(mb)          temp(K)       N2 (kg/kg)      CO2 (kg/kg)      H2O (kg/kg)   liq_cld (g m-2)  ice_cld (g m-2)    reff_liq (µm)   reff_ice (µm)
  0       45377.7421875        0.9559475      177.9042969    6.1408246E-01    3.8591340E-01    4.1007606E-06    0.0000000E+00    8.4758271E-04           14.000            6.327
  1       44000.9140625        1.2447951      178.5071411    6.1408257E-01    3.8591346E-01    3.9863944E-06    0.0000000E+00    1.3854095E-03           14.000            6.358
  2       42643.1054688        1.6128501      179.7218781    6.1408263E-01    3.8591349E-01    3.8995818E-06    0.0000000E+00    2.4480312E-03           14.000            6.580
  3       41300.1015625        2.0793252      181.5338440    6.1408257E-01    3.8591349E-01    3.9184979E-06    0.0000000E+00    3.3205352E-03           14.000            7.045
  4       39968.7148438        2.6674249      183.7259521    6.1408252E-01    3.8591343E-01    4.0548134E-06    0.0000000E+00    3.4204009E-03           14.000            7.751
  5       38648.3515625        3.4048753      185.9004974    6.1408234E-01    3.8591334E-01    4.2910451E-06    0.0000000E+00    3.0445706E-03           14.000            8.624
  6       37340.7265625        4.3245749      187.8141785    6.1408222E-01    3.8591325E-01    4.5206843E-06    0.0000000E+00    2.7106665E-03           14.000            9.524
  7       36048.6992188        5.4653997      189.3232422    6.1408210E-01    3.8591319E-01    4.7021776E-06    0.0000000E+00    2.6463550E-03           14.000           10.306
  8       34775.3515625        6.8728499      190.4634399    6.1408198E-01    3.8591310E-01    4.8594588E-06    0.0000000E+00    3.0658769E-03           14.000           10.930
  9       33522.6328125        8.5997248      191.4944305    6.1408192E-01    3.8591307E-01    4.9982668E-06    0.0000000E+00    4.2152274E-03           14.000           11.522
 10       32290.2226562       10.7070494      192.7986603    6.1408180E-01    3.8591301E-01    5.1648208E-06    0.0000000E+00    5.9382007E-03           14.000           12.336
 11       31075.9648438       13.2647495      194.5908813    6.1408174E-01    3.8591293E-01    5.3890899E-06    0.0000000E+00    7.0303506E-03           14.000           13.571
 12       29877.7714844       16.3517513      196.7663116    6.1408156E-01    3.8591284E-01    5.5813180E-06    0.0000000E+00    7.1400758E-03           14.000           15.243
 13       28694.8125000       20.0567513      199.0617676    6.1408150E-01    3.8591281E-01    5.6440572E-06    0.0000000E+00    5.3408807E-03           14.000           17.216
 14       27527.6835938       24.4789982      201.2417908    6.1408162E-01    3.8591284E-01    5.5603987E-06    0.0000000E+00    2.2525897E-03           14.000           19.283
 15       26378.0605469       29.7279987      203.1701813    6.1408168E-01    3.8591290E-01    5.4407610E-06    0.0000000E+00    1.1118453E-03           14.000           21.238
 16       25248.2011719       35.9232483      204.7570190    6.1408168E-01    3.8591290E-01    5.4271700E-06    0.0000000E+00    1.1448934E-03           14.000           22.870
 17       24140.6835938       43.1937485      205.9340057    6.1408162E-01    3.8591287E-01    5.4827606E-06    0.0000000E+00    1.2900133E-03           14.000           24.053
 18       23058.2812500       51.6775017      206.6174469    6.1408162E-01    3.8591284E-01    5.5565979E-06    0.0000000E+00    1.4429400E-03           14.000           24.692
 19       22003.9277344       61.5204964      206.7373199    6.1408150E-01    3.8591284E-01    5.6358394E-06    0.0000000E+00    1.8997486E-03           14.000           24.719
 20       20980.3339844       72.8745041      206.3691101    6.1408150E-01    3.8591281E-01    5.7117054E-06    0.0000000E+00    4.6432232E-03           14.000           24.218
 21       19795.1796875       88.7038040      205.8490753    6.1408138E-01    3.8591275E-01    5.8128226E-06    0.0000000E+00    7.4773163E-02           14.000           23.531
 22       18486.5039062      110.1922379      206.4875031    6.1408108E-01    3.8591254E-01    6.3762482E-06    0.0000000E+00    3.5578942E-01           14.000           24.002
 23       17215.7539062      135.7287750      210.1312561    6.1407918E-01    3.8591135E-01    9.4596680E-06    0.0000000E+00    6.1054605E-01           14.000           27.730
 24       15968.5214844      165.7711792      216.0492401    6.1407351E-01    3.8590774E-01    1.8767669E-05    0.0000000E+00    9.5157671E-01           14.000           32.276
 25       14726.6074219      201.1145325      222.9542999    6.1406112E-01    3.8589999E-01    3.8889917E-05    0.0000000E+00    1.2416098E+00           14.000           35.960
 26       13480.6445312      242.6941376      229.9874268    6.1403966E-01    3.8588649E-01    7.3845877E-05    1.4979881E-02    1.5568839E+00           14.000           40.777
 27       12226.3662109      291.6103821      236.6932678    6.1400509E-01    3.8586476E-01    1.3018220E-04    1.2161047E+00    3.9099016E+00           14.000           49.128
 28       10961.6494141      349.1578674      243.0578766    6.1394739E-01    3.8582850E-01    2.2411911E-04    5.3784676E+00    5.7821498E+00           14.000           67.536
 29        9684.5732422      416.8594360      249.2632904    6.1385405E-01    3.8576987E-01    3.7606506E-04    1.5319301E+01    8.0961246E+00           14.000           92.747
 30        8392.5683594      496.5068359      255.5810089    6.1369812E-01    3.8567188E-01    6.2999321E-04    2.9747883E+01    8.3616819E+00           14.000          122.878
 31        7082.0864258      590.2078857      262.3070068    6.1341482E-01    3.8549381E-01    1.0913538E-03    5.0776100E+01    5.8968186E+00           14.000          162.906
 32        5748.8554688      700.4423218      269.6005554    6.1303049E-01    3.8525230E-01    1.7172267E-03    6.4015244E+01    2.8452127E+00           14.000          209.268
