Simulation:  trappist1e_1barN2_0.4barCO2_aq
Description:        TRAPPIST-1e, 1 bar N2, 0.4 bar CO2
Description: HEMISPHERE MEAN profile, longitude ****
Description: mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
Description: pressure are total pressure (i.e  P_dry_air + P_h2o)
       surf press        surf temp      surf albedo        mw_dryair
     1404.5057373      284.3874512        0.1459557       32.5756416
lev           height(m)        press(mb)          temp(K)       N2 (kg/kg)      CO2 (kg/kg)      H2O (kg/kg)   liq_cld (g m-2)  ice_cld (g m-2)    reff_liq (µm)   reff_ice (µm)
  0       45388.3203125        0.9559475      178.0483704    6.1408246E-01    3.8591340E-01    4.1034177E-06    0.0000000E+00    7.7650521E-04           14.000            6.354
  1       44010.3710938        1.2447951      178.6542206    6.1408257E-01    3.8591346E-01    3.9906063E-06    0.0000000E+00    1.2904705E-03           14.000            6.378
  2       42651.4023438        1.6128501      179.8803558    6.1408257E-01    3.8591349E-01    3.9048768E-06    0.0000000E+00    2.2373060E-03           14.000            6.605
  3       41307.1679688        2.0793252      181.7050171    6.1408257E-01    3.8591349E-01    3.9219981E-06    0.0000000E+00    2.9953818E-03           14.000            7.085
  4       39974.5390625        2.6674249      183.8957367    6.1408252E-01    3.8591343E-01    4.0549007E-06    0.0000000E+00    3.0697507E-03           14.000            7.807
  5       38653.0390625        3.4048753      186.0498962    6.1408234E-01    3.8591334E-01    4.2887054E-06    0.0000000E+00    2.7362045E-03           14.000            8.685
  6       37344.4960938        4.3245749      187.9286957    6.1408222E-01    3.8591325E-01    4.5167258E-06    0.0000000E+00    2.4721690E-03           14.000            9.577
  7       36051.8203125        5.4653997      189.4004517    6.1408210E-01    3.8591319E-01    4.6984969E-06    0.0000000E+00    2.4636576E-03           14.000           10.345
  8       34778.0546875        6.8728499      190.5115662    6.1408198E-01    3.8591310E-01    4.8588158E-06    0.0000000E+00    2.9190043E-03           14.000           10.954
  9       33525.0742188        8.5997248      191.5273438    6.1408192E-01    3.8591307E-01    5.0005656E-06    0.0000000E+00    4.1367901E-03           14.000           11.540
 10       32292.4589844       10.7070494      192.8295898    6.1408180E-01    3.8591301E-01    5.1693032E-06    0.0000000E+00    5.9050042E-03           14.000           12.355
 11       31077.9863281       13.2647495      194.6282501    6.1408162E-01    3.8591293E-01    5.3942836E-06    0.0000000E+00    6.9948649E-03           14.000           13.598
 12       29879.5390625       16.3517513      196.8115387    6.1408156E-01    3.8591284E-01    5.5835512E-06    0.0000000E+00    7.0682685E-03           14.000           15.279
 13       28696.3007812       20.0567513      199.1101074    6.1408150E-01    3.8591281E-01    5.6426497E-06    0.0000000E+00    5.1593729E-03           14.000           17.258
 14       27528.8964844       24.4789982      201.2874756    6.1408162E-01    3.8591284E-01    5.5573623E-06    0.0000000E+00    2.0557484E-03           14.000           19.325
 15       26379.0332031       29.7279987      203.2091217    6.1408168E-01    3.8591290E-01    5.4389347E-06    0.0000000E+00    9.9829107E-04           14.000           21.275
 16       25248.9824219       35.9232483      204.7878418    6.1408168E-01    3.8591290E-01    5.4267148E-06    0.0000000E+00    1.0599456E-03           14.000           22.901
 17       24141.3203125       43.1937485      205.9572754    6.1408162E-01    3.8591287E-01    5.4820607E-06    0.0000000E+00    1.1898391E-03           14.000           24.077
 18       23058.8164062       51.6775017      206.6330414    6.1408162E-01    3.8591284E-01    5.5558339E-06    0.0000000E+00    1.3725335E-03           14.000           24.708
 19       22004.4101562       61.5204964      206.7425842    6.1408150E-01    3.8591284E-01    5.6357471E-06    0.0000000E+00    1.8682537E-03           14.000           24.725
 20       20980.8144531       72.8745041      206.3653564    6.1408150E-01    3.8591281E-01    5.7123693E-06    0.0000000E+00    4.6685357E-03           14.000           24.214
 21       19795.8769531       88.7016754      205.8300476    6.1408138E-01    3.8591275E-01    5.8141031E-06    0.0000000E+00    7.6181687E-02           14.000           23.510
 22       18487.6191406      110.1854935      206.4464569    6.1408108E-01    3.8591254E-01    6.3857537E-06    0.0000000E+00    3.7041658E-01           14.000           23.959
 23       17217.2148438      135.7165833      210.1150970    6.1407912E-01    3.8591132E-01    9.5442801E-06    0.0000000E+00    6.3674420E-01           14.000           27.713
 24       15970.0742188      165.7525940      216.0800018    6.1407328E-01    3.8590759E-01    1.9158055E-05    0.0000000E+00    9.9628061E-01           14.000           32.295
 25       14728.0078125      201.0884247      223.0168304    6.1406040E-01    3.8589957E-01    3.9972965E-05    0.0000000E+00    1.3112094E+00           14.000           35.999
