Simulation:  trappist1e_1barN2_0.4barCO2_aq
Description:        TRAPPIST-1e, 1 bar N2, 0.4 bar CO2
Description: HEMISPHERE MEAN profile, longitude ****
Description: mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
Description: pressure are total pressure (i.e  P_dry_air + P_h2o)
       surf press        surf temp      surf albedo        mw_dryair
     1402.7589111      295.3782349        0.1459557       32.5756416
lev           height(m)        press(mb)          temp(K)       N2 (kg/kg)      CO2 (kg/kg)      H2O (kg/kg)   liq_cld (g m-2)  ice_cld (g m-2)    reff_liq (µm)   reff_ice (µm)
  0       45331.5546875        0.9559475      180.5914917    6.1408246E-01    3.8591340E-01    4.0993459E-06    0.0000000E+00    9.4079395E-04           14.000            6.885
  1       43942.1015625        1.2447951      179.2021942    6.1408257E-01    3.8591346E-01    3.9798492E-06    0.0000000E+00    1.4987173E-03           14.000            6.470
  2       42584.7890625        1.6128501      178.9754486    6.1408257E-01    3.8591349E-01    3.9115716E-06    0.0000000E+00    3.6076086E-03           14.000            6.457
  3       41248.3437500        2.0793252      180.5288544    6.1408257E-01    3.8591346E-01    4.0004356E-06    0.0000000E+00    5.7811490E-03           14.000            6.786
  4       39924.0781250        2.6674249      182.7742920    6.1408240E-01    3.8591337E-01    4.2159040E-06    0.0000000E+00    6.9005024E-03           14.000            7.437
  5       38610.3593750        3.4048753      184.9891205    6.1408222E-01    3.8591325E-01    4.5020734E-06    0.0000000E+00    6.6979406E-03           14.000            8.264
  6       37309.1562500        4.3245749      186.8899078    6.1408210E-01    3.8591316E-01    4.7409035E-06    0.0000000E+00    6.1565218E-03           14.000            9.096
  7       36023.6132812        5.4653997      188.3574066    6.1408198E-01    3.8591310E-01    4.8995080E-06    0.0000000E+00    6.1151334E-03           14.000            9.804
  8       34756.7578125        6.8728499      189.4924316    6.1408192E-01    3.8591307E-01    5.0087542E-06    0.0000000E+00    6.9590169E-03           14.000           10.385
  9       33510.0664062        8.5997248      190.6235809    6.1408186E-01    3.8591301E-01    5.1078064E-06    0.0000000E+00    8.7200943E-03           14.000           11.005
 10       32282.5429688       10.7070494      192.1358948    6.1408174E-01    3.8591298E-01    5.2253990E-06    0.0000000E+00    9.7280238E-03           14.000           11.916
 11       31071.6953125       13.2647495      194.1559448    6.1408174E-01    3.8591293E-01    5.3741769E-06    0.0000000E+00    9.1847219E-03           14.000           13.270
 12       29875.7929688       16.3517513      196.4476471    6.1408162E-01    3.8591287E-01    5.5552123E-06    0.0000000E+00    8.5284822E-03           14.000           15.004
 13       28694.8652344       20.0567513      198.7026062    6.1408150E-01    3.8591281E-01    5.6741442E-06    0.0000000E+00    6.7669903E-03           14.000           16.921
 14       27530.0996094       24.4789982      200.7931366    6.1408156E-01    3.8591284E-01    5.6299086E-06    0.0000000E+00    4.0077306E-03           14.000           18.875
 15       26383.1757812       29.7279987      202.6708374    6.1408162E-01    3.8591287E-01    5.4921225E-06    0.0000000E+00    2.3338154E-03           14.000           20.748
 16       25256.0976562       35.9232483      204.2527008    6.1408168E-01    3.8591290E-01    5.4456937E-06    0.0000000E+00    2.1392046E-03           14.000           22.356
 17       24151.2265625       43.1937485      205.4561615    6.1408162E-01    3.8591287E-01    5.4921602E-06    0.0000000E+00    2.2576528E-03           14.000           23.561
 18       23071.1835938       51.6775017      206.1944122    6.1408162E-01    3.8591284E-01    5.5686901E-06    0.0000000E+00    2.3459159E-03           14.000           24.268
 19       22018.7285156       61.5204964      206.4123383    6.1408150E-01    3.8591281E-01    5.6474373E-06    0.0000000E+00    2.5734229E-03           14.000           24.420
 20       20996.4062500       72.8745041      206.1778107    6.1408150E-01    3.8591278E-01    5.7199263E-06    0.0000000E+00    4.0435307E-03           14.000           24.079
 21       19812.9765625       88.6885300      205.7698212    6.1408138E-01    3.8591275E-01    5.8253008E-06    0.0000000E+00    4.7414273E-02           14.000           23.527
 22       18506.5019531      110.1437302      206.3684845    6.1408108E-01    3.8591254E-01    6.3670068E-06    0.0000000E+00    3.6881441E-01           14.000           23.996
 23       17238.4218750      135.6411591      209.7785034    6.1407936E-01    3.8591143E-01    9.2609671E-06    0.0000000E+00    7.9760122E-01           14.000           27.450
 24       15995.2871094      165.6375580      215.3482666    6.1407399E-01    3.8590804E-01    1.8008510E-05    0.0000000E+00    1.1297263E+00           14.000           31.872
 25       14758.9082031      200.9268036      221.9951477    6.1406124E-01    3.8590005E-01    3.8724262E-05    0.0000000E+00    1.5812799E+00           14.000           35.389
 26       13519.0781250      242.4427185      228.9682159    6.1403584E-01    3.8588408E-01    8.0105208E-05    1.0429694E-01    2.4282122E+00           14.000           40.015
 27       12270.4912109      291.2840881      235.8062592    6.1399090E-01    3.8585585E-01    1.5325366E-04    2.4679420E+00    5.4401474E+00           14.000           47.795
 28       11010.2421875      348.7434387      242.4283752    6.1392325E-01    3.8581336E-01    2.6337008E-04    9.3730450E+00    7.1081786E+00           14.000           65.013
 29        9735.4794922      416.3413391      249.1441193    6.1381423E-01    3.8574481E-01    4.4096084E-04    3.1884804E+01    7.9834700E+00           14.000           91.205
 30        8443.3300781      495.8667603      255.8806458    6.1363721E-01    3.8563356E-01    7.2924356E-04    6.1866238E+01    6.5024357E+00           14.000          123.306
 31        7131.0346680      589.4243164      262.8357544    6.1338961E-01    3.8547793E-01    1.1325075E-03    6.6815201E+01    4.3002262E+00           14.000          165.142
 32        5794.8549805      699.4899292      270.3440247    6.1307478E-01    3.8528013E-01    1.6450813E-03    4.4250996E+01    1.6405534E+00           14.000          214.075
 33        4431.5351562      828.9764404      278.0346375    6.1269903E-01    3.8504401E-01    2.2569643E-03    2.7037786E+01    6.0533655E-01           14.000          235.103
 34        3161.2985840      967.3809204      284.6293640    6.1223835E-01    3.8475448E-01    3.0071517E-03    1.7603611E+01    1.3223806E-01           14.000          242.238
 35        2097.7053223     1098.0705566      289.4672546    6.1139423E-01    3.8422400E-01    4.3817917E-03    1.6819992E+01    1.4202455E-02           14.000          244.225
 36        1255.5169678     1212.3033447      292.5550232    6.1025536E-01    3.8350829E-01    6.2363162E-03    2.3294880E+01    2.5712832E-06           14.000          244.912
 37         642.0747070     1302.1386719      294.3107910    6.0897374E-01    3.8270289E-01    8.3233668E-03    3.2521221E+01    2.1238828E-20           14.000          245.440
 38         261.3480835     1360.9466553      295.0550842    6.0826838E-01    3.8225964E-01    9.4719492E-03    2.5947062E+01    1.1949542E-21           14.000          245.704
 39          64.5566406     1392.3168945      295.2875977    6.0804236E-01    3.8211754E-01    9.8401001E-03    1.5725271E+01    3.1485413E-06           14.000          245.754
