Simulation:  trappist1e_1barN2_0.4barCO2_aq
Description:        TRAPPIST-1e, 1 bar N2, 0.4 bar CO2
Description: HEMISPHERE MEAN profile, longitude ****
Description: mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
Description: pressure are total pressure (i.e  P_dry_air + P_h2o)
       surf press        surf temp      surf albedo        mw_dryair
     1403.9073486      285.1053772        0.1459557       32.5756416
lev           height(m)        press(mb)          temp(K)       N2 (kg/kg)      CO2 (kg/kg)      H2O (kg/kg)   liq_cld (g m-2)  ice_cld (g m-2)    reff_liq (µm)   reff_ice (µm)
  0       45408.5742188        0.9559475      178.3674927    6.1408246E-01    3.8591340E-01    4.1083367E-06    0.0000000E+00    6.5543770E-04           14.000            6.412
  1       44028.2578125        1.2447951      178.9490204    6.1408257E-01    3.8591346E-01    3.9985302E-06    0.0000000E+00    1.1251172E-03           14.000            6.420
  2       42667.0507812        1.6128501      180.1757202    6.1408257E-01    3.8591349E-01    3.9152278E-06    0.0000000E+00    1.8933212E-03           14.000            6.651
  3       41320.5390625        2.0793252      182.0218811    6.1408257E-01    3.8591349E-01    3.9297865E-06    0.0000000E+00    2.4533155E-03           14.000            7.159
  4       39985.6015625        2.6674249      184.2125549    6.1408252E-01    3.8591343E-01    4.0570226E-06    0.0000000E+00    2.4825493E-03           14.000            7.911
  5       38661.9687500        3.4048753      186.3316803    6.1408234E-01    3.8591334E-01    4.2864890E-06    0.0000000E+00    2.2276882E-03           14.000            8.800
  6       37351.6914062        4.3245749      188.1463928    6.1408222E-01    3.8591325E-01    4.5109236E-06    0.0000000E+00    2.0811153E-03           14.000            9.678
  7       36057.7773438        5.4653997      189.5468140    6.1408210E-01    3.8591319E-01    4.6929235E-06    0.0000000E+00    2.1607662E-03           14.000           10.418
  8       34783.2382812        6.8728499      190.5992889    6.1408198E-01    3.8591310E-01    4.8593793E-06    0.0000000E+00    2.6815846E-03           14.000           11.000
  9       33529.7929688        8.5997248      191.5826569    6.1408192E-01    3.8591307E-01    5.0072958E-06    0.0000000E+00    4.0509636E-03           14.000           11.570
 10       32296.8359375       10.7070494      192.8815308    6.1408186E-01    3.8591298E-01    5.1793841E-06    0.0000000E+00    5.9088320E-03           14.000           12.387
 11       31081.9843750       13.2647495      194.6962128    6.1408168E-01    3.8591290E-01    5.4045317E-06    0.0000000E+00    6.9372063E-03           14.000           13.646
 12       29883.0625000       16.3517513      196.8977966    6.1408156E-01    3.8591284E-01    5.5878818E-06    0.0000000E+00    6.9116475E-03           14.000           15.347
 13       28699.2871094       20.0567513      199.2032471    6.1408150E-01    3.8591281E-01    5.6405179E-06    0.0000000E+00    4.8254076E-03           14.000           17.338
 14       27531.3593750       24.4789982      201.3746490    6.1408162E-01    3.8591287E-01    5.5522073E-06    0.0000000E+00    1.7117468E-03           14.000           19.406
 15       26381.0429688       29.7279987      203.2818298    6.1408168E-01    3.8591290E-01    5.4358397E-06    0.0000000E+00    8.0206542E-04           14.000           21.345
 16       25250.6367188       35.9232483      204.8437347    6.1408168E-01    3.8591290E-01    5.4258921E-06    0.0000000E+00    8.8975509E-04           14.000           22.956
 17       24142.7148438       43.1937485      205.9984436    6.1408162E-01    3.8591287E-01    5.4805764E-06    0.0000000E+00    9.9386147E-04           14.000           24.119
 18       23060.0312500       51.6775017      206.6603394    6.1408162E-01    3.8591284E-01    5.5544197E-06    0.0000000E+00    1.2426941E-03           14.000           24.737
 19       22005.5312500       61.5204964      206.7521210    6.1408150E-01    3.8591284E-01    5.6356826E-06    0.0000000E+00    1.7968366E-03           14.000           24.735
 20       20981.9277344       72.8745041      206.3601379    6.1408150E-01    3.8591281E-01    5.7137540E-06    0.0000000E+00    4.6461388E-03           14.000           24.208
 21       19797.4472656       88.6971741      205.7889557    6.1408138E-01    3.8591275E-01    5.8166029E-06    0.0000000E+00    7.8633845E-02           14.000           23.467
 22       18490.0644531      110.1711884      206.3633575    6.1408108E-01    3.8591254E-01    6.4045948E-06    0.0000000E+00    4.0146810E-01           14.000           23.874
 23       17220.3808594      135.6907501      210.0806274    6.1407900E-01    3.8591126E-01    9.7138573E-06    0.0000000E+00    6.8967652E-01           14.000           27.678
 24       15973.4667969      165.7131805      216.1353149    6.1407274E-01    3.8590729E-01    1.9941168E-05    0.0000000E+00    1.0850277E+00           14.000           32.328
 25       14731.1494141      201.0330658      223.1336517    6.1405909E-01    3.8589871E-01    4.2172462E-05    0.0000000E+00    1.4529978E+00           14.000           36.071
 26       13484.3544922      242.5850220      230.2161560    6.1403531E-01    3.8588375E-01    8.0933962E-05    3.2099091E-02    1.9269149E+00           14.000           40.953
 27       12229.0302734      291.4687805      236.9447937    6.1399722E-01    3.8585982E-01    1.4301359E-04    1.6951681E+00    4.8753319E+00           14.000           49.488
 28       10963.2783203      348.9780273      243.2790375    6.1393595E-01    3.8582134E-01    2.4270240E-04    6.6858330E+00    6.5945382E+00           14.000           68.116
 29        9685.3955078      416.6345825      249.4230957    6.1383891E-01    3.8576037E-01    4.0070809E-04    1.7773859E+01    8.4038210E+00           14.000           93.415
 30        8392.9072266      496.2290344      255.6708527    6.1367977E-01    3.8566029E-01    6.5996975E-04    3.2611847E+01    7.8668113E+00           14.000          123.448
 31        7082.2304688      589.8677979      262.3466492    6.1339736E-01    3.8548288E-01    1.1197228E-03    5.1388828E+01    5.5278521E+00           14.000          163.312
 32        5748.9960938      700.0289917      269.6069641    6.1300981E-01    3.8523930E-01    1.7508705E-03    6.4038918E+01    2.8133409E+00           14.000          209.325
 33        4390.0200195      829.6279297      276.9840088    6.1254156E-01    3.8494501E-01    2.5134822E-03    6.0860912E+01    1.3593657E+00           14.000          230.189
 34        3125.0756836      968.1525269      283.2768860    6.1204922E-01    3.8463563E-01    3.3151789E-03    4.6889179E+01    2.6697567E-01           14.000          239.454
 35        2067.4233398     1098.9555664      287.5294189    6.1140311E-01    3.8422960E-01    4.3673064E-03    3.8829147E+01    1.9699898E-02           14.000          242.863
 36        1232.2089844     1213.2875977      289.5132141    6.1088067E-01    3.8390124E-01    5.2181124E-03    3.1303226E+01    2.8609650E-06           14.000          244.146
 37         626.7777100     1303.2008057      289.3191833    6.1073226E-01    3.8380802E-01    5.4597026E-03    2.7378088E+01    1.5043444E-20           14.000          244.765
 38         253.7931671     1362.0598145      287.1707458    6.1064678E-01    3.8375431E-01    5.5988850E-03    2.9549984E+01    1.8637918E-09           14.000          245.140
 39          62.5434380     1393.4567871      286.0790710    6.1061484E-01    3.8373423E-01    5.6509101E-03    2.1950718E+01    6.8640940E-05           14.000          245.230
