Simulation:  trappist1e_1barN2_0.4barCO2_aq
Description:        TRAPPIST-1e, 1 bar N2, 0.4 bar CO2
Description: HEMISPHERE MEAN profile, longitude ****
Description: mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
Description: pressure are total pressure (i.e  P_dry_air + P_h2o)
       surf press        surf temp      surf albedo        mw_dryair
     1402.3541260      287.3212585        0.1459557       32.5756416
lev           height(m)        press(mb)          temp(K)       N2 (kg/kg)      CO2 (kg/kg)      H2O (kg/kg)   liq_cld (g m-2)  ice_cld (g m-2)    reff_liq (µm)   reff_ice (µm)
  0       45451.2304688        0.9559475      179.2865295    6.1408246E-01    3.8591340E-01    4.1178337E-06    0.0000000E+00    4.4464757E-04           14.000            6.594
  1       44064.6679688        1.2447951      179.6594696    6.1408257E-01    3.8591346E-01    4.0151199E-06    0.0000000E+00    7.9424842E-04           14.000            6.529
  2       42698.5429688        1.6128501      180.7696686    6.1408257E-01    3.8591349E-01    3.9380620E-06    0.0000000E+00    1.3024613E-03           14.000            6.743
  3       41347.5273438        2.0793252      182.6378937    6.1408257E-01    3.8591346E-01    3.9520005E-06    0.0000000E+00    1.5769666E-03           14.000            7.300
  4       40008.0546875        2.6674249      184.8407745    6.1408252E-01    3.8591343E-01    4.0711552E-06    0.0000000E+00    1.5360585E-03           14.000            8.119
  5       38680.1562500        3.4048753      186.9006958    6.1408234E-01    3.8591334E-01    4.2927531E-06    0.0000000E+00    1.4617541E-03           14.000            9.036
  6       37366.3593750        4.3245749      188.5904388    6.1408222E-01    3.8591325E-01    4.5089687E-06    0.0000000E+00    1.5019047E-03           14.000            9.888
  7       36069.9531250        5.4653997      189.8381195    6.1408210E-01    3.8591319E-01    4.6940868E-06    0.0000000E+00    1.7227475E-03           14.000           10.565
  8       34793.9531250        6.8728499      190.7490540    6.1408198E-01    3.8591310E-01    4.8750458E-06    0.0000000E+00    2.4390188E-03           14.000           11.078
  9       33539.8125000        8.5997248      191.6493378    6.1408198E-01    3.8591304E-01    5.0345270E-06    0.0000000E+00    4.2705727E-03           14.000           11.607
 10       32306.4335938       10.7070494      192.9462891    6.1408186E-01    3.8591298E-01    5.2081500E-06    0.0000000E+00    6.4057340E-03           14.000           12.429
 11       31091.0000000       13.2647495      194.8152618    6.1408168E-01    3.8591290E-01    5.4266984E-06    0.0000000E+00    7.0235324E-03           14.000           13.732
 12       29891.1660156       16.3517513      197.0738068    6.1408156E-01    3.8591284E-01    5.5955411E-06    0.0000000E+00    6.6440944E-03           14.000           15.488
 13       28706.2773438       20.0567513      199.3992767    6.1408150E-01    3.8591284E-01    5.6366885E-06    0.0000000E+00    4.2193248E-03           14.000           17.511
 14       27537.2558594       24.4789982      201.5545807    6.1408162E-01    3.8591287E-01    5.5429641E-06    0.0000000E+00    1.1565305E-03           14.000           19.575
 15       26386.0253906       29.7279987      203.4248657    6.1408168E-01    3.8591290E-01    5.4306906E-06    0.0000000E+00    4.0716189E-04           14.000           21.483
 16       25254.9453125       35.9232483      204.9454803    6.1408168E-01    3.8591290E-01    5.4240231E-06    0.0000000E+00    4.8137002E-04           14.000           23.056
 17       24146.5664062       43.1937485      206.0669250    6.1408162E-01    3.8591290E-01    5.4769575E-06    0.0000000E+00    6.4277934E-04           14.000           24.189
 18       23063.5957031       51.6775017      206.7029266    6.1408162E-01    3.8591287E-01    5.5518526E-06    0.0000000E+00    1.0041844E-03           14.000           24.784
 19       22008.9492188       61.5204964      206.7674561    6.1408150E-01    3.8591284E-01    5.6359418E-06    0.0000000E+00    1.6273828E-03           14.000           24.755
 20       20985.3457031       72.8745041      206.3446503    6.1408150E-01    3.8591281E-01    5.7167285E-06    0.0000000E+00    4.5321863E-03           14.000           24.195
 21       19802.1171875       88.6854858      205.6644592    6.1408138E-01    3.8591275E-01    5.8212295E-06    0.0000000E+00    8.7239556E-02           14.000           23.344
 22       18497.0273438      110.1340485      206.1560822    6.1408103E-01    3.8591251E-01    6.4437681E-06    0.0000000E+00    4.8421279E-01           14.000           23.671
 23       17229.2558594      135.6236877      209.9697113    6.1407882E-01    3.8591111E-01    1.0089419E-05    0.0000000E+00    8.3642662E-01           14.000           27.570
