Simulation:  trappist1e_1barN2_0.4barCO2_aq
Description:        TRAPPIST-1e, 1 bar N2, 0.4 bar CO2
Description: HEMISPHERE MEAN profile, longitude ****
Description: mass mixing ratios (kg/kg) relative to the moist air mass (i.e dry air mass + water vapor mass)
Description: pressure are total pressure (i.e  P_dry_air + P_h2o)
       surf press        surf temp      surf albedo        mw_dryair
     1406.7145996      285.5533752        0.1459557       32.5756416
lev           height(m)        press(mb)          temp(K)       N2 (kg/kg)      CO2 (kg/kg)      H2O (kg/kg)   liq_cld (g m-2)  ice_cld (g m-2)    reff_liq (µm)   reff_ice (µm)
  0       45270.6718750        0.9559475      177.3979797    6.1408257E-01    3.8591340E-01    4.0814812E-06    0.0000000E+00    1.3957148E-03           14.000            6.220
  1       43900.1562500        1.2447951      177.4127960    6.1408257E-01    3.8591346E-01    3.9491947E-06    0.0000000E+00    2.1854897E-03           14.000            6.207
  2       42552.6289062        1.6128501      178.1309814    6.1408257E-01    3.8591352E-01    3.8623339E-06    0.0000000E+00    4.5640715E-03           14.000            6.345
  3       41222.0898438        2.0793252      179.7787781    6.1408257E-01    3.8591349E-01    3.9247484E-06    0.0000000E+00    7.0154988E-03           14.000            6.639
  4       39903.5234375        2.6674249      181.9635010    6.1408246E-01    3.8591340E-01    4.1160838E-06    0.0000000E+00    7.9155900E-03           14.000            7.181
  5       38595.2343750        3.4048753      184.2746124    6.1408234E-01    3.8591331E-01    4.3790205E-06    0.0000000E+00    7.4014054E-03           14.000            7.974
  6       37298.0312500        4.3245749      186.4481049    6.1408222E-01    3.8591322E-01    4.6136420E-06    0.0000000E+00    6.5190471E-03           14.000            8.894
  7       36014.1953125        5.4653997      188.2825470    6.1408210E-01    3.8591316E-01    4.7785456E-06    0.0000000E+00    5.9281373E-03           14.000            9.779
  8       34746.7421875        6.8728499      189.7309113    6.1408198E-01    3.8591310E-01    4.8992092E-06    0.0000000E+00    5.8068093E-03           14.000           10.531
  9       33498.0781250        8.5997248      190.9812775    6.1408192E-01    3.8591307E-01    5.0099416E-06    0.0000000E+00    6.2619541E-03           14.000           11.224
 10       32268.6406250       10.7070494      192.3802643    6.1408186E-01    3.8591301E-01    5.1451198E-06    0.0000000E+00    7.0238402E-03           14.000           12.071
 11       31057.0273438       13.2647495      194.1659088    6.1408174E-01    3.8591293E-01    5.3425015E-06    0.0000000E+00    7.6772640E-03           14.000           13.271
 12       29861.6093750       16.3517513      196.2862091    6.1408162E-01    3.8591287E-01    5.5605583E-06    0.0000000E+00    7.8858268E-03           14.000           14.866
 13       28681.6679688       20.0567513      198.5342255    6.1408150E-01    3.8591281E-01    5.6773406E-06    0.0000000E+00    6.8584932E-03           14.000           16.762
 14       27517.6191406       24.4789982      200.7125549    6.1408156E-01    3.8591284E-01    5.6196018E-06    0.0000000E+00    4.1970080E-03           14.000           18.796
 15       26370.8652344       29.7279987      202.6883240    6.1408162E-01    3.8591287E-01    5.4796865E-06    0.0000000E+00    2.3666292E-03           14.000           20.775
